#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###### Event/decision/modifier definitions;;;;;;;;;;;;;;x
###### Druidic rebirth;;;;;;;;;;;;;;x
reinstate_celtic_rites;Reinstate Celtic Rite;;;;;;;;;;;;;x
reinstate_celtic_rites_desc;With the help of our court wizard, we could reinstate much of the old Celtic ways.;;;;;;;;;;;;;x
invite_bard_to_court;Invite a Bard to Court;;;;;;;;;;;;;x
invite_bard_to_court_desc;We could patronize one of the many bards wondering the realms and have them serve in our court.;;;;;;;;;;;;;x
celtic_ways;Celtic Rites;;;;;;;;;;;;;x
celtic_ways_desc;This character has taken up ancient Celtic traditions.;;;;;;;;;;;;;x
EVTDESCancrel.0000;A faint whisper draws your attention and you find a haggard old man in a dark corner of your castle. Before you have a chance to throw him out, he explains that he is a wizard. He claims to be powerful in the ways of the old gods, and he has come to offer you his services.;;;;;;;;;;;;;x
EVTOPTAancrel.0000;A man should keep eyes on all matters.;;;;;;;;;;;;;x
EVTOPTBancrel.0000;Strange man, begone!;;;;;;;;;;;;;x
begone_sorcerer;You send the pagan away.;Vous faites sortir cette misérable créature.;Ihr schickt die elende Kreatur fort.;;Echas a la criatura miserable.;;;;;;;;;x
hold_divination_desc;Hold a divination together with your vassals and offer sacrifice to the gods to divine our future. This can only be done every fifth year.;Tenez un grand blót accompagné de vos vassaux et offrez des sacrifices aux dieux en remerciement pour les bonnes récoltes et pour le succès sur le champ de bataille. Cela ne se fait qu'une fois à tous les neuf ans.;Haltet mit Euren Vasallen ein Blót ab und dankt den Göttern für gute Ernten und Erfolge auf dem Schlachtfeld. Dies kann nur jedes neunte Jahr durchgeführt werden.;;Celebrar una gran mancha junto con tus vasallos y ofrecer sacrificios a los dioses por buenas cosechas y el éxito en el campo de batalla. Esto sólo puede hacerse cada nueve años.;;;;;;;;;x
held_divination_modifier;Sacrificed to the Gods;Offert en sacrifice aux dieux;Den Göttern geopfert;;Sacrificado a los Dioses;;;;;;;;;x
held_divination_timer;Recent divination;;;;;;;;;;;;;x
prepare_divination;You begin preparations for the divination.\n;Vous commencez les préparatifs pour le blót;Ihr beginnt Vorbereitungen für das Opfer.;;Empiezas la preparación de la mancha.;;;;;;;;;x
divination_begins;The Vates ready their weapons.;Le bourreau prépare sa corde.\n;Der Henker bereitet das Seil vor.;;El verdugo prepara su cuerda.;;;;;;;;;x
divination_begin;The divination begins;Tenir une divination ;Haltet ein Blót ab;;Celebrar una Gran Mancha;;;;;;;;;x
opinion_refused_divination;Refused to Give Offering for divination;Refus de donner une offrande au blót;hat sich geweigert, ein Opfer für Blót darzubringen;;Se negó a dar Ofrenda para la Mancha;;;;;;;;;x
EVTDESCancrel.0020;You have sent out summons to all of your vassals for the divination. Those that have been baptized or profess to follow the teachings of the Prophet will have to offer gold to be exempted from this sacred ceremony.;Vous avez envoyé un avis de convocation à tous vos vassaux pour le blót. Ceux qui ont été baptisés ou qui affirment suivre l'enseignement du prophète devront offrir de l'or pour être exemptés de ce festin majestueux. ;Ihr habt all Eure Vasallen zum Blót zusammengerufen. Diejenigen, die getauft wurden oder den Lehren des Propheten folgen, müssen Gold anbieten, um von diesem großartigen Festschmaus fernbleiben zu können.;;Has enviado citaciones a todos tus vasallos para la mancha. Los que han sido bautizados o profesan seguir las enseñanzas del profeta tendrán que ofrecer oro para quedar exentos de esta magnífica fiesta.;;;;;;;;;x
EVTOPTAancrel.0020;I can hardly wait!;Je ne peux plus attendre !;Ich kann es kaum erwarten!;;¡No puedo esperar!;;;;;;;;;x
EVTTOOLTIPancrel.0021;Summoned to celtic divination.;Convoqué(e) au blót;Zur Teilnahme am Blót gerufen.;;Convocado a mancha.;;;;;;;;;x
EVTTOOLTIPancrel.0022;Exempted from celtic divination.;Exempté(e) du blót;Vom Blót ausgeschlossen.;;Exentos de mancha.;;;;;;;;;x
EVTDESCancrel.0021;Your wise liege, [From.GetTitledFirstName], has summoned you and [From.GetHerHis] other vassals to a celtic divination. There you will worship and give sacrifice to the gods before taking part in a ceremony where you learn the fate the gods have in stock.;Votre sage seigneur, [From.GetTitledFirstName], vous a convoqué(e) vous et ses autres vassaux pour assister au blót. Vous y vénérerez les dieux et vous leur ferez des offrandes avant de prendre part à un grand festin où vous boirez en leur nom.;Euer weiser Lehnsherr, [From.GetTitledFirstName], hat Euch und [From.GetHerHis] anderen Vasallen zu einem Blót herbeigeordert. Dort werdet Ihr den Göttern huldigen und ihnen opfern, bevor Ihr an einem gewaltigen Festschmaus teilnehmt, wo Ihr auf ihren Namen anstoßen werdet.;;Tu sabio señor, [From.GetTitledFirstName], te ha convocado a ti y a [From.GetHerHis] otros vasallos a una mancha. Allí podrás adorar y dar sacrificio a los dioses antes de tomar parte en una gran fiesta donde se bebe en su nombre.;;;;;;;;;x
EVTOPTAancrel.0021;I wouldn't miss it.;Je ne veux pas manquer ça.;Das will ich nicht verpassen.;;No me lo perdería.;;;;;;;;;x
EVTDESCancrel.0022;Your liege, [From.GetTitledFirstName], remains trapped in [From.GetHerHis] heathen ways, and now [From.GetSheHe] has summoned all of [From.GetHerHis] vassals to a divination where [From.GetSheHe] intends to give sacrifice to [From.GetHerHis] pagan gods. Since you do not practise their heathen religion, you will be expected to contribute gold in order to be exempted from this ceremony.;Votre seigneur, [From.GetTitledFirstName], demeure prisonnier de ses mœurs païennes et a convoqué tous ses vassaux à assister au blót lors duquel [From.GetSheHe] compte faire des offrandes à ses dieux païens. Puisque vous ne pratiquez pas la religion païenne, vous devrez donner de l'or pour être exempté de cette cérémonie. ;Euer Lehnsherr, [From.GetTitledFirstName], ist weiterhin gefangen in [From.GetHerHis] ketzerischen Pfaden und [From.GetSheHe] hat nun all [From.GetHerHis] Vasallen zu einem Blót herbeigeordert, bei dem [From.GetSheHe] [From.GetHerHis] heidnischen Göttern Opfergaben darbringen will. Da Ihr diese heidnische Religion nicht praktiziert, wird erwartet, dass Ihr Gold beisteuert, um euch von dieser Zeremonie freizukaufen.;;Tu señor, [From.GetTitledFirstName], sigue atrapado en [From.GetHerHis] formas paganas, y ahora [From.GetSheHe] ha convocado a todos [From.GetHerHis] vasallos a una mancha donde [From.GetSheHe] tiene la intención de dar sacrificio a [From.GetHerHis] dioses paganos. Dado que no practicas su religión pagana, se espera que contribuyas con oro con el fin de quedar exento de esta ceremonia.;;;;;;;;;x
EVTOPTAancrel.0022;I suppose I have no choice in the matter.;J'imagine que je n'ai pas la choix.;Da habe ich wohl keine andere Wahl.;;Supongo que no tengo otra opción.;;;;;;;;;x
EVTOPTBancrel.0022;As [This.Religion.GetRandomGodNameCap] is my witness, I shan't pay!;[This.Religion.GetRandomGodNameCap] m'en est témoin, je ne paierai pas !;[This.Religion.GetRandomGodNameCap] sei mein Zeuge, ich werde nicht zahlen!;;Como [This.Religion.GetRandomGodNameCap] es mi testigo, ¡no pagaré!;;;;;;;;;x
EVTTOOLTIPancrel.0023;Your payment is received.;Votre paiement a été reçu. ;Eure Zahlung wurde erhalten.;;Tu pago es recibido.;;;;;;;;;x
EVTDESCancrel.0023;[From.GetTitledFirstName], your vassal, is stubborn in [From.GetHerHis] ways and speaks only of the mercy of [From.Religion.GetRandomGodNameCap], but [From.GetSheHe] has wisely decided to offer you some gold to be exempted from the divination.;[From.GetTitledFirstName], votre vassal, est entêté(e) et ne répond qu'à la miséricorde de [From.Religion.GetRandomGodNameCap]. Cependant, [From.GetSheHe] a sagement décidé de vous offrir de l'or pour être libéré(e) de son obligation d'assister au blót. ;[From.GetTitledFirstName], Euer Vasall, ist stur und spricht nur noch von der Gnade von [From.Religion.GetRandomGodNameCap], doch [From.GetSheHe] hat weise beschlossen, Euch etwas Gold anzubieten, um vom Blót fernbleiben zu können.;;[From.GetTitledFirstName], tu vasallo, es terco en [From.GetHerHis] modos y solo habla de la misericordia de [From.Religion.GetRandomGodNameCap], pero [From.GetSheHe] ha decidido sabiamente ofrecerte un poco de oro para quedar exento de la mancha.;;;;;;;;;x
EVTOPTAancrel.0023;As well [From.GetSheHe] should.;[From.GetSheHe] fait bien.;Das sollte [From.GetSheHe] auch.;;Así que [From.GetSheHe] debería.;;;;;;;;;x
EVTOPTAancrel.0025;Now for the human sacrifice...;Et maintenant, le sacrifice humain...;Und jetzt zum Menschenopfer…;;Ahora, para el sacrificio humano...;;;;;;;;;x
EVTTOOLTIPancrel.0056;Your refusal to pay is received.;Votre refus de payer a été reçu.;Eure Weigerung zu zahlen wurde erhalten.;;Se recibe tu negativa a pagar.;;;;;;;;;x
EVTDESCancrel.0056;Despite having sworn you fealty, [From.GetTitledFirstName] refuses to offer gold in order to be exempted from the festivities! According to [From.GetFirstName], [From.Religion.GetRandomGodName] would not forgive [From.GetHerHim] if [From.GetSheHe] contributed as much as a single copper to a heathen festival.;Malgré son serment, [From.GetTitledFirstName] refuse de vous offrir de l'or afin d'être libéré(e) de son obligation à assister au blót ! Selon [From.GetFirstName], [From.Religion.GetRandomGodName] ne lui pardonnerait pas si [From.GetSheHe] donnait ne serait-ce qu'une seule pièce de cuivre à un 'festival païen'.  ;Trotz des Treueschwurs Euch gegenüber weigert sich [From.GetTitledFirstName], Euch Gold anzubieten, um dem Blót fernbleiben zu können! Laut [From.GetFirstName] würde [From.Religion.GetRandomGodName] es [From.GetHerHim] nie verzeihen, wenn [From.GetSheHe] auch nur einen einzigen Kupferschilling zu einem “ketzerischen Fest” beitragen würde.;;A pesar de haberte jurado lealtad, ¡[From.GetTitledFirstName] se niega a ofrecer oro para quedar exento de la mancha!. Según [From.GetFirstName], [From.Religion.GetRandomGodName] no perdonará a [From.GetHerHim] si [From.GetSheHe] ha contribuido con un solo cobre para una fiesta pagana.;;;;;;;;;x
EVTOPTAancrel.0056;This insult will not be forgotten.;On n'oubliera pas cette insulte de sitôt.;Diese Beleidigung wird nicht vergessen werden.;;Este insulto no será olvidado.;;;;;;;;;x
EVTDESCancrel.0024;The guests have arrived, and the time has come for the divination to begin! You gather near the grove, and start by offering animals as sacrifice to the gods. While their meat is prepared for the feast that is to follow,the blood is sprinkled on the trees and the many representations of the gods, as well as on the worshippers themselves.;Les invités sont arrivés et il est temps de commencer le blót ! Vous vous rassemblez devant le temple et commencez par offrir des animaux en sacrifice aux dieux. Tandis qu'on prépare leur viande pour le festin qui doit suivre, on arrose de leur sang les statues d'Odin, de Thor, de Freyr et des autres dieux, ainsi que les adorateurs eux-mêmes.;Die Gäste sind angekommen und die Zeit für das Blót ist gekommen! Alle versammeln sich außerhalb des Tempels und man beginnt mit den Tieropfern an die Götter. Während ihr Fleisch für den nachfolgenden Festschmaus vorbereitet wird, wird ihr Blut auf die Statuen von Odin, Thor, Freyr und die anderen Götter gespritzt und auch auf die Betenden selbst.;;Los invitados han llegado, y ¡ha llegado el momento de que la mancha comience! Te reúnes fuera del templo, y comienzas ofreciendo animales como sacrificio a los dioses. Mientras se prepara la carne para la fiesta que va a seguir, la sangre salpica las estatuas de Odín, Thor, Freyr y los otros dioses, así como a los mismísimos fieles.;;;;;;;;;x
EVTOPTAancrel.0024;Now for the human sacrifice...;Et maintenant, le sacrifice humain...;Und jetzt zum Menschenopfer…;;Ahora, para el sacrificio humano...;;;;;;;;;x
EVTDESCancrel.0025;The time has come for the divination held by [From.GetTitledFirstName] to begin! You gather near the grove,and start by offering animals as sacrifice to the gods. While their meat is prepared for the feast that is to follow, the blood is sprinkled on the trees and the many representations of the gods, as well as on the worshippers themselves.;Il est temps de commencer le blót tenu par [From.GetTitledFirstName] ! Vous vous rassemblez devant le temple et commencez par offrir des animaux en sacrifice aux dieux. Tandis qu'on prépare leur viande pour le festin qui doit suivre, on arrose de leur sang les statues d'Odin, de Thor, de Freyr et des autres dieux, ainsi que les adorateurs eux-mêmes.;Die Zeit für das von [From.GetTitledFirstName] veranstaltete Blót ist gekommen! Alle versammeln sich außerhalb des Tempels und man beginnt mit den Tieropfern an die Götter. Während ihr Fleisch für den nachfolgenden Festschmaus vorbereitet wird, wird ihr Blut auf die Statuen von Odin, Thor, Freyr und die anderen Götter gespritzt und auch auf die Betenden selbst.;;¡Ha llegado el momento de empezar la mancha celebrada por [From.GetTitledFirstName]!. Te reúnes fuera del templo, y comienzas ofreciendo animales como sacrificio a los dioses. Mientras se prepara la carne para la fiesta que va a seguir, la sangre salpica las estatuas de Odín, Thor, Freyr y los otros dioses, así como a los mismísimos fieles.;;;;;;;;;x
EVTDESCancrel.0026;Although you have been told little, the noise from outside your dungeon is enough to make it clear that your captor, [Root.Host.GetTitledFirstName] is holding a divination where [Root.Host.GetSheHe] will offer sacrifice to divine the future and worship the gods. Guards burst inside your cell and drag you away to the local grove... ;Même si on ne vous en a pas dit beaucoup, le bruit provenant de l'extérieur de votre cachot suffit à confirmer que [Root.Host.GetTitledFirstName], votre ravisseur, prépare un blót au cours duquel des offrandes seront sacrifiées aux dieux qu'il vénère. Des gardes surgissent dans votre cellule et vous traînent jusqu'à la potence devant le temple local...;Auch wenn Euch keiner wirklich irgendetwas erzählt hat, so lassen die Geräusche außerhalb Eures Verlieses darauf schließen, dass Euer Kidnapper [Root.Host.GetTitledFirstName] ein Blót abhält, um [Root.Host.GetHerHis] Göttern zu huldigen. Wachen platzen in Eure Zelle und zerren euch hinaus durch die Tunnel, in Richtung des Tempels…;;Aunque poco te han dicho, el ruido fuera de tu mazmorra es suficiente para dejar claro que tu captor, [Root.Host.GetTitledFirstName] está celebrando una mancha donde [Root.Host.GetSheHe] ofrecerá sacrificio en la adoración de [Root.Host.GetHerHis] dioses. Los guardias irrumpen en el interior de tu celda y te arrastran a la horca fuera del templo local...;;;;;;;;;x
EVTOPTAancrel.0026;No! Not like this!;Non ! Pas comme ça !;Nein! Nicht so!;;¡No! ¡Así no!;;;;;;;;;x
EVTDESCancrel.0030;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. The vates walks around [From.GetHerHis] while a druid talks of the gods. A small yellow pool forms at [From.GetFirstName]'s feet.;On escorte [From.GetTitledFirstName] depuis les cachots jusqu'au temple. On lui passe la corde autour du cou, attachée à la branche solide d'un chêne à proximité. Une petite flaque jaunâtre se forme à ses pieds.;[From.GetTitledFirstName] wird aus Eurem Verlies geholt und zum Tempel eskortiert. Eine Schlinge wird um [From.GetHerHis] Hals gelegt und das Seil an einem stabilen Ast einer Eiche befestigt. Eine kleine gelbliche Pfütze bildet sich unter [From.GetFirstName]s Füßen.;;[From.GetTitledFirstName] es traído de tu mazmorra y escoltado al templo. Se coloca una soga alrededor de [From.GetHerHis] cuello y la cuerda se lanza sobre una gruesa rama de un roble cercano. Se forma una pequeña piscina de color amarillo a los pies de [From.GetFirstName].;;;;;;;;;x
EVTOPTAancrel.0030;[This.Religion.GetRandomGodNameCap], we offer you this sacrifice...;Père de tous, nous t'offrons ce sacrifice...;Allvater, wir bieten dir dieses Opfer an…;;Padre de Todos, te ofrecemos este sacrificio...;;;;;;;;;x
EVTOPTBancrel.0030;No, I have changed my mind.;Non, j'ai changé d'avis.;Nein, ich habe meine Meinung geändert.;;No, he cambiado de opinión.;;;;;;;;;x
EVTDESCancrel.0031;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. As the druid paints [From.GetHerHis]'s face, [From.GetSheHe] steadies [From.GetHerselfHimself] and murmurs several passages that you recognize as being from the Christian holy book.;On escorte [From.GetTitledFirstName] depuis les cachots jusqu'au temple. Pendant qu'on lui passe la corde autour du cou, [From.GetSheHe] se tient fermement et murmure plusieurs passages que vous reconnaissez comme provenant du livre saint des chrétiens.;[From.GetTitledFirstName] wird aus Eurem Verlies geholt und zum Tempel eskortiert. Als eine Schlinge um [From.GetHerHis] Hals gelegt wird, bleibt [From.GetSheHe] standfest und murmelt zahlreiche Passagen, die Ihr als Passagen aus dem christlichen Heiligen Buch erkennt.;;[From.GetTitledFirstName] es traído de tu mazmorra y escoltado al templo. Mientras le ponen la soga alrededor de [From.GetHerHis] cuello, [From.GetSheHe] se estabiliza a [From.GetHerselfHimself] y murmura varios pasajes que reconoces son del libro sagrado Cristiano.;;;;;;;;;x
EVTOPTAancrel.0031;Where is your Blessed Virgin now, [From.GetFirstName]?;Elle est où, maintenant, votre Sainte Vierge, [From.GetFirstName] ?;Wo ist Eure Heilige Jungfrau jetzt, [From.GetFirstName]?;;¿Dónde está tu Santísima Virgen ahora, [From.GetFirstName]?;;;;;;;;;x
EVTOPTBancrel.0031;No, perhaps this is a bad idea...;Non, ce n'est peut-être pas une bonne idée...;Nein, das ist vielleicht eine schlechte Idee…;;No, tal vez esto es una mala idea...;;;;;;;;;x
EVTDESCancrel.0032;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. A vates starts taunting [From.GetHerHis] with a branch of oak while [From.GetSheHe] murmurs a passage with closed eyes from the Mohammedan holy book.;On escorte [From.GetTitledFirstName] depuis les cachots jusqu'au temple. Pendant qu'on lui passe la corde autour du cou, [From.GetSheHe], les yeux clos, murmure un passage du livre saint de Mahomet.   ;[From.GetTitledFirstName] wird aus Eurem Verlies geholt und zum Tempel eskortiert. Eure Wachen befestigen eine Schlinge um [From.GetHerHis] Hals, während [From.GetSheHe] mit geschlossenen Augen eine Passage aus dem mohammedanischen Heiligen Buch murmelt.;;[From.GetTitledFirstName] es traído de tu mazmorra y escoltado al templo. Tus guardias le ponen la soga alrededor de [From.GetHerHis] cuello mientras [From.GetSheHe] murmura con los ojos cerrados un pasaje del libro sagrado Mahometano.;;;;;;;;;x
EVTOPTAancrel.0032;Soon you shall meet your Prophet, friend.;Bientôt, l'ami, vous rejoindrez votre prophète.;Schon bald werdet Ihr Eurem Propheten gegenüberstehen, Freund.;;Pronto conocerás a tu Profeta, amigo.;;;;;;;;;x
EVTOPTBancrel.0032;No, perhaps this is a bad idea...;Non, ce n'est peut-être pas une bonne idée...;Nein, das ist vielleicht eine schlechte Idee…;;No, tal vez esto es una mala idea...;;;;;;;;;x
EVTDESCancrel.0033;Your brother, [From.GetTitledFirstName], is brought up from his dungeon and escorted to the grove. As he is forced to his knees, he looks at you with pleading eyes. Don't do this, [Root.GetFirstName]. There has to be some other way...;Votre frère [From.GetTitledFirstName] est escorté depuis les cachots jusqu'au temple. Pendant qu'on lui passe la corde autour du cou, il vous fixe d'un regard suppliant comme s'il disait : 'Ne fais pas ça, [Root.GetFirstName]. Il doit bien y avoir une autre solution...';Euer Bruder, [From.GetTitledFirstName], wird aus Eurem Verlies geholt und zum Tempel eskortiert. Als eine Schlinge um seinen Hals gelegt wird, blickt er Euch aus flehenden Augen an. “Tut das nicht, [Root.GetFirstName]. Es muss einen anderen Weg geben...”;;Tu hermano, [From.GetTitledFirstName], es traído desde su mazmorra y escoltado al templo. Mientras le ponen la soga al cuello, te mira con ojos suplicantes. No hagas esto, [Root.GetFirstName]. Tiene que haber otra manera...;;;;;;;;;x
EVTOPTAancrel.0033;I'm afraid not. Do it, men.;J'ai bien peur que non. Soldats, poursuivez.;Ich fürchte nicht. Macht weiter, Männer.;;Me temo que no. Hacedlo, hombres.;;;;;;;;;x
EVTOPTBancrel.0033;No, I can't do this to my own brother...;Non, je ne peux pas faire ça à mon propre frère...;Nein, ich kann das meinem eigenen Bruder nicht antun.;;No, no puedo hacer esto a mi propio hermano...;;;;;;;;;x
EVTDESCancrel.0034;Your sister, [From.GetTitledFirstName], is dragged up from her dungeon and escorted to the grove. She looks up at you with tears streaming down her face as your vates force her to her knees. Please, [Root.GetFirstName], she says with a trembling voice. Don't let them do this.;Votre sœur [From.GetTitledFirstName] est escortée depuis les cachots jusqu'au temple. Le visage en larmes, elle vous regarde pendant que les gardes lui passent la corde autour du cou et elle prononce d'une voix tremblotante : 'Je t'en supplie, [Root.GetFirstName]. Ne les laisse pas faire ça.';Eure Schwester, [From.GetTitledFirstName], wird aus Eurem Verlies geholt und zum Tempel eskortiert. Sie blickt Euch aus tränenüberströmtem Gesicht an, als die Wachen die Schlinge um ihren Hals legen. “Bitte, [Root.GetFirstName],” sagt sie mit zitternder Stimme. “Bitte lasst das nicht zu.”;;Tu hermana, [From.GetTitledFirstName], es arrastrada desde su mazmorra y escoltada al templo. Te mira con lágrimas en su rostro mientras tus guardias le ponen la soga alrededor del cuello. Por favor, [Root.GetFirstName], dice con voz temblorosa. No dejes que lo hagan.;;;;;;;;;x
EVTOPTAancrel.0034;There can be no turning back now. I'm sorry.;On ne peut plus revenir en arrière. Je suis désolé.;Es gibt keinen Weg zurück. Es tut mir leid.;;No puede haber vuelta atrás. Lo siento.;;;;;;;;;x
EVTOPTBancrel.0034;No... not my own sister...;Non... pas ma propre sœur...;Nein… nicht meine eigene Schwester…;;No... no a mi propia hermana...;;;;;;;;;x
EVTDESCancrel.0035;The vates drag your father, [From.GetTitledFirstName], from his dungeon and escort him to the grove where they sprinkle him with blood. My [Root.GetSonDaughter], he croaks while looking at you. Can't you find it in your heart to forgive me?;Les gardes escortent votre père, [From.GetTitledFirstName], depuis les cachots jusqu'au temple où ils lui passent la corde autour du cou. 'Mon enfant, ne pourrez-vous donc pas trouver dans votre cœur la possibilité de me pardonner ?';Die Wachen zerren Euren Vater, [From.GetTitledFirstName], aus Eurem Verlies und eskortieren ihn zum Tempel, wo sie die Schlinge um seinen Hals legen. “[Root.GetSonDaughter],” krächzt er leise und blickt Euch an. “Könnt Ihr es nicht in Eurem Herzen finden, mir zu vergeben?”;;Los guardias arrastran a tu padre, [From.GetTitledFirstName], desde su mazmorra y le escoltan hasta el templo donde le ponen la soga al cuello. Mi [Root.GetSonDaughter], grazna mientras te mira. ¿No puedes encontrar en tu corazón mi perdón?;;;;;;;;;x
EVTOPTAancrel.0035;No.;Non.;Nein.;;No.;;;;;;;;;x
EVTOPTBancrel.0035;I can't do this to my own father...;Je ne peux pas faire ça à mon propre prère...;Ich kann das meinem eigenen Vater nicht antun…;;No le puedo hacer esto a mi propio padre.;;;;;;;;;x
EVTDESCancrel.0036;Distant screaming can be heard as the vates drag your mother, [From.GetTitledFirstName], from her dungeon. They bring her to the grove and as they place her before the sacrificial pit, she looks at you with pleading eyes. W-why would you do this to your own mother?;On entend des cris lointains alors que des gardes traînent votre mère, [From.GetTitledFirstName], hors du cachot. Ils la conduisent au temple et lorsqu'ils lui passent la corde au cou, elle vous regarde en sanglotant. 'P-pourquoi faites-vous cela à votre propre mère ?';Schon von fern erschallt ihr Wehklagen, als die Wachen Eure Mutter, [From.GetTitledFirstName], aus Eurem Verlies zerren. Sie eskortieren sie zum Tempel, und als sie die Schlinge um ihren Hals legen, blickt sie Euch aus flehenden Augen an. “W-Warum nur tut Ihr dies Eurer eigenen Mutter an?”;;Se oyen gritos en la distancia cuando tus guardias arrastran a tu madre, [From.GetTitledFirstName], desde su mazmorra. La traen al templo, y mientras le ponen la soga al cuello, ella te mira con ojos de súplica. ¿“Por-por qué le haces esto a tu propia madre?”;;;;;;;;;x
