#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#if anything important has been deleted, please let me know.

EVTDESC_zakariyya32;"The other choice is one much more difficult. To surrender. To begin the long effort to reunite California, to stand beneath the bear Flag once again. It was this Empire that brought peace, and this Empire's fall that has engendered the ways of strife once again. And the Empire needs a strong hand such as yours to reverse this decline. The restitution of those things that have fallen into disrepair is a mode you have become well acquainted with in the last few years. It is only one who has been forged by suffering that can see beyond it, into the final frontier of the future. I ask you, Zakariyya, to take up this partnership as Musa did, though ever more tightly. I ask you to be my strong right hand as Hardin was to Elton. Only by admitting the need for each other can we achieve what is greater than ourselves.";;;;;;;;;;;;;x

EVTDESC_zakariyya33;In your mind's eye, you feel the weight of your soul and those who came before you fly around your thoughts. You think of the Carmines and  your butchered father, of figurehead Emperors and court intrigue. You think of the Prophet and the Lawgiver, of Zakariyya, Musa, and Annil. There are the dreams of independence for Socals and nightmares of a California in endless strife. You think of the precipice of the moment, of the choice between one's self and one's others. You think of Sacramento. Los Angeles. San Francisco. Pride, wisdom, love. Honor. Duty. At last, you can find only one course.;;;;;;;;;;;;;x
EVTDESC_zakariyya34;The Emperor does not even flinch when you draw your sword - though he does raise himself up when you kneel. Before the great throne of California, you bow. "I shall not pledge my loyalty to the Emperor again, your Grace, for it has never been truly lost. By the will of God, I shall lend my sword to you, and to the restitution of that which has long been neglected. As you serve California, so shall I serve you.";;;;;;;;;;;;;x
EVTDESC_zakariyya35;[e_california.Holder.GetFirstName] says nothing at first, but he takes the Black and White ring from his finger, carved with the ancient Chinese symbols of Balance and Tau, and he puts it upon your own. In the evening torchlight he seems half man and half image, red and white robe blazing with color, Bear Crown practically come alive with the glinting gold. When he speaks, it is like an echo of centuries that come down, tying together the promises of your ancestors in new bonds.\n "With warriors such as you, the Greatest has granted us victory. I shall be like a fish who has discovered water when I am within your brave presence.";;;;;;;;;;;;;x
EVTDESC_zakariyya36;With the title of Anti-Governatus, and imperial favor. I have a new purpose in my heart, and with it, I will go forward and help the Emperor in building the California my ancestors have aspired to forever.;;;;;;;;;;;;;x
EVTOPT_zkgovernator;Let us move forth...;;;;;;;;;;;;;x
EVTOPT_zkvassal;I am ever your loyal vassal.;;;;;;;;;;;;;x
EVTOPT_zkcontinue;Continue...;;;;;;;;;;;;;x
EVTOPT_zkbow;May you reign for a thousand years!;;;;;;;;;;;;;x
EVTOPT_zklistentoemperor;I will heed your words.;;;;;;;;;;;;;x
EVTOPT_zkokboomer;Your empire is dying, and with it, your false aspirations.;;;;;;;;;;;;;x
EVTOPT_zksacramento;To Sacramento I must go.;;;;;;;;;;;;;x

EVTDESC_zakariyya40;It has been some time since you rejected the emperor's offer of vassalship, and in it, you have done a lot of studying. Was Imam Musa ever justified in bowing? Perhaps the faithful of Islam should not tether themselves to Cetic ways...;;;;;;;;;;;;;x
EVTOPT_zkalawiyya;May [e_california.Holder.GetFirstName]'s frauds die with his empire.;;;;;;;;;;;;;x
EVTOPT_zkimamite;This is not the path my ancestors would smile on...;;;;;;;;;;;;;x

EVTDESC_islamate1;An Islamic poet, in search of a new host, has showed up at your court. His time spent among the courts of Southern California has gifted him with court knowledge, and by all accounts he is skilled with words. We may have use of him.;;;;;;;;;;;;;x

EVTDESC_islamate2;An Orientalist physician, in search of a new host, has showed up at your court. It is undeniable that the man is very talented in the art of medicine, yet his mystic ways have earned him the distrust of his original liege. We may have use of him.;;;;;;;;;;;;;x

EVTDESC_islamate3;An Islamic steward, in search of a new host, has showed up at your court. Well versed in the way of coin from his time in Los Angeles, there is no denying his administrative capability. He would make a fine steward.;;;;;;;;;;;;;x

EVTDESC_islamate4;An Islamic poet, fleeing persecution elsewhere near the Great Lakes, has showed up at your court. His time spent abroad has granted him many connections, and by all accounts he is skilled with words. We may have use of him.;;;;;;;;;;;;;x

EVTDESC_islamate5;An Islamic courtier, fleeing persecution elsewhere near the Great Lakes, has showed up at your court. He seems to know a lot about you, even things that you do not necessarily want others to know, which is impressive for a man you have never met. We may have use of him.;;;;;;;;;;;;;x

EVTDESC_princeali;Make way for Prince Ali!;;;;;;;;;;;;;x
EVTOPT_fabuloushe;Fabulous he!;;;;;;;;;;;;;x
nick_abu_tammam;Abu Tammam;;;;;;;;;;;;;x
nick_fabulous_he;Fabulous He;;;;;;;;;;;;;x

EVTTITLE_imamitejihad;The Imamites Unshackled;;;;;;;;;;;;;x
EVTDESC_imamitejihad;After hundreds of years of Californian subservience, it can be said that the head of the Imamite Faithful stands independent from Californian influence. Whilst still clinging to the principals of their time to California and the Californian bureaucracy, it is without a doubt that this new power will seek to aggressively seek to spread its faith for the first time in its history. This begins a new era for the Muslim faithful across the world- the dawn of the Imamite Jihads.;;;;;;;;;;;;;x
EVTOPT_imamitejihad;Allahu Ackbar!;;;;;;;;;;;;;x
EVTOPT_alawiyyajihadc;Oh dear, this could be problematic...;;;;;;;;;;;;;x
EVTOPT_alawiyyajihade;Strange tidings...;;;;;;;;;;;;;x
EVTTITLE_alawiyyajihad;The Alawiyya Unshackled;;;;;;;;;;;;;x

EVTDESC_alawiyyajihad;After hundreds of years of Californian subservience, it can be said that the head of the Alawiyya Faithful stands independent from Californian influence. Radically rejecting any principals of syncretism with the Cetic Faithful and Californian Bureaucracy, it is without a doubt that this new power will seek to aggressively seek to spread its faith for the first time in its history. This begins a new era for the Muslim faithful across the world- the dawn of the Alawiyya Jihads.;;;;;;;;;;;;;x

EVTDESC_imamitejihad;At long last, the Supreme Head of the Imamite faith is no longer shackled down by foreign powers. With our newfound determination, we can declare great expansions in the name of our faith.;;;;;;;;;;;;;x
EVTOPT_imamitejihad;Allahu Ackbar!;;;;;;;;;;;;;x

muslim_courtier_tooltip;A Muslim Courtier of much talent joins you...;;;;;;;;;;;;;x

EVTTITLE_revivalist2;The Moorish Exile;;;;;;;;;;;;;x
EVTDESC_revivalist2;Rumors from the coast far to the east say that a lord from the ancient land of Africa has been banished from his homeland, and in his anger, vowed to cross the great Ocean and civilize this "new world". \n\nCharismatic and a proper head of his own faith, he has gathered the support of many disgruntled men seeking glory and service to the faith. A fleet of moorish ships drop their anchors at the port of [From.GetName] to unload thousands of Maghrebi warriors, promising to bring the faith of the one true god against the barbarians of this land.;;;;;;;;;;;;;x
EVTOPTA_revivalist2;Enough to make us lose sleep at night...;;;;;;;;;;;;;x
EVTOPTB_revivalist2;There is no God but Allah!;;;;;;;;;;;;;x
EVTTITLE_revivalist3;A New Caliphate;;;;;;;;;;;;;x
EVTDESC_revivalist3;Resistance to the self-proclaimed Moorish Caliph is starting to become futile, as Moroccan nobility take the reigns of their landing site and local clergy is replaced with the adherents of the Caliph. The resistance to this new leader grows weak, as more and more people submit to his reign and accept his faith.. ;;;;;;;;;;;;;x
EVTOPTA_revivalist3;May their Gods protect them...;;;;;;;;;;;;;x
EVTOPTB_revivalist3;Hahaha! Praise Allah!;;;;;;;;;;;;;x
EVTDESC_revivalist4;The sea has been unforgiving in this great voyage across the Atlantic Ocean, but it could have gone much worse. We landed in Georgetown before too long, and our armies had no problem seizing this lands trade posts. Here, in America, we are surrounded by decadence, and have no solution yet to bring the sword upon the heretics and infidels of this land...;;;;;;;;;;;;;x

EVTDESC_islamate8;An Islamic physician, in search of a new host, has showed up at your court. He is well versed in Islamic theories of medicine, but his community has expelled him for reasons he refuses to elaborate on. We may have use of him.;;;;;;;;;;;;;x

EVTDESC_islamate9;An Islamic steward, in search of a new host, has showed up at your court. He is well versed in the art of trading, owing to his experiences negotiating contracts with the Brazilian Empire, and he seems to be an able administrator as well. We may have use of him.;;;;;;;;;;;;;x

EVTDESC_islamate10;An Islamic musician, in search of a new host, has showed up at your court. Combining the famous rhythms of the eastern Caribbean with traditional Islamic nasheeds, his music is unlike anything you have ever heard before. We may have use of him.;;;;;;;;;;;;;x

EVTDESC_hajjtosf;Whilst the site of Mecca has long since been lost to this land, there are plenty of other sites to visit. San Francisco is particularly revered among the imamites- and so you will set off for there. ;;;;;;;;;;;;;x
EVTOPT_hajjtocity;All are equal in front of God!;;;;;;;;;;;;;x

EVTDESC_hajjtony;Whilst the site of Mecca has long since been lost to this land, there are plenty of other sites to visit. While few caravans visit the great temple of Dearborn nowadays, many set off for the House of Tradition in Manhattan.;;;;;;;;;;;;;x
EVTOPT_hajjtocity2;All are equal in front of God!;;;;;;;;;;;;;x

EVTDESC_hajjtotp;Any man of Orientalist faith must perform a vast pilgrimage and see the great city of Tampa once in their life to receive the blessing of the Divine. To not do such would risk one's soul falling into the hands of Yakub.;;;;;;;;;;;;;x
EVTOPT_hajjtocity3;May the Crescent shield us from the Dark Genie's temptation!;;;;;;;;;;;;;x

EVTTITLE_HAJJSF;An Imamite Pilgrimage;;;;;;;;;;;;;x
EVTDESC_hajj4;The city of San Francisco is the location of a great holy site to the Imamite faith. After the execution of the preacher al-Karim by a Bayfolk lord, the Lawgiver was urged by his generals to seize the momentum and invade the city. The battle was a swift triumph for the Lawgiver, as he seized the city with minimal resistance from its commonfolk. After several petitions from courtiers, the Emperor agreed to create a shrine for the martyred preacher. Revered by both Cetic and Imamite faithful, the holy site is devoted to the Lawgiver's grace and the perseverance of Gurus and Imams alike.\n Soon, I will be among them.;;;;;;;;;;;;;x
EVTOPT_hajj4;To San Francisco we depart!;;;;;;;;;;;;;x

EVTTITLE_HAJJNY;A Traditionalist Pilgrimage;;;;;;;;;;;;;x
EVTDESC_hajj5;A bustling metropolitan center revered by many faiths, the city of New York is a popular location for pilgrims of all creeds. The ancient House of Tradition fled Rust Cultist persecution in Detroit to the shelter of the Gothamite burghers, placing the city chief among traditionalist holy sites. It is there that the Mufti and all the great Scholars of Tradition reside, where they preside over constant dialogue on the nature of Islam. Scholars from all corners of the Americas visit this hall to discuss, and soon, you will be among them and the greatest minds of your faith.;;;;;;;;;;;;;x
EVTOPT_hajj5;May Manhattan well receive us!;;;;;;;;;;;;;x

EVTTITLE_HAJJTP;An Orientalist Pilgrimage;;;;;;;;;;;;;x
EVTDESC_hajj6;The holy city of Tampa is where it is said that the first Grand Sultan descended down from heaven on a flying carpet. Ever since that fated day lost to time, the Grand Sultans of the faith have resided inside the city's grandest temple. Any ruler of Orientalist creed would do well to visit his palace and heed his prophetic words, for he alone is the highest interpreter of the heavens. Before long, you too will be at his doorstep, hearing his words and awaiting his judgement.;;;;;;;;;;;;;x
EVTOPT_hajj6;Praise be to Allah!;;;;;;;;;;;;;x

EVTOPT_realhajj;This is not worthy of me. To Mecca!;;;;;;;;;;;;;x

EVTDESC_hajjhadith;As you stop for camp one evening, you notice that an old man in poor clothing has made camp at the same place. The man offers to tell you a hadith he has if you can spare him some bread.;;;;;;;;;;;;;x
EVTOPT_hajjhadithyes;Listen to the old man;;;;;;;;;;;;;x
EVTOPT_hajjhadithno;It is just an old man...;;;;;;;;;;;;;x
TOOLTIP_LISTEN_TO_HADITHHAJJ;You listen carefully to the old man's hadith.\n;;;;;;;;;;;;;x

EVTDESC_hajjarabiannights;As you stop for camp one evening, you notice that an old man in poor clothing has made camp at the same place. The man offers to tell you a tale he has if you can spare him some bread.;;;;;;;;;;;;;x
EVTOPT_hajjnightsyes;Listen to the old man;;;;;;;;;;;;;x
EVTOPT_hajjnightsno;It is just an old man...;;;;;;;;;;;;;x
EVTDESC_hajj18;The wise man starts telling you, that the wise sheik Antoine Galland once said, narrating through the Prophet Ali Baba, may the Crescent Allah bless him and grant him peace, say, "For a man's country or his stomach he might bid his life, even for his horse. Never, never for a woman.";;;;;;;;;;;;;x
EVTOPT_HAJJ18A;I shall strive to curb my urges!;;;;;;;;;;;;;x
