#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#EVTDESC_MNM_6990;It's a magnificently [Root.GetWeatherAdjective] day when I decide to leave the comforts of our [province_target.GetHolding] and head out into the surprisingly [Root.GetTemperature] wind to visit my old childhood friend. She's supposed to be back from the [Root.GetHouseOfWorship] now.;C'est un beau jour [Root.GetWeatherAdjective] lorsque je décide de quitter le confort [province_target.GetHoldingDuDela] et d'affronter le vent étonnamment [Root.GetTemperature] pour rendre visite à mon amie d'enfance. Elle est supposée être revenue à présent [Root.GetHouseOfWorship].;Es ist ein wunderschöner [Root.GetWeatherAdjective] Tag, als ich mich entschließe, mein gemütliches Heim zu verlassen, und in den überraschend [Root.GetTemperature] Wind trete, um eine alte Jugendbekanntschaft zu treffen. Sie sollte bereits aus dem Gotteshaus zurück sein.;;En este día [Root.GetWeatherAdjective] he decidido abandonar las comodidades de mi hogar y desafiar al [Root.GetTemperature] viento para visitar a una amiga de la infancia. She's supposed to be back from the [Root.GetHouseOfWorship] now.;;;;;;;;;x
#EVTOPTA_MNM_6990;Our [Root.Capital.GetCapitalHolding] is the best.;Notre [Root.Capital.GetHolding] est magnifique.;Unser(e) [Root.Capital.GetCapitalHolding] ist das Beste.;;Nuestro/a [Root.Capital.GetCapitalHolding] es incomparable.;;;;;;;;;x
#EVTOPTA_MNM_6990_TT;Indeed.;En effet.;In der Tat.;;Por supuesto.;;;;;;;;;x
#EVTDESC_MNM_6991;The [Root.GetWeather] has been extreme around the [Root.GetHolding] of our beloved [Root.Capital.Capital.GetName].;Le temps a été extrêmement [Root.GetWeather] aux alentours [Root.GetHoldingDuDela] de [Root.Capital.Capital.GetName].;Das Wetter ist seit einiger Zeit extrem an diesem Punkt ([Root.GetHolding]) unseres geliebten Reichs.;;El clima está siendo extremo en los aledaños del/de la [Root.GetHolding] de [Root.Capital.Capital.GetName].;;;;;;;;;x
#EVTOPTA_MNM_6991;Yeah!;Oui !;Jawohl!;;¡Sí!;;;;;;;;;x
#EVTOPTA_MNM_6991_TT;Indeed.;En effet.;In der Tat.;;Por supuesto.;;;;;;;;;x
GetWeatherAdjective_Sunny;sunny;ensoleillé;sonniger;;de sol;;;;;;;;;x
GetHouseOfWorship_Pagan;temple;au temple;Tempel;;templo;;;;;;;;;x
GetHouseOfWorship_Zoroastrian;temple;au temple;Tempel;;templo;;;;;;;;;x
GetHouseOfWorship_Jewish;synagogue;à la synagogue;Synagoge;;sinagoga;;;;;;;;;x
GetHouseOfWorship_Hindu;temple;au temple;Tempel;;templo;;;;;;;;;x
GetHouseOfWorship_Buddhist;temple;au temple;Tempel;;templo;;;;;;;;;x
GetHouseOfWorship_Jain;temple;au temple;Tempel;;templo;;;;;;;;;x
EVTDESC_MNM_6250_A;I have pondered my mission to train an apprentice in the shadowy arts of assassination and I'm considering my own [assassin_protege_1.GetFirstName]. [assassin_protege_1.GetSheHeCap] has been illustrating a steely determination in some matters, and I think [assassin_protege_1.GetSheHe]'s more clever than [assassin_protege_1.GetSheHe] lets on... It could be a dangerous path, but under my wing, perhaps [assassin_protege_1.GetSheHe] could excel?;En réfléchissant à ma mission de former un apprenti aux arts ténébreux de l'assassinat, j'ai pensé à m[assassin_protege_1.GetOnA] propre [assassin_protege_1.GetFirstName]. [assassin_protege_1.GetIlElleCap] a montré une détermination inébranlable dans certains domaines, et je pense qu'[assassin_protege_1.GetIlElle] est plus intelligent[assassin_protege_1.GetNoneE] qu'[assassin_protege_1.GetIlElle] ne le laisse croire... Ce pourrait être une voie dangereuse, mais sous mon aile, peut-être pourra-t-[assassin_protege_1.GetIlElle] exceller ?;Ich habe mir über meine Mission Gedanken gemacht, einen Schüler in den dunklen Künsten der Assassinen auszubilden, und ich denke an meine[assassin_protege_1.GetnMale] [assassin_protege_1.GetFirstName]. [assassin_protege_1.GetSheHeCap] hat in einigen Dingen eiserne Entschlossenheit gezeigt und ich glaube, [assassin_protege_1.GetSheHe] ist schlauer, als [assassin_protege_1.GetSheHe] vorgibt zu sein ... Es kann ein gefährlicher Weg werden, aber unter meinen Fittichen wird [assassin_protege_1.GetSheHe] vielleicht zu etwas Besonderem.;;He reflexionado sobre mi misión de entrenar a un aprendiz en el sombrío arte del asesinato y estoy considerando a [assassin_protege_1.GetFirstName]. Desde hace tiempo ha demostrado tener una voluntad de hierro y creo que es más inteligente de lo que parece... La senda será sin duda peligrosa, pero creo que bajo mi supervisión podría florecer.;;;;;;;;;x
EVTDESC_MNM_6250_B;A youngster has been caught red-handed trying to pickpocket me today. My guards are furious with the child, but noting the quiet defiance in [assassin_protege.GetHerHis] eyes, I am reminded of myself. Remembering the mission assigned to me by the Assassins, I wonder if the child is as sly as [assassin_protege.GetSheHe] seems – perhaps this incident could benefit us all?;Aujourd'hui, un[assassin_protege.GetNoneE] jeune [assassin_protege.GetBoyGirl] a été surpris[assassin_protege.GetNoneE] en train de me voler. Mes gardes sont furieux contre l'enfant, mais, remarquant son air de défi tranquille, je reste calme. Me rappelant la mission que m'ont assignée les Assassins, je me demande si l'enfant est aussi rusé[assassin_protege.GetNoneE] que ce que l'on pourrait penser – peut-être que cet incident pourra nous être bénéfique à tous ?;Ein Kind wurde heute dabei ertappt, wie es versuchte, mich zu bestehlen. Meine Wachen zeigen sich wütend über das Kind, aber ich sehe den stillen Trotz in dessen Augen. Es erinnert mich an mich selbst. Die mir von den Assassinen aufgetragene Mission kommt mir in den Sinn und ich frage mich, ob das Kind so clever ist, wie es scheint. Dieser Zwischenfall könnte uns allen zum Vorteil gereichen.;;Han pillado a un/a joven tratando de robarme esta mañana. Mis guardias se han puesto hechos una furia, pero su mirada desfiante y serena me ha recordado a mí. Me estoy acordando de la misión que me asignaron los Asesinos... Me pregunto si [assassin_protege.GetSheHe] es tan inteligente como parece. Quizá todos podamos salir beneficiados de este incidente.;;;;;;;;;x
EVTOPTA_MNM_6250;I'll speak with [assassin_protege_1.GetTitledFirstName] about [assassin_protege_1.GetHerHis] potential.;Je vais parler de son potentiel [assassin_protege_1.Get_au_Title][assassin_protege_1.GetTitledFirstName];Ich werde mit [assassin_protege_1.GetTitledFirstName] über [assassin_protege_1.GetHerHis] Potential sprechen.;;Voy a hablar con [assassin_protege_1.GetTitledFirstName] sobre su potencial.;;;;;;;;;x
EVTOPTA_MNM_6250_TT;You begin training §Y[assassin_protege_1.GetTitledFirstName]§!.\n;Vous commencez à former [assassin_protege_1.Get_le_Title]§Y[assassin_protege_1.GetTitledFirstName]§!.\n;Ihr beginnt mit der Ausbildung von §Y[assassin_protege_1.GetTitledFirstName]§!.\n;;Empiezas a entrenar a §Y[assassin_protege_1.GetTitledFirstName]§!.\n;;;;;;;;;x
EVTOPTB_MNM_6250;Maybe [assassin_protege_2.GetTitledFirstName] would be better suited for this...;Peut-être que [assassin_protege_2.Get_le_Title][assassin_protege_2.GetTitledFirstName] serait meilleur[assassin_protege_2.GetNoneE] pour ce rôle...;Vielleicht würde [assassin_protege_2.GetTitledFirstName] hierfür besser taugen ...;;Tal vez a [assassin_protege_2.GetTitledFirstName] se le daría mejor esto...;;;;;;;;;x
EVTOPTB_MNM_6250_TT;You begin training §Y[assassin_protege_2.GetTitledFirstName]§!.\n;Vous commencez à former [assassin_protege_2.Get_le_Title]§Y[assassin_protege_2.GetTitledFirstName]§!.\n;Ihr beginnt die Ausbildung von §Y[assassin_protege_2.GetTitledFirstName]§!.\n;;Empiezas a entrenar a §Y[assassin_protege_2.GetTitledFirstName]§!.\n;;;;;;;;;x
EVTOPTC_MNM_6250;Actually, [assassin_protege_3.GetTitledFirstName] is the best choice.;En fait, [assassin_protege_3.Get_le_Title][assassin_protege_3.GetTitledFirstName] est le meilleur choix.;Um ehrlich zu sein, [assassin_protege_3.GetTitledFirstName] ist die bessere Wahl.;;La verdad es que [assassin_protege_3.GetTitledFirstName] es la mejor elección.;;;;;;;;;x
EVTOPTC_MNM_6250_TT;You begin training §Y[assassin_protege_3.GetTitledFirstName]§!.\n;Vous commencez à former [assassin_protege_3.Get_le_Title]§Y[assassin_protege_3.GetTitledFirstName]§!.\n;Ihr beginnt die Ausbildung von §Y[assassin_protege_3.GetTitledFirstName]§!.\n;;Empiezas a entrenar a §Y[assassin_protege_3.GetTitledFirstName]§!.\n;;;;;;;;;x
EVTOPTD_MNM_6250;Let [assassin_protege.GetHerHim] go! I have a special interest in this lost soul.;Laissez-[assassin_protege.GetLeLa] partir ! Je suis particulièrement intéressé[Root.GetNoneE] par cette âme perdue.;Lasst [assassin_protege.GetHerHim] gehen! Ich hege ein besonderes Interesse an dieser verlorenen Seele.;;¡Aparta! Tengo un interés especial en esta alma descarriada.;;;;;;;;;x
EVTOPTD_MNM_6250_TT;You begin training §Y[assassin_protege.GetTitledFirstName]§!.\n;Vous commencez à former [assassin_protege.Get_le_Title]§Y[assassin_protege.GetTitledFirstName]§!.\n;Ihr beginnt die Ausbildung von §Y[assassin_protege.GetTitledFirstName]§!.\n;;Empiezas a entrenar a §Y[assassin_protege.GetTitledFirstName]§!.\n;;;;;;;;;x
EVTOPTE_MNM_6250;Take the urchin away – one does not simply steal from the [Root.GetTitle]!;Emmenez l'enfant – on n'a pas à voler [Root.Get_le_Title][Root.GetTitle] !;Schafft mir das Straßenkind aus den Augen. Niemand bestiehlt mich!;;¡Detened a ese pillastre! ¡Nadie le roba al/a la [Root.GetTitle]!;;;;;;;;;x
EVTOPTE_MNM_6250_TT;You ignore the opportunity to train an apprentice for §Ythe Assassins§!. The child is imprisoned for [assassin_protege.GetHerHis] crimes.\n;Vous ignorez l'occasion de former un apprenti pour les Assassins. L'enfant est emprisonné[assassin_protege.GetNoneE] pour ses crimes.\n;Ihr ignoriert die Möglichkeit, einen Assassinenschüler heranzuziehen. Das Kind wird für seine Verbrechen eingesperrt.\n;;Dejas pasar la oportunidad de entrenar a un aprendiz de los Asesinos. Encarcelan a la criatura por sus delitos.\n;;;;;;;;;x
EVTOPTF_MNM_6250;I can't be bothered with this right now.;Je n'ai pas le temps.;Ich kann mich jetzt nicht darum kümmern.;;Ahora no puedo perder el tiempo con este asunto.;;;;;;;;;x
EVTOPTF_MNM_6250_TT;You ignore the opportunity to train an apprentice for the Assassins.\n;Vous ignorez l'occasion de former un apprenti pour les Assassins.\n;Ihr ignoriert die Möglichkeit, einen Assassinenschüler heranzuziehen.\n;;Dejas pasar la oportunidad de entrenar a un aprendiz de los Asesinos.\n;;;;;;;;;x
opinion_parental_praise;Received Parental Praise;A reçu des louanges parentales;Erhielt elterliches Lob;;Recibió elogios de los padres.;;;;;;;;;x
opinion_was_shown_mercy;Was Shown Mercy;A fait preuve de miséricorde;Wurde begnadigt;;Recibió un trato misericordioso.;;;;;;;;;x
EVTDESC_MNM_6252;Bolstered by my tutelage [assassin_protege.GetTitledFirstName] is growing into a confident young [assassin_protege.GetBoyGirl]. [assassin_protege.GetSheHeCap] reads everything I throw at [assassin_protege.GetHerHim] and [assassin_protege.GetSheHe] seems eager to learn more about our beliefs... The next step for [assassin_protege.GetHerHim] should be chosen carefully.;Soutenu[assassin_protege.GetNoneE] par ma tutelle, [assassin_protege.Get_le_Title][assassin_protege.GetTitledFirstName] prend confiance en [assassin_protege.GetLuiElle]. [assassin_protege.GetIlElleCap] lit tout ce que je lui apporte et semble avide d'en apprendre davantage sur notre foi... La prochaine étape pour [assassin_protege.GetLuiElle] devrait être choisie soigneusement.;Unter meiner Führung wächst [assassin_protege.GetTitledFirstName] zu [assassin_protege.Geteinemeiner] selbstbewussten jungen [assassin_protege.GetBoyGirl] heran. [assassin_protege.GetSheHeCap] liest alles, was ich [assassin_protege.Getihmihr] gebe und [assassin_protege.GetSheHe] will mehr über unseren Glauben erfahren ... Der nächste Schritt für [assassin_protege.GetHerHim] sollte wohl überlegt sein.;;Bajo mi tutela, [assassin_protege.GetTitledFirstName] está ganando confianza. Lee todo lo que le doy y muestra mucho interés por conocer mejor nuestras creencias... Deberíamos elegir cuidadosamente cuál será su siguiente paso.;;;;;;;;;x
EVTOPTA_MNM_6252;[assassin_protege.GetSheHeCap] should focus on cultural adaption, for infiltration missions.;[assassin_protege.GetIlElleCap] devrait apprendre l'adaptation culturelle, pour les missions d'infiltration.;[assassin_protege.GetSheHeCap] sollte sich für Infiltrationsmissionen auf kulturelle Anpassung konzentrieren.;;Debería concentrarse en la adaptación cultural para las misiones de infiltración.;;;;;;;;;x
EVTOPTA_MNM_6252_TT;You will encourage the scheming skills of §Y[assassin_protege.GetTitledFirstName]§!.\n;Vous encouragerez les aptitudes à l'intrigue [assassin_protege.Get_du_Title]§Y[assassin_protege.GetTitledFirstName]§!.\n;Ihr werdet die Intrigenkünste von §Y[assassin_protege.GetTitledFirstName]§! fördern.\n;;Fomentas la habilidades conspiradoras de §Y[assassin_protege.GetTitledFirstName]§!.\n;;;;;;;;;x
EVTOPTB_MNM_6252;[assassin_protege.GetSheHeCap] could probably use more practice with the dagger.;[assassin_protege.GetIlElleCap] pourrait apprendre à mieux se servir d'une dague.;[assassin_protege.GetSheHeCap] könnte vermutlich etwas mehr Übung mit dem Dolch vertragen.;;Le vendría bien un poco de práctica con la daga.;;;;;;;;;x
EVTOPTB_MNM_6252_TT;You will encourage the martial skills of §Y[assassin_protege.GetTitledFirstName]§!.\n;Vous encouragerez les aptitudes martiales [assassin_protege.Get_du_Title]§Y[assassin_protege.GetTitledFirstName]§!.\n;Ihr werdet die Kriegskünste von §Y[assassin_protege.GetTitledFirstName]§! fördern.\n;;Fomentas las habilidades marciales de §Y[assassin_protege.GetTitledFirstName]§!.\n;;;;;;;;;x
EVTOPTC_MNM_6252;[assassin_protege.GetSheHeCap] needs to know balance in all [assassin_protege.GetHerHis] areas of expertise.;[assassin_protege.GetIlElleCap] a besoin d'améliorer chaque domaine d'expertise.;[assassin_protege.GetSheHeCap] muss in allen Bereichen ausgewogen sein.;;Debe tener el mismo nivel de conocimientos en todos los ámbitos.;;;;;;;;;x
EVTOPTC_MNM_6252_TT;You will strive for a well-balanced training for §Y[assassin_protege.GetTitledFirstName]§!.\n;Vous chercherez une formation large pour [assassin_protege.Get_le_Title]§Y[assassin_protege.GetTitledFirstName]§!.\n;Ihr stellt für §Y[assassin_protege.GetTitledFirstName]§! ein ausgewogenes Training zusammen.\n;;Te esfuerzas por ofrecer un entrenamiento equilibrado a §Y[assassin_protege.GetTitledFirstName]§!.\n;;;;;;;;;x
EVTDESC_MNM_6253_A;The rigorous training I set up for [assassin_protege.GetTitledFirstName] continues to yield promising results – in addition to subtly befriending several foreign diplomats at court, [assassin_protege.GetTitledName] has been studying the books fervently, even in candlelit hours. I believe it is time for a test of some sort.;La formation rigoureuse que j'ai mise en place pour [assassin_protege.Get_le_Title][assassin_protege.GetTitledFirstName] donne des résultats prometteurs – en plus de subtilement se lier d'amitié avec plusieurs diplomates étrangers à la Cour, [assassin_protege.Get_le_Title][assassin_protege.GetTitledName] a étudié les livres avec ferveur, même aux heures éclairées à la bougie. Je crois que c'est le moment pour une épreuve pratique.;Das harte Training für [assassin_protege.GetTitledFirstName] macht sich weiterhin bezahlt. [assassin_protege.GetTitledName] hat nicht nur am Hof Freundschaften mit vielen Diplomaten aus dem Ausland geschlossen, sondern auch die Bücher studiert, und das selbst in den dunkelsten Stunden. Ich glaube, es wird Zeit für eine Art Test.;;El entrenamiento riguroso que le he preparado a [assassin_protege.GetTitledFirstName] está dando resultados prometedores. Estudia sin descanso hasta altas horas de la madrugada y ya ha entablado amistad con varios diplomáticos extranjeros de la corte. Creo que ha llegado el momento de poner sus habilidades a prueba.;;;;;;;;;x
EVTDESC_MNM_6253_B;The combat training I set up for [assassin_protege.GetTitledFirstName] continues to yield promising results – in addition to having spent rigorous amounts of time in the [Root.GetCapitalHolding] practice grounds, [assassin_protege.GetSheHe] clearly outmatches any opponents [assassin_protege.GetHerHis] own age. I believe a test is in order.;La formation au combat que j'ai mis en place pour [assassin_protege.Get_le_Title][assassin_protege.GetTitledFirstName] donne des résultats prometteurs – en plus de passer beaucoup de temps sur les terrains d'entraînement [Root.GetCapitalHoldingDuDela], [assassin_protege.GetIlElle] surpasse n'importe quel adversaire de son âge. Je crois que c'est le moment pour une épreuve pratique.;Das Kampftraining für [assassin_protege.GetTitledFirstName] macht sich weiterhin bezahlt. [assassin_protege.GetSheHeCap] verbringt nicht nur viele Stunden am Trainingsgelände, [assassin_protege.GetSheHe] ist auch allen gleichaltrigen Gegnern klar überlegen. Ich glaube, ein Test muss her.;;El entrenamiento de combate que le he preparado a [assassin_protege.GetTitledFirstName] está dando resultados prometedores. Pasa horas entrenando incansablemente en los campos de prácticas y ya supera con mucho a los adversarios de su edad. Creo que ha llegado el momento de poner sus habilidades a prueba.;;;;;;;;;x
EVTDESC_MNM_6253_C;The rigorous schedule I set up for [assassin_protege.GetTitledFirstName] continues to yield promising results – in addition to demonstrating a knack for foreign languages, [assassin_protege.GetSheHe] is proving increasingly proficient in [assassin_protege.GetHerHis] combat training. I believe it is time for a test of some sort.;Le programme rigoureux que j'ai mis en place pour [assassin_protege.Get_le_Title][assassin_protege.GetTitledFirstName] donne des résultats prometteurs – en plus de démontrer un don pour les langues étrangères, [assassin_protege.GetIlElle] se montre de plus en plus compétent[assassin_protege.GetNoneE] à l'entraînement au combat. Je crois que c'est le moment pour une épreuve pratique.;Der rigorose Plan, den ich für [assassin_protege.GetTitledFirstName] ausgearbeitet habe, macht sich weiterhin bezahlt. [assassin_protege.GetSheHeCap] zeigt nicht nur einen Sinn für Sprachen, auch [assassin_protege.GetHerHis] Kampfgeschick bessert sich zusehends. Ich glaube, es wird Zeit für eine Art Test.;;El riguroso programa que he preparado para [assassin_protege.GetTitledFirstName] está dando resultados prometedores. Tiene una gran soltura con los idiomas y sus habilidades de combate están mejorando enormemente. Creo que ha llegado el momento de poner sus habilidades a prueba.;;;;;;;;;x
EVTOPTA_MNM_6253;I'll have my associates arrange some sort of test.;Je vais demander aux membres d'organiser une épreuve pratique.;Ich werde meinen Vertrauten auftragen, eine Art Test zusammenzustellen.;;Voy a hacer que mis colaboradores preparen una prueba.;;;;;;;;;x
EVTOPTA_MNM_6253_TT;This outcome will be influenced by the various skills of §Y[assassin_protege.GetTitledFirstName]§!.\n;L'issue sera influencée par les différentes compétences [assassin_protege.Get_du_Title]§Y[assassin_protege.GetTitledFirstName]§!.\n;Das Ergebnis hängt von den verschiedenen Fertigkeiten von §Y[assassin_protege.GetTitledFirstName]§! ab.\n;;El resultado dependerá de las habilidades de §Y[assassin_protege.GetTitledFirstName]§!.\n;;;;;;;;;x
EVTDESC_MNM_6254_A;It was a [Root.GetWeatherAdjective] midnight when the hired thugs descended upon [assassin_protege.GetTitledFirstName]. The reports state that [assassin_protege.GetSheHe] somehow managed to talk [assassin_protege.GetHerHis] way out of it, convincing the attackers that they had the wrong target. [assassin_protege.GetSheHeCap] then sent them on a wild goose-chase around the [Root.GetCapitalHolding], which I am told lasted hours.;Tard un soir [Root.GetWeatherAdjective], les brutes engagées se sont ruées sur [assassin_protege.Get_le_Title][assassin_protege.GetTitledFirstName]. Les rapports relatent qu'[assassin_protege.GetIlElle] a d'une façon ou d'une autre réussi à s'en sortir, en les convainquant que ce n'était pas la bonne cible. [assassin_protege.GetIlElleCap] les a alors envoyés sur une fausse piste aux alentours [Root.GetCapitalHoldingDuDela], ce qui, je dirais, leur a pris plusieurs heures.;Es war ein [Root.GetWeatherAdjective] Abend, als die bezahlten Schläger über [assassin_protege.GetTitledFirstName] herfielen. Den Berichten zufolge hat [assassin_protege.GetSheHe] es irgendwie geschafft, sich herauszureden und die Angreifer davon zu überzeugen, dass sie das falsche Ziel hatten. Dann schickte [assassin_protege.GetSheHe] sie auf eine wilde Jagd in der Gegend, die, wie man mir versicherte, Stunden dauerte.;;Una noche [Root.GetWeatherAdjective] los matones a sueldo se abalanzaron sobre [assassin_protege.GetTitledFirstName]. Cuentan que fue capaz de convencer a sus atacantes de que se habían equivocado de persona y logró salir con vida. Los matones estuvieron buscando inútilmente durante horas hasta que se dieron por vencidos.;;;;;;;;;x
EVTDESC_MNM_6254_B;[assassin_protege.GetTitledFirstName] expertly handled the surprise attack I planned out, striking the thugs down with frightening precision. When I explained that the men [assassin_protege.GetSheHe] had beaten, one even killed, had been working on my orders, [assassin_protege.GetFirstName] cocked an eyebrow at me before leaning back in [assassin_protege.GetHerHis] chair, smiling.;[assassin_protege.Get_Le_Title][assassin_protege.GetTitledFirstName] a brillamment géré l'attaque surprise que j'avais planifiée, frappant les brutes avec une précision effrayante. Quand j'ai expliqué que les hommes qu'[assassin_protege.GetIlElle] avait battus, dont un avait été tué, avaient été envoyés sur mes ordres, [assassin_protege.GetFirstName] haussa un sourcil avant de se pencher en arrière dans son fauteuil, le sourire aux lèvres.;[assassin_protege.GetTitledFirstName] hat den von mir geplanten Überraschungsangriff ausgezeichnet gehandhabt und die Schläger mit erschreckender Präzision niedergestreckt. Als ich offenbarte, dass die Männer, die [assassin_protege.GetSheHe] bezwungen, und einen sogar getötet, hatte, meinen Befehlen folgten, zog [assassin_protege.GetFirstName] eine Augenbraue hoch, lehnte sich in den Sessel zurück und lächelte.;;[assassin_protege.GetTitledFirstName] resolvió de forma brillante el ataque sorpresa y derrotó a los matones con una gran precisión. Cuando le expliqué que los hombres a los que había derribado —incluso acabó con la vida de uno de ellos— estaban siguiendo mis órdenes, arqueó una ceja y simplemente se reclinó en la silla con una sonrisa en los labios.;;;;;;;;;x
EVTDESC_MNM_6254_C;The hired thugs I sent to ambush [assassin_protege.GetTitledFirstName] came back bruised and confused tonight. When I confront my apprentice [assassin_protege.GetSheHe] calmly explains that [assassin_protege.GetSheHe] made them see the error of their ways. "One will likely die from the injury", I say. [assassin_protege.GetFirstName] nods slowly, before returning to [assassin_protege.GetHerHis] book.;Les brutes engagées que j'ai envoyées tendre une embuscade [assassin_protege.Get_au_Title][assassin_protege.GetTitledFirstName] sont rentrées cette nuit, contusionnées et embarrassées. Lorsque j'ai questionné mon apprenti[assassin_protege.GetNoneE], [assassin_protege.GetIlElle] m'a calmement expliqué qu'[assassin_protege.GetIlElle] leur avait fait regretter leurs actes. « L'un d'eux mourra probablement de ses blessures », lui dis-je. [assassin_protege.GetFirstName] hoche lentement la tête, avant de retourner à son livre.;Die angeheuerten Schläger, die ich auf [assassin_protege.GetTitledFirstName] angesetzt habe, kamen heute Abend geschunden und verwirrt zurück. Als ich meine[assassin_protege.GetnMale] Schüler[assassin_protege.GetinFemale] zur Rede stelle, erklärt [assassin_protege.GetSheHe] ruhig, dass [assassin_protege.GetSheHe] sie zur Vernunft gebracht hat. "Einer von ihnen wird sehr wahrscheinlich seinen Verletzungen erliegen", sage ich. [assassin_protege.GetFirstName] nickt langsam, bevor [assassin_protege.GetSheHe] sich wieder einem Buch zuwendet.;;Los matones a los que contraté para que tendieran una emboscada a [assassin_protege.GetTitledFirstName] regresaron apaleados y confusos. Cuando interrogué a [assassin_protege.GetTitledFirstName] al respecto, me explicó que simplemente les dio una lección. Le dije que uno de ellos estaba al borde de la muerte. Asintió con serenidad y volvió a concentrarse en el libro que tenía entre manos.;;;;;;;;;x
EVTOPTA_MNM_6254;You handled this well, [assassin_protege.GetFirstName].;Vous avez bien géré la situation, [assassin_protege.GetFirstName].;Du hast dich sehr gut geschlagen, [assassin_protege.GetFirstName].;;Te las has apañado bien, [assassin_protege.GetFirstName].;;;;;;;;;x
