#Custom local
String_Allah;Allah;Allah;Allah;;Allah;;;;;;;;;x
monastic_order_sunni;Al-Hafiziyyah;;;;;;;;;;;;;x
monastic_order_sunni_desc; The Hafizi school, also known as "The Memorizers", are famed for their practice of memorization of the Qur'an and intense study of tradition. Turning inwards to uncover truth, their followers grow through love, desert their egos, find the truth of the world, and arrive at Perfection as shown by al-Insan al-Kamil. The Hafizi's take disengagement from the world to an extreme, in hopes that intense worship shall lift the chaos of the Event and guide them to justice.;;;;;;;;;;;;;x
monastic_order_sunni_leader_desc;The Pir of Al-Hafiziyyah.;;;;;;;;;;;;;x
monastic_order_sunni_rank_1_female;Ashiq;;;;;;;;;;;;;x
monastic_order_sunni_rank_2_female;Fakir;;;;;;;;;;;;;x
monastic_order_sunni_rank_3_female;Murshid;;;;;;;;;;;;;x
monastic_order_sunni_rank_4_female;Pir;;;;;;;;;;;;;x
monastic_order_sunni_rank_1_male;Ashiq;;;;;;;;;;;;;x
monastic_order_sunni_rank_2_male;Fakir;;;;;;;;;;;;;x
monastic_order_sunni_rank_3_male;Murshid;;;;;;;;;;;;;x
monastic_order_sunni_rank_4_male;Pir;;;;;;;;;;;;;x
leader_Pir;Pir;;;;;;;;;;;;;x
monastic_order_shiite;Az-Zahidiyya;;;;;;;;;;;;;x
monastic_order_shiite_desc; The Zahidiyya originally were a collection of various shaykh's under Zakariyya's patronage. Over time, they grew into a society promoting a new brand of tasawwuf, as tempered by Imamite thought. After the collapse of Abbas authority, the Zahidiyya actively seek to convert and war against falsehoods to spread their faith to their misguided Californian neighbors and Muslim siblings alike. Some say that their goal is to form an empire of their own.;;;;;;;;;;;;;x
monastic_order_shiite_leader_desc;The Marja' of Az-Zahidiyya.;;;;;;;;;;;;;x
monastic_order_shiite_rank_1_female;Ashiq;;;;;;;;;;;;;x
monastic_order_shiite_rank_2_female;Murid;;;;;;;;;;;;;x
monastic_order_shiite_rank_3_female;Muttaqi;;;;;;;;;;;;;x
monastic_order_shiite_rank_4_female;Marja';;;;;;;;;;;;;x
monastic_order_shiite_rank_1_male;Ashiq;;;;;;;;;;;;;x
monastic_order_shiite_rank_2_male;Murid;;;;;;;;;;;;;x
monastic_order_shiite_rank_3_male;Muttaqi;;;;;;;;;;;;;x
monastic_order_shiite_rank_4_male;Marja';;;;;;;;;;;;;x
leader_Az_Zahidiyya;Marja';;;;;;;;;;;;;x
monastic_order_ibadi;Society of the Open Sesame;;;;;;;;;;;;;x
monastic_order_ibadi_desc; Followers of the Open Sesame Tariqah are devoted to opening the secrets to the world, as the great prophet Ali Baba had so done against the thieves and wrongdoers of his time. They view inner truth as paramount in this quest to identify hidden truth from God - and how best to counter Satan and the works of his disciple, Yakub.;;;;;;;;;;;;;x
monastic_order_ibadi_leader_desc;The Sultan of the Open Sesame.;;;;;;;;;;;;;x
monastic_order_ibadi_rank_1_female;Learner;;;;;;;;;;;;;x
monastic_order_ibadi_rank_2_female;Shahrokh;;;;;;;;;;;;;x
monastic_order_ibadi_rank_3_female;Whirling Dervish;;;;;;;;;;;;;x
monastic_order_ibadi_rank_4_female;Sultana;;;;;;;;;;;;;x
monastic_order_ibadi_rank_1_male;Learner;;;;;;;;;;;;;x
monastic_order_ibadi_rank_2_male;Shahrokh;;;;;;;;;;;;;x
monastic_order_ibadi_rank_3_male;Whirling Dervish;;;;;;;;;;;;;x
monastic_order_ibadi_rank_4_male;Sultan;;;;;;;;;;;;;x
leader_Sultan;Sultan;;;;;;;;;;;;;x

#Khanqah
#modifiers
rampant_sinner_sufi;Rampant Sinner;Inexorablement dans le péché;Zügelloser Sünder;;Pecador empedernido;;;;;;;;;x
rampant_sinner_sufi_desc;This character simply cannot help but act shamefully. Even as they secluded themselves to Dhikr, they fell to sin.;Ce personnage ne peut s'empêcher d'agir honteusement. Alors qu'il s'était reclus pour Dhikr, il est retombé dans le péché.;Diese Person kann nicht anders, als schändlich zu handeln. Selbst als sie sich zum Dhikr zurückzog, verfiel sie sündigem Verhalten.;;Este personaje no puede evitar comportarse de forma vergonzosa. Durante su reclusión para Dhikr cayó en el pecado.;;;;;;;;;x
focused_on_sufi_studies;Focused on the Sufi Teachings;A choisi de se concentrer sur ses études Soufisme;Konzentration auf Sufismus Aufgaben;;Centrado en estudios Sufismo;;;;;;;;;x
focused_on_sufi_studies_desc;This character has focused hard on his religious studies, while spending time visiting [From.GetHerHis] Sufi order.;Ce personnage se focalise sur ses études religieuses lorsqu'il rend visite à son ordre soufisme.;Diese Person hat sich besonders intensiv auf das Sufismus konzentriert, während sie den Orden besuchte.;;Este personaje se ha centrado en sus estudios Sufismo durante su estancia en su orden Sufismo.;;;;;;;;;x
recently_invited_sufi;Recently Invited a Hafiz;A récemment invité un Hafiz;Hat kürzlich einen Hafiz eingeladen;;Invitó a un Hafiz hace poco;;;;;;;;;x
#opinion stuff
sunni_opinion;Sunni Opinion;Opinion de la part des sunnites;Meinung der Sunnitischs;;Opinión Sunni;;;;;;;;;x
shiite_opinion;Shia Opinion;Opinion de la part des chi'ites;Meinung der Shiits;;Opinión Chiítas;;;;;;;;;x
#Nickname
nick_the_wali;the Wali;;;;;;;;;;;;;x
#mission
quest_monastic_order_theology_focus_sufi;Pick the Theology Focus;Choisir comme intérêt la théologie;Theologiefokus wählen;;Elegir enfoque de la teología;;;;;;;;;x
quest_monastic_order_theology_focus_sufi_desc;Even though a member of [Root.Society.GetName] always keeps their spiritual development in mind, no matter where they go and what they do, there is a time in all of our lives where these matters become even more crucial. It is time for you to focus on theology.;Même si un membre [Root.Get_du_Society][Root.Society.GetName] garde toujours à l'esprit son développement spirituel, peu importe où il va et ce qu'il fait, il y a un moment dans nos vies où ces choses deviennent encore plus cruciales. Il est temps pour vous de vous intéresser à la théologie.;Auch wenn ein Mitglied des "[Root.Society.GetName]"-Zirkels die spirituelle Entwicklung nie außer Acht lässt, kommt, egal wohin man geht oder was man tut, irgendwann eine Zeit in unserem Leben, in der diese Dinge noch bedeutsamer werden. Es ist für Euch an der Zeit, Euch auf die Theologie zu konzentrieren.;;Los miembros de [Root.Society.GetName] siempre tienen en cuenta su desarrollo espiritual. Independientemente de las circunstancias, siempre llega un momento en la vida en que estos asuntos adquieren una importancia crucial. Ha llegado el momento de concentrarte en la teología.;;;;;;;;;x
quest_monastic_order_theology_focus_sufi_tooltip;To complete this mission, pick the §Y'Theology'§! focus in the Character screen.;Pour réussir cette mission, choisissez l'intérêt §Y'Théologie'§!.;Um diese Mission abzuschließen, wählt den "§YTheologie§!"-Fokus im Charaktermenü.;;Para completar esta misión, selecciona el enfoque §YTeología§! en la pantalla de personaje.;;;;;;;;;x
quest_sufi_monastic_order_pilgrimage;Go on Ziyara;Faire l Ziyara;Auf Ziyara gehen;;Ir de Ziyara;;;;;;;;;x
quest_sufi_monastic_order_pilgrimage_desc;Going on Ziyara is a demonstration of the solidarity of the Muslim people, and their submission to Allah. Every Muslim must do it at least once in their life. ;Le Ziyara est une démonstration de la solidarité du peuple musulman et de sa soumission à Allah. Chaque musulman doit le faire au moins une fois dans sa vie. ;Die Ziyara ist eine Demonstration der Solidarität der Muslime und ihrer Unterwerfung unter Allah. Jeder Muslim muss es mindestens einmal in seinem Leben tun. ;;La Ziyara es una demostración de la solidaridad de los musulmanes y su sumisión a Allah. Todo musulmán debe hacerlo al menos una vez en su vida. ;;;;;;;;;x
quest_sufi_monastic_order_pilgrimage_tooltip;To complete this mission, activate the decision §Y'Go on Ziyara'§! in the Intrigue menu and successfully it.;Pour achever cette mission, prenez la décision §Y'Partir en pèlerinage à La Mecque'§! et completé le.;Um diese Mission abzuschließen, aktiviert die Entscheidung §Y"Geht auf Ziyara nach Mekka"§!.;;Para completar esta misión, activa la decisión §YIr al Ziyara a La Meca§! en el menú Intriga..;;;;;;;;;x
monastic_orders_sufi_temple_construction;Build a [Root.GetHouseOfWorship];Construire [Root.GetHouseOfWorshipUnUne];[Root.GetHouseOfWorship] errichten;;Construir un/una [Root.GetHouseOfWorship];;;;;;;;;x
monastic_orders_sufi_temple_construction_desc;To every member of the [Root.Society.GetName], the [Root.GetHouseOfWorship] is like a second home. We come here to study, worship and say our prayers. Building a new [Root.GetHouseOfWorship] will offer a safe harbor for the local believers and act as an outpost of the Faith, an outstretched hand to those on the wrong path.;Pour chaque membre [Root.Get_du_Society][Root.Society.GetName], [Root.GetHouseOfWorshipUnUne] est comme une deuxième demeure. On s'y rend pour étudier, faire ses dévotions et prières. Construire [Root.GetHouseOfWorshipUnUne] offrira un refuge aux croyants locaux et agira comme un avant-poste de la foi, une main tendue à ceux qui sont sur le mauvais chemin.;Für jedes Mitglied des "[Root.Society.GetName]"-Zirkels ist [Root.GetHouseOfWorshipeineine] wie ein zweites Zuhause. Hierher kommen wir, um unsere Gebete zu sprechen. [Root.GetHouseOfWorshipEinEine] bietet den Gläubigen im Umfeld Schutz und fungiert als Außenposten für den Glauben – eine ausgestreckte Hand für jene, die den falschen Weg beschreiten.;;Para los miembros de [Root.Society.GetName], el/la [Root.GetHouseOfWorship] es su segundo hogar. Nos reunimos allí para estudiar, rendir culto y para recitar el Dhikr. Un nuevo templo ofrecería refugio para los fieles locales y actuaría como centro espiritual. Sería como extender la mano a todas las ovejas descarriadas.;;;;;;;;;x
monastic_orders_sufi_temple_construction_tooltip;To complete this mission, build a temple holding in a county in your realm.;Pour réussir cette mission, construisez un temple dans un comté de votre pays.;Um diese Mission abzuschließen, errichtet einen Tempel in einer Grafschaft Eures Reichs.;;Para completar esta misión, construye un templo en un condado de tu reino.;;;;;;;;;x
#events
EVTDESC_SUFI_4452;[From.GetsufiMoGreeting], [Root.GetTitledFirstName]\n\nWe are delighted by your decision to join our ranks as a lay member, [Root.GetTitle]. Together we shall strive for the betterment of ourselves and our fellow [Root.GetReligiousPerson]s by following [From.GetsufiMoCode].\n\n[From.GetsufiMoFarewell],\nSigned, [From.GetSocietyRank] [From.GetFirstName];[From.GetsufiMoGreeting], [Root.GetTitledFirstName] \n\nNous sommes ravis de votre décision de rejoindre nos rangs en tant que membre lai[Root.GetNoneE]. Ensemble, nous nous efforcerons de nous dépasser, nous et nos camarades [Root.GetReligiousPerson]s, en respectant [From.GetsufiMoCode].\n\n[From.GetsufiMoFarewell],\nSigné, [From.GetSocietyRank] [From.GetFirstName];[From.GetsufiMoGreeting], [Root.GetTitledFirstName],\nwir sind von Eurer Entscheidung, Euch als Laienmitglied unseren Reihen anzuschließen, entzückt. Lasst uns gemeinsam durch [From.GetsufiMoCodedieden] nach unserer eigenen Verbesserung und der Verbesserung [Root.GetReligiousPerson] Menschen streben.\n\n[From.GetsufiMoFarewell]\nGezeichnet, [From.GetSocietyRank] [From.GetFirstName];;[From.GetsufiMoGreeting], [Root.GetTitledFirstName]\n\nNos complace tu decisión de unirte a nosotros, [Root.GetTitle]. Juntos lucharemos por superarnos a nosotros mismos y a nuestros compañeros [From.GetTrueReligionGroupPersons], guiados por la [From.GetsufiMoCode].\n\n[From.GetsufiMoFarewell].\nFirmado: [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;x
EVTOPTA_SUFI_44511;It is a great honor, [Root.GetsufiSocietyLeaderName].;C'est un grand honneur, [Root.GetsufiSocietyLeaderName].;Es ist mir eine große Ehre, [Root.GetsufiSocietyLeaderName].;;Es un gran honor, [Root.GetsufiSocietyLeaderName].;;;;;;;;;x
EVTDESC_SUFI_10001;Honored [Root.GetSocietyRank] [Root.GetFirstName],\nI hereby grant you permission to advance to the next rank within [Root.Society.GetName].\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];Honorable [Root.GetSocietyRank] [Root.GetFirstName],\n\nPar la présente, je vous autorise à gravir un échelon au sein [Root.Get_du_Society][Root.Society.GetName].\n\nSigné,\n[From.GetSocietyRank] [From.GetFirstName];Verehrte[Root.GetrMale] [Root.GetSocietyRank] [Root.GetFirstName],\nich gewähre Euch hiermit die Erlaubnis, zum nächsten Rang im "[Root.Society.GetName]"-Zirkel aufzusteigen.\n\nGezeichnet, [From.GetSocietyRank] [From.GetFirstName];;Honorable [Root.GetSocietyRank] [Root.GetFirstName]:\nPor la presente te doy permiso para ascender al siguiente rango de [Root.Society.GetName].\n\nFirmado:\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;x
EVTOPTA_10001;It is my privilege.;C'est un honneur.;Es ist mir ein Privileg.;;Será un honor.;;;;;;;;;x
EVTOPTB_10001;Sufism is truly my calling.;Le soufisme est vraiment mon appel.;Sufismus ist wirklich meine Berufung.;;El sufismo es verdaderamente mi llamado.;;;;;;;;;x
EVTDESC_SUFI_10023_MO;To [Root.GetTitledFirstName],\n\nIt has come to our attention that you no longer adhere to the true faith. While we hope you will realize your grave error and return to [From.Religion.GetHighGodName], we cannot be lenient. You are banned from [From.Society.GetName].\n\nSigned, [From.GetSocietyRank] [From.GetFirstName];[Root.GetTitledFirstName],\n\nIl est venu à notre attention que vous n'adhérez plus à la vraie foi. Bien que nous espérons que vous réaliserez votre grave erreur et que vous vous tournerez vers [From.Get_le_HighGod][From.Religion.GetHighGodName] à nouveau, nous ne pouvons pas être cléments. Vous êtes banni[Root.GetNoneE] [From.Get_du_Society][From.Society.GetName].\n\nSigné, [From.GetSocietyRank] [From.GetFirstName];[Root.GetTitledFirstName],\n\nwir erhielten Kenntnis davon, dass Ihr nun nicht mehr dem wahren Glauben anhängt. Obwohl wir hoffen, dass Ihr zurück auf den rechten Weg findet, können wir Euer Verhalten keinesfalls dulden. Ihr seid hiermit aus dem "[From.Society.GetName]"-Zirkel verbannt.\n\nGezeichnet, [From.GetSocietyRank] [From.GetFirstName];;[Root.GetTitledFirstName]:\n\nHa llegado a nuestro conocimiento que ya no sigues la fe verdadera. Esperamos que te des cuenta de tu grave error y regreses con [From.Religion.GetHighGodName], pero no podemos ser indulgentes. Quedas expulsado/a de [From.Society.GetName].\n\nFirmado: [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;x
EVTOPTA_SUFI_10023;Seems like I made some enemies today.;On dirait que je me suis fait des ennemis.;Offenbar habe ich mir heute neue Feinde gemacht.;;Parece que hoy me he ganado unos cuantos enemigos.;;;;;;;;;x
EVTDESC_SUFI_4402;[Root.GetsufiMoGreeting], [Root.GetSocietyRank] [Root.GetFirstName]\n\nThe hectic life of a ruler rarely allows for sufficient time for contemplation. I ask of you to seclude yourself and recite the Dhikr to remember the will of Allah. This is an important part to gain spiritual enlightenment, [Root.GetSocietyRank].\n\n[Root.GetsufiMoFarewell],\nSigned, [From.GetSocietyRank] [From.GetFirstName];[Root.GetsufiMoGreeting], [Root.GetSocietyRank] [Root.GetFirstName] \n\nLa vie trépidante de quelqu'un qui règne donne rarement suffisamment de temps pour la contemplation. Je vous demande de vous isoler et de réciter le Dhikr pour vous souvenir de la volonté d'Allah. Ceci est une partie importante pour acquérir l'illumination spirituelle, [Root.GetSocietyRank]. \n[Root.GetsufiMoFarewell],\nSigné, [From.GetSocietyRank] [From.GetFirstName];[Root.GetsufiMoGreeting], [Root.GetSocietyRank] [Root.GetFirstName],\n\ndas hektische Leben eines Herrschers lässt nicht viel Zeit für Meditation. Ich bitte Euch, Euch zurückzuziehen und über das Universum und Euren Platz darin nachzudenken. Erkenntnis ist der erste Schritt zur Freiheit.\n\n[Root.GetsufiMoFarewell]\nGezeichnet, [From.GetSocietyRank] [From.GetFirstName];;[Root.GetsufiMoGreeting], [Root.GetSocietyRank] [Root.GetFirstName]:\n\nLa vida de un gobernante es frenética y no suele dejar tiempo para la contemplación. Te pido que te recluyas y reflexiones acerca del universo y de tu lugar dentro de él. La conciencia es el primer paso hacia la libertad, [Root.GetSocietyRank].\n\n[Root.GetsufiMoFarewell],\nFirmado: [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;x
