#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_addison_AL;Addison;;;;;;;;;;;;;x
b_addison_ME;Addison;;;;;;;;;;;;;x
b_addy_WA;Addy;;;;;;;;;;;;;x
b_adel_OR;Adel;;;;;;;;;;;;;x
b_adelair_GUY;Adelair;;;;;;;;;;;;;x
b_adicora_VNZ_adj;Adicoraian;;;;;;;;;;;;;x
b_adicora_VNZ;Adicora;;;;;;;;;;;;;x
b_adolfo_ruiz_cortines_SI;Adolfo Ruiz Cortines;;;;;;;;;;;;;x
b_adrian_GA;Adrian;;;;;;;;;;;;;x
b_adrian_MI;Adrian;;;;;;;;;;;;;x
b_adventure_UT;Adventure;;;;;;;;;;;;;x
b_aetna_AB;Aetna;;;;;;;;;;;;;x
b_africa_LLA_adj;Áfricaian;;;;;;;;;;;;;x
b_africa_LLA;África;;;;;;;;;;;;;x
b_afton_MO;Afton;;;;;;;;;;;;;x
b_agalta_HN;Agalta;;;;;;;;;;;;;x
b_agassiz_BC;Agassiz;;;;;;;;;;;;;x
b_agency_IA;Agency;;;;;;;;;;;;;x
b_agramonte_CUB;Agramonte;;;;;;;;;;;;;x
b_agua_amarga_BAJ;Agua Amarga;;;;;;;;;;;;;x
b_agua_blanca_LLA;Agua Blanca;;;;;;;;;;;;;x
b_agua_caliente_CH;Agua Caliente;;;;;;;;;;;;;x
b_agua_caliente_VNZ_adj;Agua Calienteian;;;;;;;;;;;;;x
b_agua_caliente_VNZ;Agua Caliente;;;;;;;;;;;;;x
b_agua_de_castilla_TM;Agua de Castilla;;;;;;;;;;;;;x
b_agua_fria_NM;Agua Fria;;;;;;;;;;;;;x
b_aguacate_CP;Aguacate;;;;;;;;;;;;;x
b_aguachica_COL_adj;Aguachicaian;;;;;;;;;;;;;x
b_aguachica_COL;Aguachica;;;;;;;;;;;;;x
b_agualeguas_NLE;Agualeguas;;;;;;;;;;;;;x
b_aguanish_QC;Aguanish;;;;;;;;;;;;;x
b_aguascalientes_AG;Aguascalientes;;;;;;;;;;;;;x
b_aguazul_COL_adj;Aguazulian;;;;;;;;;;;;;x
b_aguazul_COL;Aguazul;;;;;;;;;;;;;x
b_aguilar_CO;Aguilar;;;;;;;;;;;;;x
b_aguilares_AG;Aguilares;;;;;;;;;;;;;x
b_aguilera_VE;Aguilera;;;;;;;;;;;;;x
b_aguililla_MC;Aguililla;;;;;;;;;;;;;x
b_ahome_SI;Ahome;;;;;;;;;;;;;x
b_ahoskie_NC;Ahoskie;;;;;;;;;;;;;x
b_ahtahkakoop_SK;Ahtahkakoop;;;;;;;;;;;;;x
b_ahuas_HN;Ahuas;;;;;;;;;;;;;x
b_ahuehuetitla_PU;Ahuehuetitla;;;;;;;;;;;;;x
b_ahuntsic_cartierville_QC;Ahuntsic-Cartierville;;;;;;;;;;;;;x
b_ahwahnee_adj;Ahwahneean;;ahwahner;;;;;;;;;;;x
b_ahwahnee_CA;Ahwahnee;Ahwahnee;Ahwahnee;;Ahwahnee;;;;;;;;;x
b_ainsworth_NE;Ainsworth;;;;;;;;;;;;;x
b_aipe_COL_adj;Aipeian;;;;;;;;;;;;;x
b_aipe_COL;Aipe;;;;;;;;;;;;;x
b_aishalton_GUY;Aishalton;;;;;;;;;;;;;x
b_ajalpan_PU;Ajalpan;;;;;;;;;;;;;x
b_ajax_ON;Ajax;;;;;;;;;;;;;x
b_akar_GUY_adj;Akarian;;;;;;;;;;;;;x
b_akar_GUY;Akar;;;;;;;;;;;;;x
b_akron_AL;Akron;;;;;;;;;;;;;x
b_akron_IA;Akron;;;;;;;;;;;;;x
b_akron_OH;Akron;;;;;;;;;;;;;x
b_akte_PT;Akte;;;;;;;;;;;;;x
b_akumal_QR;Akumal;;;;;;;;;;;;;x
b_alachua_FL;Alachua;;;;;;;;;;;;;x
b_alajuela_CSR_adj;Alajuelaian;;;;;;;;;;;;;x
b_alajuela_CSR;Alajuela;;;;;;;;;;;;;x
b_alamar_CUB;Alamar;;;;;;;;;;;;;x
b_alamikamba_NI;Alamikamba;;;;;;;;;;;;;x
b_alamo_NM;Alamo;;;;;;;;;;;;;x
b_alamo_VE;Álamo;;;;;;;;;;;;;x
b_alamogordo_NM;Alamogordo;;;;;;;;;;;;;x
b_alamos_SO;Alamos;;;;;;;;;;;;;x
b_alamosa_CO;Alamosa;;;;;;;;;;;;;x
b_alanje_PAN_adj;Alanjeian;;;;;;;;;;;;;x
b_alanje_PAN;Alanje;;;;;;;;;;;;;x
b_albania_COL_adj;Albaniaian;;;;;;;;;;;;;x
b_albania_COL;Albania;;;;;;;;;;;;;x
b_albany_GA;Albany;;;;;;;;;;;;;x
b_albany_IN;Albany;;;;;;;;;;;;;x
b_albany_KY;Albany;;;;;;;;;;;;;x
b_albany_MN;Albany;;;;;;;;;;;;;x
b_albany_NY;Albany;;;;;;;;;;;;;x
b_albany_OR;Albany;;;;;;;;;;;;;x
b_albemarle_NC;Albemarle;;;;;;;;;;;;;x
b_albert_lea_MN;Albert Lea;;;;;;;;;;;;;x
b_alberton_PEI;Alberton;;;;;;;;;;;;;x
b_albia_IA;Albia;;;;;;;;;;;;;x
b_albina_SUR_adj;Albinaian;;;;;;;;;;;;;x
b_albina_SUR;Albina;;;;;;;;;;;;;x
b_albion_ID;Albion;;;;;;;;;;;;;x
b_albion_MI;Albion;;;;;;;;;;;;;x
b_albion_PA;Albion;;;;;;;;;;;;;x
b_albuquerque_NM;Albuquerque;;;;;;;;;;;;;x
b_alcatraz_CA;Alcatraz;;;;;;;;;;;;;x
b_alcorn_MS;Alcorn;;;;;;;;;;;;;x
b_aldama_TM;Aldama;;;;;;;;;;;;;x
b_alder_creek_NY;Alder Creek;;;;;;;;;;;;;x
b_alder_WY;Alder;;;;;;;;;;;;;x
b_alderson_WV;Alderson;;;;;;;;;;;;;x
b_aledo_IL;Aledo;;;;;;;;;;;;;x
b_alexander_ND;Alexander;;;;;;;;;;;;;x
b_alexandria_AL;Alexandria;;;;;;;;;;;;;x
b_alexandria_KY;Alexandria;;;;;;;;;;;;;x
b_alexandria_LA;Alexandria;;;;;;;;;;;;;x
b_alexandria_MN;Alexandria;;;;;;;;;;;;;x
b_alexandria_ON;Alexandria;;;;;;;;;;;;;x
b_alexandria_VA;Alexandria;;;;;;;;;;;;;x
b_alexis_creek_BC;Alexis Creek;;;;;;;;;;;;;x
b_alexo_AB;Alexo;;;;;;;;;;;;;x
b_alfonsdorp_SUR_adj;Alfonsdorpian;;;;;;;;;;;;;x
b_alfonsdorp_SUR;Alfonsdorp;;;;;;;;;;;;;x
b_alfred_NY;Alfred;;;;;;;;;;;;;x
b_alfred_ON;Alfred;;;;;;;;;;;;;x
b_algard_BC;Algard;;;;;;;;;;;;;x
b_algerita_TX;Algerita;;;;;;;;;;;;;x
b_algoma_mills_ON;Algoma Mills;;;;;;;;;;;;;x
b_algoma_WI;Algoma;;;;;;;;;;;;;x
b_algona_IA;Algona;;;;;;;;;;;;;x
b_algonac_MI;Algonac;;;;;;;;;;;;;x
b_alice_TX;Alice;;;;;;;;;;;;;x
b_aline_OK;Aline;;;;;;;;;;;;;x
b_alix_AB;Alix;;;;;;;;;;;;;x
b_alkmaar_SUR_adj;Alkmaarian;;;;;;;;;;;;;x
b_alkmaar_SUR;Alkmaar;;;;;;;;;;;;;x
b_allagash_ME;Allagash;;;;;;;;;;;;;x
b_allamuchy_NJ;Allamuchy;;;;;;;;;;;;;x
b_allanwater_bridge_ON;Allanwater Bridge;;;;;;;;;;;;;x
b_allendale_SC;Allendale;;;;;;;;;;;;;x
b_allende_COA;Allende;;;;;;;;;;;;;x
b_allende_NL;Allende;;;;;;;;;;;;;x
b_allende_ZA;Allende;;;;;;;;;;;;;x
b_allenhurst_GA;Allenhurst;;;;;;;;;;;;;x
b_allentown_PA;Allentown;;;;;;;;;;;;;x
b_allons_TN;Allons;;;;;;;;;;;;;x
b_allouez_MI;Allouez;;;;;;;;;;;;;x
b_allouez_WI;Allouez;;;;;;;;;;;;;x
b_alloway_NJ;Alloway;;;;;;;;;;;;;x
b_alma_CO;Alma;;;;;;;;;;;;;x
b_alma_KS;Alma;;;;;;;;;;;;;x
b_alma_MI;Alma;;;;;;;;;;;;;x
b_alma_NB;Alma;;;;;;;;;;;;;x
b_alma_QC;Alma;;;;;;;;;;;;;x
b_almacen_BOL_adj;Almacénian;;;;;;;;;;;;;x
b_almacen_BOL;Almacén;;;;;;;;;;;;;x
b_almadane_LA;Almadane;;;;;;;;;;;;;x
b_almena_WI;Almena;;;;;;;;;;;;;x
b_almirante_PAN_adj;Almiranteian;;;;;;;;;;;;;x
b_almirante_PAN;Almirante;;;;;;;;;;;;;x
b_almont_CO;Almont;;;;;;;;;;;;;x
b_almont_MI;Almont;;;;;;;;;;;;;x
b_alonsa_MB;Alonsa;;;;;;;;;;;;;x
b_alpena_AR;Alpena;;;;;;;;;;;;;x
b_alpena_MI;Alpena;;;;;;;;;;;;;x
b_alpha_MI;Alpha;;;;;;;;;;;;;x
b_alpine_TN;Alpine;;;;;;;;;;;;;x
b_alpine_TX;Alpine;;;;;;;;;;;;;x
b_alpoyeca_GR;Alpoyeca;;;;;;;;;;;;;x
b_alquizar_CUB;Alquizar;;;;;;;;;;;;;x
b_alsea_OR;Alsea;;;;;;;;;;;;;x
b_alta_cima_TM;Alta Cima;;;;;;;;;;;;;x
b_altagracia_de_orituco_LLA;Altagracia de Orituco;;;;;;;;;;;;;x
b_altamira_TM;Altamira;;;;;;;;;;;;;x
b_altamira_ZA;Altamira;;;;;;;;;;;;;x
b_altamont_IL;Altamont;;;;;;;;;;;;;x
b_altamont_OR;Altamont;;;;;;;;;;;;;x
b_altar_SO;Altar;;;;;;;;;;;;;x
b_altavista_VA;Altavista;;;;;;;;;;;;;x
b_altenburg_MO;Altenburg;;;;;;;;;;;;;x
b_altepexi_PU;Altepexi;;;;;;;;;;;;;x
b_altheimer_AR;Altheimer;;;;;;;;;;;;;x
b_alto_alegre_RR;Alto Alegre;;;;;;;;;;;;;x
b_alto_NM;Alto;;;;;;;;;;;;;x
b_alton_IL;Alton;;;;;;;;;;;;;x
b_alton_MO;Alton;;;;;;;;;;;;;x
b_altoona_IA;Altoona;;;;;;;;;;;;;x
b_altoona_PA;Altoona;;;;;;;;;;;;;x
b_altoona_WI;Altoona;;;;;;;;;;;;;x
b_altos_ZA;Altos;;;;;;;;;;;;;x
b_altotonga_VE;Altotonga;;;;;;;;;;;;;x
b_altun_ha_BL;Altun Ha;;;;;;;;;;;;;x
b_alturas_NV_adj;Alturasian;;alturaser;;;;;;;;;;;x
b_alturas_NV;Alturas;Alturas;Alturas;;Alturas;;;;;;;;;x
b_altus_OK;Altus;;;;;;;;;;;;;x
b_alva_OK;Alva;;;;;;;;;;;;;x
b_alvarado_COL;Alvarado;;;;;;;;;;;;;x
b_alvarado_VE;Alvarado;;;;;;;;;;;;;x
b_alvaro_obregon_MC;Álvaro Obregón;;;;;;;;;;;;;x
b_alvaton_KY;Alvaton;;;;;;;;;;;;;x
b_alzada_MT;Alzada;;;;;;;;;;;;;x
b_amarillo_TX;Amarillo;;;;;;;;;;;;;x
b_amasa_MI;Amasa;;;;;;;;;;;;;x
b_amatepec_MC;Amatepec;;;;;;;;;;;;;x
b_amatitlan_GT;Amatitlán;;;;;;;;;;;;;x
b_amaxac_MX;Amaxac;;;;;;;;;;;;;x
b_amberley_OH;Amberley;;;;;;;;;;;;;x
b_ameca_JA;Ameca;;;;;;;;;;;;;x
b_ameca_ZA;Ameca;;;;;;;;;;;;;x
b_ameliasburgh_ON;Ameliasburgh;;;;;;;;;;;;;x
b_amenia_NY;Amenia;;;;;;;;;;;;;x
b_america_TAM;América;;;;;;;;;;;;;x
b_american_falls_ID;American Falls;;;;;;;;;;;;;x
b_american_fork_UT;American Fork;;;;;;;;;;;;;x
b_americanist_adj;Presidential;;;;;;;;;;;;;x
b_americanist;The White House;;;;;;;;;;;;;x
b_americanos_COA;Americanos;;;;;;;;;;;;;x
b_amherst_CO;Amherst;;;;;;;;;;;;;x
b_amherst_MA;Amherst;;;;;;;;;;;;;x
b_amherst_NE;Amherst;;;;;;;;;;;;;x
b_amherst_NS;Amherst;;;;;;;;;;;;;x
b_amherst_NY;Amherst;;;;;;;;;;;;;x
b_amherstburg_ON;Amherstburg;;;;;;;;;;;;;x
b_amira_WA;Amira;;;;;;;;;;;;;x
b_amity_AR;Amity;;;;;;;;;;;;;x
b_ammon_ID;Ammon;;;;;;;;;;;;;x
b_ammon_NB;Ammon;;;;;;;;;;;;;x
b_amory_MS;Amory;;;;;;;;;;;;;x
b_amprior_ON;Amprior;;;;;;;;;;;;;x
b_amqui_QC;Amqui;;;;;;;;;;;;;x
b_amsterdam_NY;Amsterdam;;;;;;;;;;;;;x
b_amsterdan_NY;Amsterdam;;;;;;;;;;;;;x
b_amygdalold_MI;Amygdalold;;;;;;;;;;;;;x
b_anaco_VNZ;Anaco;;;;;;;;;;;;;x
b_anaconda_MT;Anaconda;;;;;;;;;;;;;x
b_anacortes_WA;Anacortes;;;;;;;;;;;;;x
b_anacostia_DC;Anacostia;;;;;;;;;;;;;x
b_anaheim_adj;Anaheimian;;anaheimer;;;;;;;;;;;x
b_anaheim_CA;Anaheim;Anaheim;Anaheim;;Anaheim;;;;;;;;;x
b_anahim_BC;Anahim;;;;;;;;;;;;;x
b_anahuac_CH;Anáhuac;;;;;;;;;;;;;x
b_anahuac_NLE;Anáhuac;;;;;;;;;;;;;x
b_ancaster_ON;Ancaster;;;;;;;;;;;;;x
b_ancon_de_iturre_ZUL_adj;Ancón de Iturreian;;;;;;;;;;;;;x
b_ancon_de_iturre_ZUL;Ancón de Iturre;;;;;;;;;;;;;x
b_ancram_NY;Ancram;;;;;;;;;;;;;x
b_andalucia_COL;Andalucía;;;;;;;;;;;;;x
b_andalusia_AL;Andalusia;;;;;;;;;;;;;x
b_andalusia_IL;Andalusia;;;;;;;;;;;;;x
b_anderson_adj;Andersonian;;andersoner;;;;;;;;;;;x
b_anderson_CA;Anderson;Anderson;Anderson;;Anderson;;;;;;;;;x
b_anderson_SC;Anderson;;;;;;;;;;;;;x
b_andover_KS;Andover;;;;;;;;;;;;;x
b_andover_ME;Andover;;;;;;;;;;;;;x
b_andover_MN;Andover;;;;;;;;;;;;;x
b_andover_NJ;Andover;;;;;;;;;;;;;x
b_andres_NIC_adj;Andresian;;;;;;;;;;;;;x
b_andres_NIC;Andres;;;;;;;;;;;;;x
b_andrews_IN;Andrews;;;;;;;;;;;;;x
b_andrews_OR;Andrews;;;;;;;;;;;;;x
b_andrews_SC;Andrews;;;;;;;;;;;;;x
b_andrews_TX;Andrews;;;;;;;;;;;;;x
b_andros_town_BH;Andros Town;;;;;;;;;;;;;x
b_aneth_UT;Aneth;;;;;;;;;;;;;x
b_angeles_CSR_adj;Angelesian;;;;;;;;;;;;;x
b_angeles_CSR;Angeles;;;;;;;;;;;;;x
b_angelo_WI;Angelo;;;;;;;;;;;;;x
b_angler_ON;Angler;;;;;;;;;;;;;x
b_angleton_TX;Angleton;;;;;;;;;;;;;x
b_angola_IN;Angola;;;;;;;;;;;;;x
b_angola_LA;Angola;;;;;;;;;;;;;x
b_angostura_SI;Angostura;;;;;;;;;;;;;x
b_angus_ON;Angus;;;;;;;;;;;;;x
b_animas_NM;Animas;;;;;;;;;;;;;x
b_aningal_RR;Aningal;;;;;;;;;;;;;x
b_anjou_QC;Anjou;;;;;;;;;;;;;x
b_ankeny_IA;Ankeny;;;;;;;;;;;;;x
b_ann_arbor_MI;Ann Arbor;;;;;;;;;;;;;x
b_anna_IL;Anna;;;;;;;;;;;;;x
b_anna_regina_GUY_adj;Anna Reginaian;;;;;;;;;;;;;x
b_anna_regina_GUY;Anna Regina;;;;;;;;;;;;;x
b_annai_GUY;Annai;;;;;;;;;;;;;x
b_annandale_NJ;Annandale;;;;;;;;;;;;;x
b_annapolis_MD;Annapolis;;;;;;;;;;;;;x
b_annapolis_royal_NS;Annapolis Royal;;;;;;;;;;;;;x
b_anniston_AL;Anniston;;;;;;;;;;;;;x
b_anoka_MN;Anoka;;;;;;;;;;;;;x
b_anse_a_galets_HA;Anse-à-Galets;;;;;;;;;;;;;x
b_anson_ME;Anson;;;;;;;;;;;;;x
b_anson_TX;Anson;;;;;;;;;;;;;x
b_ansonia_CT;Ansonia;;;;;;;;;;;;;x
b_ansonville_NC;Ansonville;;;;;;;;;;;;;x
b_antelope_flat_UT;Antelope Flat;;;;;;;;;;;;;x
b_antelope_SD;Antelope;;;;;;;;;;;;;x
b_antelope_valley_WY;Antelope Valley;;;;;;;;;;;;;x
b_antelope_wells_NM;Antelope Wells;;;;;;;;;;;;;x
b_anthony_FL;Anthony;;;;;;;;;;;;;x
b_anthony_KS;Anthony;;;;;;;;;;;;;x
b_anthony_TX;Anthony;;;;;;;;;;;;;x
b_antigonish_NS;Antigonish;;;;;;;;;;;;;x
b_antigua_guatemala_GT;Antigua Guatemala;;;;;;;;;;;;;x
b_antilla_CUB;Antilla;;;;;;;;;;;;;x
b_antimano_VNZ;Antimano;;;;;;;;;;;;;x
b_antimony_UT;Antimony;;;;;;;;;;;;;x
b_antioch_adj;Antiochian;;antiocher;;;;;;;;;;;x
b_antioch_CA;Antioch;Antioch;Antioch;;Antioch;;;;;;;;;x
b_antioch_IL;Antioch;;;;;;;;;;;;;x
b_antioch_NE;Antioch;;;;;;;;;;;;;x
b_antler_ND;Antler;;;;;;;;;;;;;x
b_antlers_OK;Antlers;;;;;;;;;;;;;x
b_antone_OR;Antone;;;;;;;;;;;;;x
b_antreville_SC;Antreville;;;;;;;;;;;;;x
b_antriol_WWI_adj;Antriolian;;;;;;;;;;;;;x
b_antriol_WWI;Antriol;;;;;;;;;;;;;x
b_antunez_MC;Antúnez;;;;;;;;;;;;;x
b_apalachicola_FL;Apalachicola;;;;;;;;;;;;;x
b_apalka_HN;Apalka;;;;;;;;;;;;;x
b_apango_GR;Apango;;;;;;;;;;;;;x
b_apartado_ANT_adj;Apartadóian;;;;;;;;;;;;;x
b_apartado_ANT;Apartadó;;;;;;;;;;;;;x
b_apaseo_el_grande_GT;Apaseo El Grande;;;;;;;;;;;;;x
b_apatou_FRG_adj;Apatouian;;;;;;;;;;;;;x
b_apatou_FRG;Apatou;;;;;;;;;;;;;x
b_apatzingan_MC;Apatzingán;;;;;;;;;;;;;x
b_apetina_SUR_adj;Apetinaian;;;;;;;;;;;;;x
b_apetina_SUR;Apetina;;;;;;;;;;;;;x
b_apizaco_MX;Apizaco;;;;;;;;;;;;;x
b_apodaca_NL;Apodaca;;;;;;;;;;;;;x
b_apohaqui_NB;Apohaqui;;;;;;;;;;;;;x
b_apoipo_BOL;Apoipo;;;;;;;;;;;;;x
b_apopa_SV;Apopa;;;;;;;;;;;;;x
b_apozol_ZA;Apozol;;;;;;;;;;;;;x
b_appalachia_VA;Appalachia;;;;;;;;;;;;;x
b_apple_valley_adj;Apple Valleian;;Apple Valleer;;;;;;;;;;;x
b_apple_valley;Apple Valley;Apple Valley;Apple Valley;;Apple Valley;;;;;;;;;x
b_appleby_TX;Appleby;;;;;;;;;;;;;x
b_appleton_WI;Appleton;;;;;;;;;;;;;x
b_appomattox_VA;Appomattox;;;;;;;;;;;;;x
b_aptos_adj;Aptosian;;aptoser;;;;;;;;;;;x
b_aptos_CA;Aptos;Aptos;Aptos;;Aptos;;;;;;;;;x
b_aquin_HA;Aquin;;;;;;;;;;;;;x
b_araca_RR;Araçá;;;;;;;;;;;;;x
b_aracay_LLA_adj;Aracayian;;;;;;;;;;;;;x
b_aracay_LLA;Aracay;;;;;;;;;;;;;x
b_aragon_NM;Aragon;;;;;;;;;;;;;x
b_aragonite_UT;Aragonite;;;;;;;;;;;;;x
b_aragua_de_barcelona_VNZ;Aragua de Barcelona;;;;;;;;;;;;;x
b_arakaka_GUY_adj;Arakakaian;;;;;;;;;;;;;x
b_arakaka_GUY;Arakaka;;;;;;;;;;;;;x
b_aramberri_NL;Aramberri;;;;;;;;;;;;;x
b_aransas_pass_TX;Aransas Pass;;;;;;;;;;;;;x
b_aranzazu_ANT_adj;Aranzazuian;;;;;;;;;;;;;x
b_aranzazu_ANT;Aranzazu;;;;;;;;;;;;;x
b_arapahoe_NE;Arapahoe;;;;;;;;;;;;;x
b_arapahoe_WY;Arapahoe;;;;;;;;;;;;;x
b_arauca_LLA_adj;Araucaian;;;;;;;;;;;;;x
b_arauca_LLA;Arauca;;;;;;;;;;;;;x
b_araure_LLA_adj;Araureian;;;;;;;;;;;;;x
b_araure_LLA;Araure;;;;;;;;;;;;;x
b_araya_VNZ_adj;Arayaian;;;;;;;;;;;;;x
b_araya_VNZ;Araya;;;;;;;;;;;;;x
b_arborg_MB;Arborg;;;;;;;;;;;;;x
b_arbuckle_adj;Arbucklean;;arbuckler;;;;;;;;;;;x
b_arbuckle_CA;Arbuckle;Arbuckle;Arbuckle;;Arbuckle;;;;;;;;;x
b_arcadia_FL;Arcadia;;;;;;;;;;;;;x
b_arcata_adj;Arcatan;;arcater;;;;;;;;;;;x
b_arcata_CA;Arcata;Arcata;Arcata;;Arcata;;;;;;;;;x
b_arcelia_MC;Arcelia;;;;;;;;;;;;;x
b_archdale_NC;Archdale;;;;;;;;;;;;;x
b_arcola_IL;Arcola;;;;;;;;;;;;;x
b_ardmore_OK;Ardmore;;;;;;;;;;;;;x
b_ardmore_PA;Ardmore;;;;;;;;;;;;;x
b_arecibo_PR;Arecibo;;;;;;;;;;;;;x
b_arenal_del_sur_COL_adj;Arenal del Surian;;;;;;;;;;;;;x
b_arenal_del_sur_COL;Arenal del Sur;;;;;;;;;;;;;x
b_arenoso_DR;Arenoso;;;;;;;;;;;;;x
b_argenta_IL;Argenta;;;;;;;;;;;;;x
b_argyle_IA;Argyle;;;;;;;;;;;;;x
b_arima_ANT_adj;Arimaian;;;;;;;;;;;;;x
b_arima_ANT;Arima;;;;;;;;;;;;;x
b_arismendi_LLA_adj;Arismendiian;;;;;;;;;;;;;x
b_arismendi_LLA;Arismendi;;;;;;;;;;;;;x
b_arivaca_AZ;Arivaca;;;;;;;;;;;;;x
b_arkadelphia_AR;Arkadelphia;;;;;;;;;;;;;x
b_arley_AL;Arley;;;;;;;;;;;;;x
b_arlington_FL;Arlington;;;;;;;;;;;;;x
b_arlington_MN;Arlington;;;;;;;;;;;;;x
b_arlington_TX;Arlington;;;;;;;;;;;;;x
b_arlington_VA;Arlington;;;;;;;;;;;;;x
b_arlington_WA;Arlington;;;;;;;;;;;;;x
b_armenia_ANT_adj;Armeniaian;;;;;;;;;;;;;x
b_armenia_ANT;Armenia;;;;;;;;;;;;;x
b_armenia_COL_adj;Armeniaian;;;;;;;;;;;;;x
b_armenia_COL;Armenia;;;;;;;;;;;;;x
b_armenia_SV;Armenia;;;;;;;;;;;;;x
b_armstrong_BC;Armstrong;;;;;;;;;;;;;x
b_armstrong_station_ON;Armstrong Station;;;;;;;;;;;;;x
b_arnegard_ND;Arnegard;;;;;;;;;;;;;x
b_arnos_vale_WW;Arnos Vale;;;;;;;;;;;;;x
b_aroa_VNZ_adj;Aroaian;;;;;;;;;;;;;x
b_aroa_VNZ;Aroa;;;;;;;;;;;;;x
b_arraijan_PAN_adj;Arraijanian;;;;;;;;;;;;;x
b_arraijan_PAN;Arraijan;;;;;;;;;;;;;x
b_arreti_PAN_adj;Arretíian;;;;;;;;;;;;;x
b_arreti_PAN;Arretí;;;;;;;;;;;;;x
b_arriaga_CP;Arriaga;;;;;;;;;;;;;x
b_arrowwood_AB;Arrowwood;;;;;;;;;;;;;x
b_arroyo_grande_COL_adj;Arroyo Grandeian;;;;;;;;;;;;;x
b_arroyo_grande_COL;Arroyo Grande;;;;;;;;;;;;;x
b_arroyo_seco_QE;Arroyo Seco;;;;;;;;;;;;;x
b_artas_SD;Artas;;;;;;;;;;;;;x
b_arteaga_COA;Arteaga;;;;;;;;;;;;;x
b_artemisa_CUB;Artemisa;;;;;;;;;;;;;x
b_artesia_NM;Artesia;;;;;;;;;;;;;x
b_arthur_NE;Arthur;;;;;;;;;;;;;x
b_arundel_MS;Arundel;;;;;;;;;;;;;x
b_arusi_COL_adj;Arusiian;;;;;;;;;;;;;x
b_arusi_COL;Arusi;;;;;;;;;;;;;x
b_arvada_CO;Arvada;;;;;;;;;;;;;x
b_arvin_adj;Arvinian;;arviner;;;;;;;;;;;x
