#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
faction_mood_happy_desc;This character's faction is happy with their liege.;Le suzerain rend ce personnage de la faction heureux.;Die Splittergruppe dieses Charakters ist mit ihrem Lehnsherrn sehr zufrieden.;;;;;;;;;;;x
faction_mood_content;Faction Mood: Content;Humeur de la faction : content;Splittergruppe-Stimmung: Zufrieden;;;;;;;;;;x;
faction_mood_content_desc;This character's faction is content with their liege.;Ce personnage de la faction est content de son suzerain.;Die Splittergruppe dieses Charakters ist mit ihrem Lehnsherrn zufrieden.;;;;;;;;;;;x
faction_mood_unhappy;Faction Mood: Unhappy;Humeur de la faction : mécontent;Splittergruppe-Stimmung: Unzufrieden;;;;;;;;;;;x
faction_mood_unhappy_desc;This character's faction is unhappy with their liege.;Ce personnage de la faction est mécontent de son suzerain.;Die Splittergruppe dieses Charakters ist mit ihrem Lehnsherrn unzufrieden.;;;;;;;;;;;x
faction_mood_angry;Faction Mood: Rebellious;Humeur de la faction : belliqueuse;Splittergruppe-Stimmung: Verärgert;;;;;;;;;;;x
faction_mood_angry_desc;This character's faction is openly hostile to their liege.;Ce personnage de la faction est ouvertement en colère contre son suzerain.;Die Splittergruppe dieses Charakters ist verärgert über ihre Lehnsherrn.;;;;;;;;;;;x
faction_court_emperor_short;Court;Cour;Hof;;;;;;;;;;;x
faction_court_emperor_title;Court Faction;Faction Courtisane Impériale;Hof-splittergruppe;;;;;;;;;;;x
faction_court_emperor_desc;The §YCourt Faction§! strives for offices and honors at court.\n\nTheir mood is §Yimproved§! by:\n- §GGood relations with leader§!\n- §GGood relations with members§!\n- §GCouncil positions held by members§!\n- §GLifetime Appointment Law§!\n- §GHunts and Feasts§!\n\nTheir mood is §Yworsened§! by:\n- §RBad relations with leader§!\n- §RBad relations with members§!\n- §RCouncil positions held by non-members§!\n\nIf angered, they are likely to back a claimant to the throne.;Les membres de la §YFaction Courtisane Impériale§! essayent d'obtenir des titres et des honneurs à la cour. Leur humeur est §Yaméliorée§! par:\n- §GDe bonnes relations avec le leader§!\n- §GDe bonnes relations avec les autres membres§!\n- §GLes postes  du Conseil tenues par des membres§!\n- §GLes chasses et les banquets§!\n\nLeur humeur est §Yaltérée§! par:\n- §RDe mauvaises relations avec le leader§!\n- §RDe mauvaises relations avec les autres membres§!\n- §RLes postes  du Conseil tenues par des non-membres§!\n\nS'ils sont irrités, ils sont susceptibles de soutenir un prétendant au trône.;Die Hof-splittergruppe kämpft um Büros und besondere Auszeichnungen am Hofe.;;;;;;;;;;;x
faction_court_king_short;Court;Cour;Hof;;;;;;;;;;;x
faction_court_king_title;Court Faction;Faction Courtisane Royale;Hof-splittergruppe;;;;;;;;;;;x
faction_court_king_desc;The §YCourt Faction§! strives for offices and honors at court.\n\nTheir mood is §Yimproved§! by:\n- §GGood relations with leader§!\n- §GGood relations with members§!\n- §GCouncil positions held by members§!\n- §GLifetime Appointment Law§!\n- §GHunts and Feasts§!\n\nTheir mood is §Yworsened§! by:\n- §RBad relations with leader§!\n- §RBad relations with members§!\n- §RCouncil positions held by non-members§!\n\nIf angered, they are likely to back a claimant to the throne.;Les membres de la §YFaction Courtisane Royale§! essayent d'obtenir des titres et des honneurs à la cour. Leur humeur est §Yaméliorée§! par:\n- §GDe bonnes relations avec le leader§!\n- §GDe bonnes relations avec les autres membres§!\n- §GLes postes  du Conseil tenues par des membres§!\n- §GLes chasses et les banquets§!\n\nLeur humeur est §Yaltérée§! par:\n- §RDe mauvaises relations avec le leader§!\n- §RDe mauvaises relations avec les autres membres§!\n- §RLes postes  du Conseil tenues par des non-membres§!\n\nS'ils sont irrités, ils sont susceptibles de soutenir un prétendant au trône.;Die Hof-splittergruppe kämpft um Büros und besondere Auszeichnungen am Hofe.;;;;;;;;;;;x
faction_court_duke_short;Court;Cour;Hof;;;;;;;;;;;x
faction_court_duke_title;Court Faction;Faction Courtisane Ducale;Hof-splittergruppe;;;;;;;;;;;x
faction_court_duke_desc;The §YCourt Faction§! strives for offices and honors at court.\n\nTheir mood is §Yimproved§! by:\n- §GGood relations with leader§!\n- §GGood relations with members§!\n- §GCouncil positions held by members§!\n- §GLifetime Appointment Law§!\n- §GHunts and Feasts§!\n\nTheir mood is §Yworsened§! by:\n- §RBad relations with leader§!\n- §RBad relations with members§!\n- §RCouncil positions held by non-members§!\n\nIf angered, they are likely to back a claimant to the throne.;Les membres de la §YFaction Courtisane Ducale§! essayent d'obtenir des titres et des honneurs à la cour. Leur humeur est §Yaméliorée§! par:\n- §GDe bonnes relations avec le leader§!\n- §GDe bonnes relations avec les autres membres§!\n- §GLes postes  du Conseil tenues par des membres§!\n- §GLes chasses et les banquets§!\n\nLeur humeur est §Yaltérée§! par:\n- §RDe mauvaises relations avec le leader§!\n- §RDe mauvaises relations avec les autres membres§!\n- §RLes postes  du Conseil tenues par des non-membres§!\n\nS'ils sont irrités, ils sont susceptibles de soutenir un prétendant au trône.;Die Hof-splittergruppe kämpft um Büros und besondere Auszeichnungen am Hofe.;;;;;;;;;;;x
faction_feudal_emperor_short;Princely;Cour Impériale;Fürstlich;;;;;;;;;;;x
faction_feudal_emperor_title;Princely Faction;Faction Féodale Impériale;Fürstliche Splittergruppe;;;;;;;;;;;x
faction_feudal_emperor_desc;The §YPrincely Faction§! strives for autonomy and influence for feudal vassal lords.\n\nTheir mood is §Yimproved§! by:\n- §GGood relations with leader\n- §GGood relations with members§!\n- §GLow Crown Authority§!\n- §GVassal Tax Privileges\n- §GSmall Liege Demesne§!\n- §GTournaments§!\n\nTheir mood is §Yworsened§! by:\n- §RBad relations with leader§!\n- §RBad relations with members§!\n- §RRegencies§!\n- §RHigh Crown Authority§!\n- §RCrown Levy Privileges§!\n- §RCrown Tax Privileges§!\n- §RMedium or High Feudal Taxes§!\n\nIf angered, they are likely to demand reduced crown authority or back a claimant to the throne.;La §YFaction Féodale Royale§! essaye d'obtenir plus d'autonomie et d'influence pour les seigneurs féodaux.\n\nLeur humeur est §Yaméliorée§! par:\n- §GDe bonnes relations avec le leader§!\n- §GDe bonnes relations avec les autres membres§!\n- §GUne autorité de la couronne faible§!\n- §GUn suzerain avec un petit domaine§!\n- §GLes tournois§!\n\nLeur humeur est §Yaltérées§! par:\n- §RDe mauvaises relations avec le leader§!\n- §RDe mauvaises relations avec les autres membres§!\n- §RLes régences§!\n- §RUne haute autorité de la couronne§!\n\nS'ils sont irrités, ils sont susceptibles de demander une réduction de l'autorité de la couronne ou de soutenir un prétendant au trone.;Die Fürstliche Splittergruppe kämpft um die Autonomie und den Einfluss für Feudalvasall-Herren.;;;;;;;;;;;x
faction_feudal_king_short;Princely;Cour Royale;Fürstlich;;;;;;;;;;;x
faction_feudal_king_title;Princely Faction;Faction Féodale Royale;Fürstliche Splittergruppe;;;;;;;;;;;x
faction_feudal_king_desc;The §YPrincely Faction§! strives for autonomy and influence for feudal vassal lords.\n\nTheir mood is §Yimproved§! by:\n- §GGood relations with leader\n- §GGood relations with members§!\n- §GLow Crown Authority§!\n- §GVassal Tax Privileges\n- §GSmall Liege Demesne§!\n- §GTournaments§!\n\nTheir mood is §Yworsened§! by:\n- §RBad relations with leader§!\n- §RBad relations with members§!\n- §RRegencies§!\n- §RHigh Crown Authority§!\n- §RCrown Levy Privileges§!\n- §RCrown Tax Privileges§!\n- §RMedium or High Feudal Taxes§!\n\nIf angered, they are likely to demand reduced crown authority or back a claimant to the throne.;La §YFaction Féodale Royale§! essaye d'obtenir plus d'autonomie et d'influence pour les seigneurs féodaux.\n\nLeur humeur est §Yaméliorée§! par:\n- §GDe bonnes relations avec le leader§!\n- §GDe bonnes relations avec les autres membres§!\n- §GUne autorité de la couronne faible§!\n- §GUn suzerain avec un petit domaine§!\n- §GLes tournois§!\n\nLeur humeur est §Yaltérées§! par:\n- §RDe mauvaises relations avec le leader§!\n- §RDe mauvaises relations avec les autres membres§!\n- §RLes régences§!\n- §RUne haute autorité de la couronne§!\n\nS'ils sont irrités, ils sont susceptibles de demander une réduction de l'autorité de la couronne ou de soutenir un prétendant au trone.;Die Fürstliche Splittergruppe kämpft um die Autonomie und den Einfluss für Feudalvasall-Herren.;;;;;;;;;;;x
faction_feudal_duke_short;Princely;Cour Ducale;Fürstlich;;;;;;;;;;;x
faction_feudal_duke_title;Princely Faction;Faction Féodale Ducale;Fürstliche Splittergruppe;;;;;;;;;;;x
faction_feudal_duke_desc;The §YPrincely Faction§! strives for autonomy and influence for feudal vassal lords.\n\nTheir mood is §Yimproved§! by:\n- §GGood relations with leader\n- §GGood relations with members§!\n- §GLow crown authority§!\n- §GVassal Tax Privileges\n- §GSmall Liege Demesne§!\n- §GTournaments§!\n\nTheir mood is §Yworsened§! by:\n- §RBad relations with leader§!\n- §RBad relations with members§!\n- §RRegencies§!\n- §RHigh Crown Authority§!\n- §RCrown Levy Privileges§!\n- §RCrown Tax Privileges§!\n- §RMedium or High Feudal Taxes§!\n\nIf angered, they are likely to demand reduced crown authority or back a claimant to the throne.;La §YFaction Féodale Ducale§! essaye d'obtenir plus d'autonomie et d'influence pour les seigneurs féodaux.\n\nLeur humeur est §Yaméliorée§! par:\n- §GDe bonnes relations avec le leader§!\n- §GDe bonnes relations avec les autres membres§!\n- §GUne autorité de la couronne faible§!\n- §GUn suzerain avec un petit domaine§!\n- §GLes tournois§!\n\nLeur humeur est §Yaltérées§! par:\n- §RDe mauvaises relations avec le leader§!\n- §RDe mauvaises relations avec les autres membres§!\n- §RLes régences§!\n- §RUne haute autorité de la couronne§!\n\nS'ils sont irrités, ils sont susceptibles de demander une réduction de l'autorité de la couronne ou de soutenir un prétendant au trone.;Die Fürstliche Splittergruppe kämpft um die Autonomie und den Einfluss für Feudalvasall-Herren.;;;;;;;;;;;x
faction_republican_emperor_short;Republican;Républicains;Republikaner;;;;;;;;;;;x
faction_republican_emperor_title;Republican Faction;Faction Républicaine Impériale;Republikanische Splittergruppe;;;;;;;;;;;x
faction_republican_emperor_desc;The §YRepublican Faction§! looks after the interests of the cities.\n\nTheir mood is §Yimproved§! by:\n- §GGood relations with leader\n- §GGood relations with members§!\n- §GVassal Tax Privileges§!\n- §GSummer Fairs§!\n\nTheir mood is §Yworsened§! by:\n- §RBad relations with leader§!\n- §RBad relations with members§!\n- §RCrown Tax Privileges§!\n- §RMedium or High City Taxes§!\n- §RRegencies§!\n\nIf angered, they may attempt to institute republican rule.;Les membres de la §YFaction Républicaine Impériale§! s'occupent des intérêts des villes.\n\nLeur humeur est §Yaméliorée§! par:\n- §GDe bonnes relations avec le leader§!\n- §GDe bonnes relations avec les autres membres§\n- §GLes festivals d'été§!\n\nLeur humeur est §Yaltérée§! par:\n- §RDe mauvaises relations avec le leader§!\n- §RDe mauvaises relations avec les autres membres§!\n- §RLes régences§!\n\nS'ils sont irrités, ils peuvent tenter d'instaurer une république.;Die republikanische Splittergruppe wahrt die Interessen der Bürger und der Städte.;;;;;;;;;;;x
faction_republican_king_short;Republican;Républicains;Republikaner;;;;;;;;;;;x
faction_republican_king_title;Republican Faction;Faction Républicaine Royale;Republikanische Splittergruppe;;;;;;;;;;;x
faction_republican_king_desc;The §YRepublican Faction§! looks after the interests of the cities.\n\nTheir mood is §Yimproved§! by:\n- §GGood relations with leader\n- §GGood relations with members§!\n- §GVassal Tax Privileges§!\n- §GSummer Fairs§!\n\nTheir mood is §Yworsened§! by:\n- §RBad relations with leader§!\n- §RBad relations with members§!\n- §RCrown Tax Privileges§!\n- §RMedium or High City Taxes§!\n- §RRegencies§!\n\nIf angered, they may attempt to institute republican rule.;Les membres de la §YFaction Républicaine Royale§! s'occupent des intérêts des villes.\n\nLeur humeur est §Yaméliorée§! par:\n- §GDe bonnes relations avec le leader§!\n- §GDe bonnes relations avec les autres membres§\n- §GLes festivals d'été§!\n\nLeur humeur est §Yaltérée§! par:\n- §RDe mauvaises relations avec le leader§!\n- §RDe mauvaises relations avec les autres membres§!\n- §RLes régences§!\n\nS'ils sont irrités, ils peuvent tenter d'instaurer une république.;Die republikanische Splittergruppe wahrt die Interessen der Bürger und der Städte.;;;;;;;;;;;x
faction_republican_duke_short;Republican;Républicains;Republikaner;;;;;;;;;;;x
faction_republican_duke_title;Republican Faction;Faction Républicaine Ducale;Republikanische Splittergruppe;;;;;;;;;;;x
faction_republican_duke_desc;The §YRepublican Faction§! looks after the interests of the cities.\n\nTheir mood is §Yimproved§! by:\n- §GGood relations with leader\n- §GGood relations with members§!\n- §GVassal Tax Privileges§!\n- §GSummer Fairs§!\n\nTheir mood is §Yworsened§! by:\n- §RBad relations with leader§!\n- §RBad relations with members§!\n- §RCrown Tax Privileges§!\n- §RMedium or High City Taxes§!\n- §RRegencies§!\n\nIf angered, they may attempt to institute republican rule.;Les membres de la §YFaction Républicaine Ducale§! s'occupent des intérêts des villes.\n\nLeur humeur est §Yaméliorée§! par:\n- §GDe bonnes relations avec le leader§!\n- §GDe bonnes relations avec les autres membres§\n- §GLes festivals d'été§!\n\nLeur humeur est §Yaltérée§! par:\n- §RDe mauvaises relations avec le leader§!\n- §RDe mauvaises relations avec les autres membres§!\n- §RLes régences§!\n\nS'ils sont irrités, ils peuvent tenter d'instaurer une république.;Die republikanische Splittergruppe wahrt die Interessen der Bürger und der Städte.;;;;;;;;;;;x
faction_religious_emperor_short;Religious;Religieux;Religiös;;;;;;;;;;;x
faction_religious_emperor_title;Religious Faction;Faction Religieuse Impériale;Religiöse Splittergruppe;;;;;;;;;;;x
faction_religious_emperor_desc;The §YReligious Faction§! serves the interests of the Church.\n\nTheir mood is §Yimproved§! by:\n- §GGood relations with leader\n- §GGood relations with members§!\n- §GVassal Tax Privileges§!\n- §GHigh Piety§!\n- §GHoly Wars§!\n- §GConverting provinces§!\n\nTheir mood is §Yworsened§! by:\n- §RBad relations with leader§!\n- §RBad relations with members§!\n- §RCrown Tax Privileges§!\n- §RMedium or High Church Taxes§!\n- §RLow Piety§!\n- §RExcommunicated liege§!;Les membres de la §YFaction Religieuse Impériale§! servent les intérêts de l'église.\n\nLeur humeur est §Yaméliorée§! par:\n- §GDe bonnes relations avec le leader§!\n- §GDe bonnes relations avec les autres membres§\n- §GUne haute piété§!\n- §GLes guerres saintes§!\n- §GLa conversion de provinces§!\n\nLeur humeur est §Yaltérée§! par:\n- §RDe mauvaises relations avec le leader§!\n- §RDe mauvaises relations avec les autres membres§!\n- §RLes régences§!\n- §RUne piété faible§!\n- §RUn suzerain excommunié§!;Die Religiöse Splittergruppe dient den Interessen der Kirche.;;;;;;;;;;;x
faction_religious_king_short;Religious;Religieux;Religiös;;;;;;;;;;;x
faction_religious_king_title;Religious Faction;Faction Religieuse Royale;Religiöse Splittergruppe;;;;;;;;;;;x
faction_religious_king_desc;The §YReligious Faction§! serves the interests of the Church.\n\nTheir mood is §Yimproved§! by:\n- §GGood relations with leader\n- §GGood relations with members§!\n- §GVassal Tax Privileges§!\n- §GHigh Piety§!\n- §GHoly Wars§!\n- §GConverting provinces§!\n\nTheir mood is §Yworsened§! by:\n- §RBad relations with leader§!\n- §RBad relations with members§!\n- §RCrown Tax Privileges§!\n- §RMedium or High Church Taxes§!\n- §RLow Piety§!\n- §RExcommunicated liege§!;Les membres de la §YFaction Religieuse Royale§! servent les intérêts de l'église.\n\nLeur humeur est §Yaméliorée§! par:\n- §GDe bonnes relations avec le leader§!\n- §GDe bonnes relations avec les autres membres§\n- §GUne haute piété§!\n- §GLes guerres saintes§!\n- §GLa conversion de provinces§!\n\nLeur humeur est §Yaltérée§! par:\n- §RDe mauvaises relations avec le leader§!\n- §RDe mauvaises relations avec les autres membres§!\n- §RLes régences§!\n- §RUne piété faible§!\n- §RUn suzerain excommunié§!;Die Religiöse Splittergruppe dient den Interessen der Kirche.;;;;;;;;;;;x
faction_religious_duke_short;Religious;Religieux;Religiös;;;;;;;;;;;x
faction_religious_duke_title;Religious Faction;Faction Religieuse Ducale;Religiöse Splittergruppe;;;;;;;;;;;x
faction_religious_duke_desc;The §YReligious Faction§! serves the interests of the Church.\n\nTheir mood is §Yimproved§! by:\n- §GGood relations with leader\n- §GGood relations with members§!\n- §GVassal Tax Privileges§!\n- §GHigh Piety§!\n- §GHoly Wars§!\n- §GConverting provinces§!\n\nTheir mood is §Yworsened§! by:\n- §RBad relations with leader§!\n- §RBad relations with members§!\n- §RCrown Tax Privileges§!\n- §RMedium or High Church Taxes§!\n- §RLow Piety§!\n- §RExcommunicated liege§!;Les membres de la §YFaction Religieuse Ducale§! servent les intérêts de l'église.\n\nLeur humeur est §Yaméliorée§! par:\n- §GDe bonnes relations avec le leader§!\n- §GDe bonnes relations avec les autres membres§\n- §GUne haute piété§!\n- §GLes guerres saintes§!\n- §GLa conversion de provinces§!\n\nLeur humeur est §Yaltérée§! par:\n- §RDe mauvaises relations avec le leader§!\n- §RDe mauvaises relations avec les autres membres§!\n- §RLes régences§!\n- §RUne piété faible§!\n- §RUn suzerain excommunié§!;Die Religiöse Splittergruppe dient den Interessen der Kirche.;;;;;;;;;;;x
title_mp;Congressman;;;;;;;;;;;;;x
title_mp_female;Congresswoman;;;;;;;;;;;;;x
title_mp_caribbanglo;Member of Parliament;;;;;;;;;;;;;x
title_mp_caribeno;Member of Parliament;;;;;;;;;;;;;x
title_mp_antillais;Member of Parliament;;;;;;;;;;;;;x
title_mp_old_world;Member of Parliament;;;;;;;;;;;;;x
title_mp_canadian;Member of Parliament;;;;;;;;;;;;;x
EVTDESCCON109;I have sent heralds requesting all who wish to represent [Root.Capital.GetName] in Congress to declare their candidacy.;;;;;;;;;;;;;x
EVTOPTACON109;Ok;;;;;;;;;;;;;x
EVTDESCCON110;An election is being held to choose who will represent [From.Capital.GetName] in Congress.;;;;;;;;;;;;;x
EVTOPTACON110;I will run for office;;;;;;;;;;;;;x
EVTOPTBCON110;I will not contest this election;;;;;;;;;;;;;x
