#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

###########Rules###########
RULE_HOLY_WAR_COOLDOWN;Holy War Cooldowns;;;;;;;;;;;;;x
RULE_COOLDOWN_ON;Declaring a holy war will impose a 5 or 10 year cooldown, preventing charcters from declaring multiple holy wars in quick succession.;;;;;;;;;;;;;x
RULE_COOLDOWN_OFF;Declaring a holy war will not impose a cooldown, allowing characters to declare multiple holy wars in quick succession.;;;;;;;;;;;;;x

###########Bookmarks###########

BM_FIAT_HOMO;Fiat Homo;;;;;;;;;;;;;x
BM_FIAT_HOMO_DESC;The world suffered tremendously from the Event, but did not die out completely. Although scarred, the Earth still provides home for humanity. Now, in the midst of the 27th century, one part of the world is beginning to organize themselves, to rebuild and expand outward. Driven by greed, by righteousness, by bloodlust and by all the sins and virtues, rulers and adventurers will reshape the world. Let there be man!;;;;;;;;;;;;;x
BM_FLORIDA_WAR;The Great Florida War;;;;;;;;;;;;;x
BM_FLORIDA_WAR_DESC;After the death of Empress Portia, the unpopular Stepping Razor ascended the Caribbean throne. Seeking an enemy to unite the archipelago against, he embarked on an invasion of Confederate Florida in concert with their Tuskegean enemies. Meanwhile, a great army assembles in Quebec under the banner of St. Ursula, seeking to save the souls of New English from eternal damnation and perhaps gain worldly rewards in the process.;;;;;;;;;;;;;x
BM_INDIAN_COUNTRY;Indian Country;;;;;;;;;;;;;x
BM_INDIAN_COUNTRY_ERA;Indian Country;;;;;;;;;;;;;x
BM_INDIAN_COUNTRY_DESC;The mass destruction of the Old World was, in many ways, a godsend for the Indians of Old America. With the governments that once oppressed them destroyed, the Native Americans were free of the reservation system, and began expanding outwards once more. Unlike the days before the Indian Wars however, these revitalized nations are now a minority in their own lands, and have had to compromise their rule with Anglo-American vassals and acknowledgment of the Papacy in New Rome. In such a state, can the Indians survive in this new world?;;;;;;;;;;;;;x
BM_INDIAN_COUNTRY_ERA_INFO;The mass destruction of the Old World was, in many ways, a godsend for the Indians of Old America. With the governments that once oppressed them destroyed, the Native Americans were free of the reservation system, and began expanding outwards once more. Unlike the days before the Indian Wars however, these revitalized nations are now a minority in their own lands, and have had to compromise their rule with Anglo-American vassals and acknowledgment of the Papacy in New Rome. In such a state, can the Indians survive in this new world?;;;;;;;;;;;;;x
BM_SOUTHERN_KNIGHTS;Southern Knights;;;;;;;;;;;;;x
BM_SOUTHERN_KNIGHTS_ERA;Southern Knights;;;;;;;;;;;;;x
BM_SOUTHERN_KNIGHTS_DESC;The American South has managed to reconstruct itself modestly enough. Core portions of what was once known as the 'Deep South' were reunited centuries ago, and this empire, being one of the strongest realms east of the Mississippi, has taken to styling itself as the legitimate successor to Old America. Can its wildest ambitions ever match up with reality? What of the Southern dukes and counts who refuse to bend knee?;;;;;;;;;;;;;x
BM_SOUTHERN_KNIGHTS_ERA_INFO;The American South has managed to reconstruct itself modestly enough. Core portions of what was once known as the 'Deep South' were reunited centuries ago, and this empire, being one of the strongest realms east of the Mississippi, has taken to styling itself as the legitimate successor to Old America. Can its wildest ambitions ever match up with reality? What of the Southern dukes and counts who refuse to bend knee?;;;;;;;;;;;;;x
BM_GHOSTS_OF_THE_NORTH;Ghosts of the North;;;;;;;;;;;;;x
BM_GHOSTS_OF_THE_NORTH_ERA;Ghosts of the North;;;;;;;;;;;;;x
BM_GHOSTS_OF_THE_NORTH_DESC;The northern regions of Old America and Canada are a hotbed of turmoil and conflict. Christian and pagan faiths alike vie for control of the region, with Quebecois schismatics and the descendants of the Pennsylvania Amish vying for control alongside New English practitioners of the occult and Rust Belt denizens who worship the long-abandoned auto factories and steel mills of the Old World.;;;;;;;;;;;;;x;;
BM_GHOSTS_OF_THE_NORTH_ERA_INFO;The northern regions of Old America and Canada are a hotbed of turmoil and conflict. Christian and pagan faiths alike vie for control of the region, with Quebecois schismatics and the descendants of the Pennsylvania Amish vying for control alongside New English practitioners of the occult and Rust Belt denizens who worship the long-abandoned auto factories and steel mills of the Old World.;;;;;;;;;;;;;x;;
BM_GODS_AND_KINGS;Gods and Kings;;;;;;;;;;;;;x
BM_GODS_AND_KINGS_ERA;Gods and Kings;;;;;;;;;;;;;x
BM_GODS_AND_KINGS_DESC;The lands west of the Rockies are said to be beacons of peace and prosperity, but life in the 27th century is no utopia. The mighty empire of California, which enjoyed centuries of stable rule over nearly all the west coast, has been thrown into chaos by six warring kingdoms, each desiring control over the Emperor and harboring their own ambitions, while the Cascadian kings struggle against Haida invaders, the Mormons of Deseret spread their faith northwards at swordpoint, and Arixan cowboys clash with Navajo, Hopi, and tinkers of the Atomicist faith. Can the peace so many sing about ever be restored to the region?;;;;;;;;;;;;;x
BM_GODS_AND_KINGS_ERA_INFO;The lands west of the Rockies are said to be beacons of peace and prosperity, but life in the 27th century is no utopia. The mighty empire of California, which enjoyed centuries of stable rule over nearly all the west coast, has been thrown into chaos by six warring kingdoms, each desiring control over the Emperor and harboring their own ambitions, while the Cascadian kings struggle against Haida invaders, the Mormons of Deseret spread their faith northwards at swordpoint, and Arixan cowboys clash with Navajo, Hopi, and tinkers of the Atomicist faith. Can the peace so many sing about ever be restored to the region?;;;;;;;;;;;;;x
BM_SOUTH_OF_THE_BORDER;South of the Border;;;;;;;;;;;;;x
BM_SOUTH_OF_THE_BORDER_ERA;South of the Border;;;;;;;;;;;;;x
BM_SOUTH_OF_THE_BORDER_DESC;As Mictlantec and Jurihiata Ikikunari heathens consolidate their power in the Valley of Mexico, the followers of the Sacred Heart begin to call for a grand reconquista of the old Empire of Mexico. In the midst of this chaos, the merchants of Veracruz and Colima grow rich from trade between the Anglos and those further south. The Atom-worshipping lords of Sonora and Tejano conquerors of Sierra Madre must defend their conquests from those still loyal to the Sacred Heart. The Kingdom of Yucatan is strong, but dissension between Yucatecs and Mayas threatens it from within as the growing Caribbean Empire threatens it from without.;;;;;;;;;;;;;x
bm_the_seven_seas;Across the Seas;;;;;;;;;;;;;x
bm_the_seven_seas_desc;As the New World recovers from the tragedy of the event, overseas great empires are rising, and their eyes have turned to conquest. Driven by pre-event tales of a "New World", great explorers and captains have set off waving the flags of their homelands, seeking to bring this new world to its kneels. Will these great explorers carve their name into history, forever earning prestige and glory? Or will their tales be of tragedy, and failure?;;;;;;;;;;;;;x
bm_the_cowboy_conquerors;The Great Cowboy Conquerors;;;;;;;;;;;;;x
bm_the_cowboy_conquerors_desc;Since time immemorial, the frontier has always been a land of good heroes, bad villains, and ugly battles. From this great expanse has come an innumerable sum of legends- and of these great heroes was born a tradition of glory and conquest. Seeking new shores beyond the endless sand dunes of the West, these brave and bold adventurers set their eyes for rich lands, ripe for the conquest at the hands of the men of the frontier.;;;;;;;;;;;;;x

BM_SOUTH_OF_THE_BORDER_ERA_INFO;As Mictlantec and Jurihiata Ikikunari heathens consolidate their power in the Valley of Mexico, the followers of the Sacred Heart begin to call for a grand reconquista of the old Empire of Mexico. In the midst of this chaos, the merchants of Veracruz and Colima grow rich from trade between the Anglos and those further south. The Atom-worshipping lords of Sonora and Tejano conquerors of Sierra Madre must defend their conquests from those still loyal to the Sacred Heart. The Kingdom of Yucatan is strong, but dissension between Yucatecs and Mayas threatens it from within as the growing Caribbean Empire threatens it from without.;;;;;;;;;;;;;x
ERA_CHAR_INFO_1910107;California has seen better days. The Emperor has become a mere figurehead, with his former governors acting as independent rulers in all but name. Can you reunite California under its divinely-ordained ruler, or will disharmony and strife continue to reign?;;;;;;;;;;;;;x
ERA_CHAR_INFO_2000011;Marchioness Portia of Jamaica has built a great empire through conquest and diplomacy. But as she grows old, earls and marquises plot to break away or gain the throne for themselves, united only in hatred for the vile Prince Barrington. Worshippers of the orishas, the loa, and Jah are in constant conflict. Can you hold the Caribbean together, or will the Empire survive only as a historical footnote?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1788001;Hudsonia's fortunes have declined somewhat from its glory days under the Rodham kings. Although the realm is mostly united, the authority of the crown is weakened, and Baltus III Groot's reign is plagued by religious strife, disloyal vassals, Rodham claimants to the throne and the perpetual threat of Occultists to the east. Can you ride the storm and restore Hudsonia to its old strength, or are Baltus and his kingdom doomed to obscurity?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1861001;305 years after its founding, the Holy Columbian Confederacy is one of the most powerful and stable realms east of the Mississippi, a cornerstone of chivalric culture in the Americas, and self-proclaimed successor to Old America. As its newest emperor, Algernon III has a lot to live up to, and the reality of power isn't the stuff of songs. In an empire beset with the threat of rebellion, constant intrigue in the halls of power, and religious turmoil foreign and domestic, can you prove yourself worthy to wear the crown?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1620100;Centuries ago, the House of Mahonic ruled a mighty, prosperous kingdom that united almost all the Northeast, and became a name known - and feared - by every living thing east of the Mississippi. Now, though, those days are but memories, living only in tomes from the great Crimson Library or the tales your father lulled you to sleep with during your childhood, and you are the last. The road before you is treacherous, but not hopeless - play your cards right, and maybe you can return your family, and your people, to their former glory.;;;;;;;;;;;;;x
ERA_CHAR_INFO_1788002;The Big Apple isn't anywhere near the grandeur of its pre-cataclysmic days, but it has survived and rebuilt, retaking its place as one of the Americas' economic and cultural capitals. Over the centuries, the Republic has braved war and calamity, even surrounded by the many factions of the tumultuous Northeast. You are the latest in a long line to guide the city that never sleeps, but beware: your fellow patricians are ambitious, Americanists have few friends among their neighbors, and war is almost more common in the region than trade. Will New York prosper under your rule, or is the great city doomed?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1867007;Long ago, before the cataclysm that engulfed the ancient world, Ontario was capital to the Dominion of Canada, which counted itself among Old America's closest friends. Canada is long gone, but under the House of Laurier, Ontario has built itself anew, braving the storms that have beset its fellow Canadian kingdoms as well as the Northeast in general. Not all is well, however, as the Rust Cultists of the Midwest are a constant threat, as are the conflicts between the Canadian churches and the bloody, ever-changing politics of the eastern seaboard. Under By's reign, will Ontario continue its rise to greatness, or will the Canadian dream finally come to an end?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1967004;Detroit, land of opportunity and home of the divine machines. Blessed be the city of the Old Machines, and blessed be the name of Overseer Coleman the Liberator, hero to his people and hero to his faith. Now free of the influence of its old Quebecois overlords, the Factory of Detroit stands triumphant and ready to unite the Rustic peoples. In the East and West, both the Ursulines and Catholics stand ready to stop a united Michigan at all costs, but Coleman, too, is ready to stand against them. Long live Detroit, love live the Liberator!;;;;;;;;;;;;;x
ERA_CHAR_INFO_1933005;Life on the border of the largest empire in the new world can be a profitable one... if you're an Evangelical Christian. Unfortunately for the political future of the tribe of Tenesi, High Chief Ellis is a zealous Revelationist who would not think of compromising his mystical ideals to placate his neighbors. A magnetic personality and dashing good looks may have allowed him to bring Revelationist lands under his control, but will it take a miracle to keep hold of his conquests in the face of Confederate domination?;;;;;;;;;;;;;x
ERA_CHAR_INFO_2200017;The Emir Ammon-Jaffar made it his life's goal to take his sword up against the works of Yakub and the Dark Djinn. He has been rewarded by God with a nascent state in Suncoast and a very capable son, Ali. However, he is surrounded all sides by heretics - the Rats to his east, the Confederates to his north, and the hashish-smokers to his south. Will Ammon-Jaffar be able to forge a strong homeland for the Orientalists, or will the light of the Crescent moon be permanently vanquished by the enemies of Ali Baba?;;;;;;;;;;;;;x
ERA_CHAR_INFO_3000000;The Latimer family of the Black March enjoy a place of privilege on the western frontier of the Holy Columbian Confederacy. Tasked with maintaining the security of the Magnolia Marches, Duke Huey faces threats on all sides: Papists to the northwest and devil-worshipping Occultists to the north, while Voodoo sorcerers revel in the remains of New Orleans. But youthful vigor, a just heart and God himself are on his side. The disparate communities on his borders will surely soon fall under the yoke of the true successor to old America!;;;;;;;;;;;;;x
ERA_CHAR_INFO_1997018;Keenich Abram VII rules the Kingdom of Deitschrei, one of the oldest and most stable realms in all of Old America. Deitschrei has not seen war in over two hundred years, and it currently enjoys good relations with its fellow Anabaptists in the Kingdom of Hudsonia. However, Keenich Abram himself faces a rather serious problem. His wife, Keenichn Isidora, has not yet given him a child, and, at age 49, it seems certain that she never will. Will the Lengacher dynasty die with Keenich Abram, or will he find a way to keep his line alive, no matter the cost?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1830006;Ammaron Anthophile is the High Judge of Deseret and the Shepherd of All Mormons, both of which are extremely prestigious titles for any man. However, titles mean nothing if they aren't backed up with force. The Mormon faith is secluded, surrounded on all sides by pagans, and ignored by the Christian world. Deseret, though large, is a weak land with only one major city. Ammaron must overpower his enemies, stand fast in his faith, and find an heir, alone and against all odds. The North and South borders must be secured to defend against potential invasions from California or a united Plains. The fate of Mormonism and his young nation hang in the balance.;;;;;;;;;;;;;x
ERA_CHAR_INFO_2200016;Imam Zakariyya of Orange is head of the Imamite faith and the last scion of the great house Abbas that once ruled SoCal. As the Empire of California continues its slow decline, Zakariyya finds himself in a unique position. Will Zakariyya use the chance to investigate rumors of grand treachery and aim for a life beyond that of a mere vassal? Or will he, too, fade into dust as the last member of a once-great dynasty?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1875001;In the years since the apocalypse, the Comanche have been one of the more successful groups of reemerging natives and have carved a large kingdom out of Old World Texas and Oklahoma, carrying on the warrior tradition of their forefathers. However, the Comanche only make up a small portion of their own kingdom's population, and unlike many other native groups, they fight for the Church. King Pahayoko II is young, ambitious, and a great fighter. The pagans in the West and in the South offer great expansion opportunities, Greater Comancheria and Texas remain to be united, and the church presents itself as a great tool. The future of the Comanche seems brighter than ever.;;;;;;;;;;;;;x
ERA_CHAR_INFO_1667035;Maskwa Pîwâpisk was given his first name, meaning "Bear", in honor of a legendary Cree leader from the distant past. However, Maskwa bestowed his second name, meaning "Iron", upon himself, to reflect the future which he intends to forge. Inspired by the great multi-ethnic Iron Confederacy that once claimed dominance over the northern Great Plains, Maskwa seeks to expand his already sizeable realm into one worthy of reclaiming that title, allowing both the Cree and the other nations of the Great Plains to stand as equals against those who would steal their lands and wealth. Will Maskwa succeed in his task, or will his ambitions be dented?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1200041;King Tsaa Hamjuuwee is the ruler of the great kingdom of Januug Tlag'áang, which occupies the coast of what was once British Columbia. The entire northwestern coast was once under the iron fist of a united Haida kingdom, and stood poised to conquer all the way down to California following the fall of the Freeland kingdom of Cascadia. However, an inheritance snafu caused the great Haida kingdom to be split in two, and you now rule just the kingdom of Januug Tlag'áang - Canuck Country. Will you turn your attention north to reunite the Haida, or will you forge a new empire for yourself along the southern coast?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1889001;Nearly two centuries ago, the area now known as Lakotah used to be home to a thriving Americanist empire centered at Rushmore. Times change, however, and the Sioux have now filled the previous power vacuum in the region. King Tasinagi Hokwoju is the first of these Sioux kings, having formed Lakotah 22 years ago. In the South, Catholics and the threat of holy war loom. In the East, the hostile Norsemen may soon unite and challenge Lakotah. But the Sioux are as resilient now as they were before the Event. They are warriors, and King Tasinagi won't let his young kingdom go gently.;;;;;;;;;;;;;x
ERA_CHAR_INFO_1810083;House Iturbide once ruled all of Mexico, but they have fallen on hard times by the year 2666. The current head of the Iturbides, Wenceslao I, rules over a vestigial kingdom barely worthy of the name "Mexico". Surrounded by heathen Mesoamericans, rival kings, and squabbling principalities, it seems unlikely that the rulers of Mexico will ever be able to regain their former glory. Will Wenceslao defy the odds and reverse his dynasty's fortune, or is Mexico doomed to stay shattered forever?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1875009;The Cherokee people were driven from their ancestral homeland centuries ago, and, unlike their Comanche neighbors, they have not yet reconquered it. The current leader of the Cherokee, Will-usdi, does not seem like the kind of ruler who will lead his people to glory - he is known for his complacent nature and his tendency to shy away from conflict. It looks like the Cherokee will stay in their neighbor's shadow for decades to come... unless Will-usdi can defy expectations and carry his tribe to new heights.;;;;;;;;;;;;;x
ERA_CHAR_INFO_1810200;When he was a young man, King Louis embarked on a holy conquest of Mexico in the name of the Atom. He carved out a realm for himself south of the Rio Grande, establishing a feudal kingdom in what was once a barren and desolate wasteland. However, King Louis is no longer a young man - he is now 73 years old, and it seems that he will soon become one with the Atom. Although his son Jesús seems like a worthy successor, some still fear that the Kingdom of Sierra Madre is doomed to fall to the worshippers of the Sacred Heart.;;;;;;;;;;;;;x
ERA_CHAR_INFO_1800025;The Shareef of Guyana, Geert-Jan, won his throne in the fires of revolt against the former Hindu rulers of the kingdom. However, that was in the prime of his youth - the Shareef is now an aging man, disillusioned with his court and unconcerned with his family after a chunk of Guyanese territory, including his former capital, was annexed by the Hindu Stokely the Conqueror. With the majority of his populace being Hindu, Geert-Jan is at the knife's edge - will he be able to ensure that Muslim rule in Guyana lasts beyond his life, or is he yet another failed ruler?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1325002;King Zuangua of Michoacán is the grandson of the great King Kuruchi, a humble peasant who was divinely appointed by the goddess Eréndira to strike down the wicked Empire of Mexico. Nearly fifty years later, the empire's remnants are still reeling from its loss. However, Zuangua cannot rest on his laurels. The agents of darkness in Mexico City have begun spreading the idea of a "holy reconquest", and the sons of Kuruchi will surely be one of their first targets. Will Zuangua pick up his grandfather's divine torch, or will darkness consume Mesoamerica once more?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1491004;Hastiin Dodge is the current leader of the ancient Navajo people, and things are looking better than ever for them. The Navajo are the undisputed rulers of their homeland, and their co-religionists in the Kingdom of Deseret are valuable allies. However, all is not well in Navajoland. Hastiin is getting old, and his three sons have already begun vying for power in anticipation of his death. Will Navajo remain a Mormon bulwark in Arixo, or will they be divided and weak in the face of the Atomicist heathens to their south?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1788017;The Iroquois are the only native people east of the Mississippi that have retained a foothold in their ancestral lands, and they are led by the young Duke Hiawatha Onondaga of Cayuga. Named for the ancient founder of the Iroquois Confederacy, Hiawatha has already proven himself equal to his namesake in diplomatic skill. However, he is still a vassal to the King of Hudsonia, and the Iroquois people are still a minority in their own lands. Can Hiawatha revive the legacy of the Iroquois, or will he prove unable to match his namesake?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1513001;Elias Waltney is the latest ruler of the noble and ancient Tribe of the Mouse. The forefathers of his tribe ruled Orlando in the days before the Event, and it is claimed that they turned this patch of marshland into "the happiest place on Earth." However, Elias faces challenges from both within and without. Elias's days as a charming prince have come and gone, but he still lacks an heir. To make matters worse, both the Holy Columbian Confederacy and the Caribbean Empire eye his lands hungrily. Elias's diplomatic skill can only keep them at bay for so long. Will Elias's story have a happy ending?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1803060;King Louis "the Good" of Louisiana has truly earned his epithet. The Kingdom of Louisiana remains a bastion of the Voodoo faith in an otherwise staunchly Christian region, and it is larger and more prosperous than at any point in its history. However, the city of New Orleans remains out of King Louis's grasp, and the Christians bordering his realm are growing more and more fed up with his continued existence. Can King Louis reclaim his kingdom's rightful capital and ensure its continued prosperity, or will Louisiana finally fall to Christian hands?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1910000;King Gaston of Baja is one of the few truly great rulers left in California. Although his personal habits leave something to be desired, nobody can deny that Gaston is one of the strongest and most skilled warriors in all of California. As the Empire of California continues its slow decline, Gaston finds himself in a unique position. Will Gaston be content with his current title, or will he shed his hedonism and use his unique gifts to aim for something... greater?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1845060;Since the collapse of Cascadia, the Kingdom of Lincoln stands as the single strongest Gaian realm in existence. Its ruler, Veronica Lovejoy, has two paths in front of her-- she can exploit the collapse of Cascadia to secure a port on the Pacific and dominance over the lucrative Oregon Trail trade route, or she can stand in solidarity with her Gaian siblings against the threat of Haida Tlagaang. Which path will she choose?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1650043;Jonathan Sulley is the second king of his name to rule the Kingdom of Moskitia. Both the Kingdom itself and the dynasty that rules it can claim true continuity with their antediluvian counterparts, a unique achievement in the post-Deluge world. However, Moskitia's position is far from secure. They are the last true Christians left in a region that has fallen to heresy and paganism, and the formidable Caribbean Empire eyes the rich lands of the Mosquito coast with envy. Can Jonathan live up to the storied legacy of Moskitia, or will House Sulley finally fall for good?;;;;;;;;;;;;;x
ERA_CHAR_INFO_1845019;The Freeland dynasty has fallen on hard times. Once, it led a united Kingdom of Cascadia and defended the Pacific Northwest from patriarchal northern incursions. Now, however, the once-proud Kingdom of Cascadia has collapsed into a collection of squabbling princesspalities, even as the barbarians gather at the very gates of Cascadia. Kaitlin is one of the most powerful rulers in what was once Cascadia, ruling over the rich trade post of Portland. Will she reunite Cascadia and drive the barbarians back to where they came, or will the rest of Cascadia fall to darkness?;;;;;;;;;;;;;x
ERA_CHAR_NAME_PAHAYOKO;Pakayoko II Nokona;;;;;;;;;;;;;x
ERA_CHAR_NAME_WILL_USDI;Will-usdi Boudinot;;;;;;;;;;;;;x
ERA_CHAR_NAME_TASINAGI;Tasinagi Hokwoju;;;;;;;;;;;;;x
ERA_CHAR_NAME_MASKWA;Maskwa Pîwâpisk;;;;;;;;;;;;;x
ERA_CHAR_NAME_ALGERNON;Algernon III Littlepage;;;;;;;;;;;;;x
ERA_CHAR_NAME_ELLIS;Ellis Crockoone;;;;;;;;;;;;;x
ERA_CHAR_NAME_AMMON_JAFFAR;Ammon-Jaffar Ababwa;;;;;;;;;;;;;x
ERA_CHAR_NAME_HUEY;Huey Latimer;;;;;;;;;;;;;x
ERA_CHAR_NAME_ABRAM;Abram Lengacher;;;;;;;;;;;;;x
ERA_CHAR_NAME_FLORELL;Florell Laggard;;;;;;;;;;;;;x
ERA_CHAR_NAME_BALTUS;Baltus Groot;;;;;;;;;;;;;x
ERA_CHAR_NAME_COLEMAN;Coleman Kirkpatrick;;;;;;;;;;;;;x
ERA_CHAR_NAME_BY;By Laurier;;;;;;;;;;;;;x
ERA_CHAR_NAME_ELTON;Elton IV Yudkow;;;;;;;;;;;;;x
ERA_CHAR_NAME_KAITLIN;Kaitlin Freeland;;;;;;;;;;;;;x
ERA_CHAR_NAME_SKIDEGATE;Skidegate Hlagi;;;;;;;;;;;;;x
ERA_CHAR_NAME_AMMARON;Ammaron Anthophile;;;;;;;;;;;;;x
ERA_CHAR_NAME_PORTIA;Portia Bustamante;;;;;;;;;;;;;x
ERA_CHAR_NAME_WENECESLAO;Wenceslao Iturbide;;;;;;;;;;;;;x
ERA_CHAR_NAME_GEERT_JAN;Geert-Jan Zonnebeld;;;;;;;;;;;;;x
ERA_CHAR_NAME_ZUANGUA;Zuangua Iurhúri;;;;;;;;;;;;;x
ERA_CHAR_NAME_LUIS;Luis de Armas;;;;;;;;;;;;;x
ERA_CHAR_NAME_PAUL;Paul Mahonic;;;;;;;;;;;;;x
ERA_CHAR_NAME_HASTIIN;Hastiin Dodge;;;;;;;;;;;;;x
ERA_CHAR_NAME_HIAWATHA;Hiawatha Onondaga;;;;;;;;;;;;;x
ERA_CHAR_NAME_ELIAS;Elias Waltney;;;;;;;;;;;;;x
ERA_CHAR_NAME_LOUIS;Louis Creaux;;;;;;;;;;;;;x
ERA_CHAR_NAME_GASTON;Gaston del Caballero;;;;;;;;;;;;;x
ERA_CHAR_NAME_TSAHTSAA;Tsahtsaa Chaahl;;;;;;;;;;;;;x
ERA_CHAR_NAME_JONATHAN;Jonathan II Sulley;;;;;;;;;;;;;x
ERA_CHAR_NAME_ZAKARIYYA;Zakariyya II Abbas;;;;;;;;;;;;;x
ERA_CHAR_NAME_TSAA_HAMJUUWEE;Tsaa Hamjuuwee Tlgunghung;;;;;;;;;;;;;x
CHARACTER_TOOLTIP_DELAYED;[GetStatusInfo]\nID: §Y[GetID]§!\nDynasty: §Y[GetOnlyDynastyName]§!\nReligion: §Y[Religion.GetName]§!\nCulture: §Y[Culture.GetName]\n;;;;[GetStatusInfo]\nID: §Y[GetID]§!\nDinastía: §Y[GetOnlyDynastyName]§!\nReligión: §Y[Religion.GetName]§!\nCultura: §Y[Culture.GetName]\n;;;;;;;;;x

###########Cultures###########

acadien;Acadien;;;;;;;;;;;;;x
afroanglo;Afro-Anglo;;;;;;;;;;;;;x
afrocubano;Lucumí;;;;;;;;;;;;;x
