#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DIPLOFLAVOR_INSULT_1;Your low character is the subject of Old World plays.;Votre bassesse est telle qu’elle a inspiré des pièces de théâtre ancien monde !;Euer niederer Charakter ist Mittelpunkt alte welt Theaterstücke!;;Tu escaso carácter es el tema de las obras de teatro viejo mundo.;;;;;;;;;x
EVTDESC4155;A troubadour and his wife, the trobairitz, have arrived from Appalachia. Their performances range from vulgar satires to political sirventes and everything in between, including songs and poems of courtly love.;Un troubadour et sa femme sont arrivés d’Appalachie. Leurs talents vont de la vulgaire satire aux sirventes politiques, en passant par le chant et les poèmes d’amour courtois.;Ein Troubadour und seine Frau, eine Trobairitz, sind aus Okzitanien angekommen. Ihre Vorträge umfassen das gesamte Spektrum von vulgären bis zu politischen Sirventes, einschließlich Liedern und Gedichten über höfische Liebe.;;Ha llegado de Appalachia un matrimonio de trovadores. Sus interpretaciones van desde vulgares sátiras hasta poemas de crítica política, aparte de todo lo que hay en medio, sin olvidar canciones y poemas de amor cortés.;;;;;;;;;x
SIR;Sir;Seigneur;Herr;;Maestro;;;;;;;;;x
SIR_FOA;Sir;Seigneur;Herr Ritter;;Maestro;;;;;;;;;x
CAMPEON;Campéon;Campéon;Campéon;;Campéon;;;;;;;;;x
CAMPEON_FOA;Campéon;Campéon;Campéon;;Campéon;;;;;;;;;x
MAPMODE_DYNASTY_DESC;This map mode shows the ruling dynasties of the Americas.;Ce mode de carte présente les dynasties régnantes d’Europe.;Dieser Kartenmodus zeigt die Herrscherdynastien Europas an.;;Este modo del mapa muestra las dinastías gobernantes de Europa.;;;;;;;;;x
MAPMODE_DUCHIES_DESC;This map mode shows all the geographical and traditional ('de jure') duchies of the Americas.;Ce mode de carte affiche tous les duchés géographiques et traditionnels (de Jure) les Amériques.;Dieser Kartenmodus zeigt alle geografischen und traditionellen (rechtmäßigen) Herzogtümer Amerika.;;Este modo de mapa muestra todos los ducados geográficos y tradicionales (de iure) de las Américas.;;;;;;;;;x
MAPMODE_KINGDOMS_DESC;This map mode shows all the geographical and traditional ('de jure') kingdoms of the Americas.;Ce mode de carte affiche tous les royaumes géographiques et traditionnels (de Jure) les Amériques.;Dieser Kartenmodus zeigt alle geografischen und traditionellen (rechtmäßigen) Königreiche Amerika.;;Este modo de mapa muestra todos los reinos geográficos y tradicionales (de iure) de las Américas.;;;;;;;;;x
MAPMODE_EMPIRES_DESC;This map mode shows all the geographical and traditional ('de jure') empires of the Americas.;Ce mode de carte affiche tous les royaumes géographiques et traditionnels (de Jure) les Amériques.;Dieser Kartenmodus zeigt alle geografischen und traditionellen (rechtmäßigen) Königreiche Amerika.;;Este modo de mapa muestra todos los reinos geográficos y tradicionales (de iure) de las Américas.;;;;;;;;;x
ARRANGE_MARRIAGE_DESC;Arrange a marriage with one of the most eligible potential spouses in America.;Arrangez un mariage avec une des personnes les plus en vue d’Etats-unis.;Arrangiert eine Heirat mit einer der meistumworbenen unverheirateten Personen Vereinigte Staaten.;;Concierta un matrimonio con uno de los cónyuges más aptos de Estados Unidos.;;;;;;;;;x
ARRANGE_BETROTHAL_DESC;Arrange a betrothal with one of the most eligible potential spouses in America.;Arrangez des fiançailles avec une des personnes les plus en vue d’Etats-unis.;Arrangiert ein Verlöbnis mit einer der meistumworbenen unverheirateten Personen Vereinigte Staaten.;;Concierta esponsales con uno de los cónyuges más aptos de Estados Unidos.;;;;;;;;;x
BM_THE_OLD_GODS;Southern Knights;;;;;;;;;;;;;x
BM_THE_OLD_GODS_DESC;The American South has managed to reconstruct itself modestly enough. Core portions of what was once known as the 'Deep South' were reunited centuries ago, and this empire, being one of the strongest realms east of the Mississippi, has taken to styling itself as the legitimate successor to Old America. Can its wildest ambitions ever match up with reality? What of the Southern dukes and counts who refuse to bend the knee?;;;;;;;;;;;;;x
EVTDESC200;[Root.GetHerHisCap] Holiness, [Root.GetTitledFirstName], has been swayed by the cries for help from the Christian population in the [From.GetFullName]. [Root.GetSheHeCap] urges all able-bodied men of America to take up arms against the evil [New.GetTitledName] in order to secure [From.GetName] from the clutches of the [New.Religion.GetName] infidels.\n\n God will grant the pilgrims remission of sins in Heaven!;Sa Sainteté [Root.GetTitledFirstName], émue par les appels à l’aide des chrétiens de [From.GetFullName], appelle tous les hommes valides d’Europe à prendre les armes contre le méchant [New.GetTitledName] afin de protéger [From.GetName] des griffes des mahométans impies.\n\n Dieu accordera aux pèlerins le pardon de leur péchés et la vie éternelle !;Seine Heiligkeit, [Root.GetTitledFirstName], ist von den Hilferufen der christlichen Bevölkerung von [From.GetFullName] überzeugt worden. Er ruft alle tauglichen Männer Europas auf, ihre Waffen gegen die bösartigen [New.GetTitledName] zu erheben, um [From.GetName] aus den Fängen der mohammedanischen Ungläubigen zu befreien.\n\n Gott wird den Pilgern dafür ihre Sünden erlassen.;;Su Santidad, [Root.GetTitledFirstName], ha sido sacudido por los gritos de auxilio de la población Cristiana en el [From.GetFullName]. Se insta a todos los hombres sanos de Europa a tomar las armas en contra de los malvados [New.GetTitledName] con el fin de rescatar a [From.GetName] de las garras de los infieles Mahometanos.\n\n ¡Dios concederá a los peregrinos la remisión de sus pecados en el Cielo!;;;;;;;;;x
EVTDESC201;[Root.GetHerHisCap] Holiness, [Root.GetTitledFirstName], is worried about the state of the souls in the [From.GetFullBaseName]. The heathens under [New.GetTitledName] have no hope for salvation and will suffer the eternal fires unless they can be brought to Christ in this life. Any Christian so willing is offered complete absolution of sins in the armed mission against the [New.Religion.GetName] barbarians!;Sa Sainteté [Root.GetTitledFirstName] s'inquiète du salut des âmes au [From.GetFullBaseName]. Les païens aux ordres de [New.GetTitledName] n'ont aucun espoir de salut et connaîtront la damnation éternelle, à moins qu'ils s'en remettent au Christ dans cette vie. Tout chrétien faisant preuve de bonne volonté recevra l’absolution totale de ses péchés en participant à la mission armée contre les barbares [New.Religion.GetName] !;Seine Heiligkeit, [Root.GetTitledFirstName], ist über den Seelenzustand von [From.GetFullBaseName] besorgt. Die Heiden unter [New.GetTitledName] haben keine Hoffnung auf Erlösung und werden im ewigen Feuer leiden, außer sie können in diesem Leben zu Christus gebracht werden. Jedem Christ wird vollständige Absolution der Sünden in der bewaffneten Mission gegen die [New.Religion.GetName] Barbaren angeboten!;;Su Santidad, [Root.GetTitledFirstName], está preocupado por el estado de las almas en el [From.GetFullBaseName]. Los paganos en [New.GetTitledName] no tienen esperanza en la salvación y sufrirán el fuego eterno a menos que puedan ser llevados a Cristo en esta vida. ¡Se ofrece la absolución total de culpas a cualquier Cristiano dispuesto en la misión armada contra los bárbaros [New.Religion.GetName]!;;;;;;;;;x
EVTDESC321;The [From.GetFullBaseName] is afflicted with the scourge of Heresy. [Root.GetHerHisCap] Holiness, [Root.GetTitledFirstName], has decided that the impure [New.GetTitledName] and [New.GetPossPronoun] fallen followers must be Cleansed before this black stain spreads any further!;Le fléau de l'hérésie afflige [From.GetFullBaseName]. Sa Sainteté [Root.GetTitledFirstName] a décidé que [New.GetTitledName] et ses partisans déchus, ces impurs, doivent être purifiés avant que cette tache hérétique se répande à toute la contrée !;[From.GetFullBaseName] wird von einer Welle der Ketzerei heimgesucht. Seine Heiligkeit, [Root.GetTitledFirstName], hat beschlossen, dass der unreine [New.GetTitledName] und [New.GetPossPronoun] gefallenes Gefolge gereinigt werden müssen, bevor dieser dunkle Schmutz weiter Verbreitung findet!;;El [From.GetFullBaseName] está afectado por la plaga de la Herejía. Su Santidad, [Root.GetTitledFirstName], ha decidido que los impuros [New.GetTitledName] y [New.GetPossPronoun] adeptos caídos deben ser Limpiados antes de que esta mancha negra se extienda más!;;;;;;;;;x
BM_CHARLEMAGNE;Indian Country;;;;;;;;;;;;;x
PICK_YOUR_STARTING_ERA;Choose Your Starting Region;;;;;;;;;;;;;x;;
PICK_STARTING_ERA_TEXT;After The End covers a large chunk of the Americas. Choose where on the map you want your game to start.;;;;;;;;;;;;;x;;
ant Saint-Empire romain tandis que les rois chrétiens gagnent du terrain sur une Espagne musulmane divisée et affaiblie. La Scandinavie se convertit rapidement au christianisme, tandis que les colons nordiques installés en Russie et en Bretagne s'assimilent aux populations locales. Cependant, les descendants des Vikings implantés en Normandie et en Italie se préparent à de nouvelles conquêtes, et le temps de la première croisade approche...;Im späten 10. und frühen 11. Jh. änderten sich die Machtverhältnisse der muslimischen Welt, als türkische Dynastien wie die Seldschuken und Ghaznaviden die Vorherrschaft in Persien übernahmen. Das Byzantinische Reich bestand fort, doch ihm sollten schlimme Zeiten bevorstehen. Frankreich und das Heilige Römische Reich teilten sich die Herrschaft über den Westen und die Mitte des europäischen Festlandes, während christliche Könige gegen ein ungeeintes und geschwächtes muslimisches Spanien vorrückten. In Skandinavien breitete sich das Christentum schnell aus und die Wikinger, die sich in Russland und auf der Britischen Insel niedergelassen hatten, wurden von der dortigen Bevölkerung assimiliert. Ihre Nachkommen jedoch, in der Normandie und in Italien, rüsteten sich für neue Eroberungszüge und das Zeitalter der Kreuzzüge nahte...;;A finales del siglo X y comienzos del XI, el mundo musulmán cambió, con dinastías turcas como los selijúcidas y los gaznávidas ahora dominando Persia. El Imperio bizantino aún se mantenía pero se le acercaban tiempos difíciles. La Europa continental central y occidental estaba escindida entre Francia y un fuerte Sacro Imperio Romano, mientras que los reyes cristianos avanzaban ante una debilitada y fracturada España musulmana. Escandinavia pronto se convirtió a la cristiandad y los colonos nórdicos en Rusia y Bretaña fueron integrados a las poblaciones locales. Además, los descendientes de los vikingos en Normandía e Italia se preparaban para nuevas conquistas, y se acercaba el momento de la Primera Cruzada... ;;;;;;;;;x;;
BM_BM_CHARLEMAGNE_DESC;The mass destruction of the Old World was, in many ways, a godsend for the Indians of Old America. With the governments that once oppressed them destroyed, the Native Americans were free of the reservation system, and began expanding outwards once more. Unlike the days before the Indian Wars however, these revitalized nations are now a minority in their own lands, and have had to compromise their rule with Anglo-American vassals and acknowledgement of the Papacy in New Rome. In such a state, can the Indians survive in this new world?;;;;;;;;;;;;;x
pagan_subjugation_desc;Pagan/tribal rulers are allowed to subjugate other pagan/tribal rulers once in their lifetime. (With the 'Become $KING$' ambition, there is no such time limit against targets within the kingdom.) Free men are always willing to follow the mightiest ruler...;Les païens peuvent assujettir d'autres païens, et ce une seule fois pendant toute leur vie. (Avec l'ambition 'Devenir $KING$', cette limitation est levée quand il s'agit de cibles internes au royaume.) Les hommes libres veulent toujours suivre le souverain le plus puissant...;Heiden dürfen einmal im Leben andere heidnische Anführer unterwerfen. (Mit der '$KING$ werden'-Ambition gibt es kein solches Zeitlimit gegen Gegner innerhalb des Königreiches.) Freie Männer sind immer willens, dem stärksten Herrscher zu folgen...;;Los paganos pueden subyugar a otros gobernantes paganos durante su vida. (Con la ambición 'Convertirse en $KING$' no existe tal límite de tiempo contra objetivos dentro del reino.) Los hombres libres siempre estarán dispuestos a seguir al gobernante más poderoso...;;;;;;;;;x;;
EVTDESC62320;Large numbers of adventurous warriors have arrived from all corners of the land, hoping to join your great expedition against [From.GetTitledName]!;De nombreux carls aventureux sont arrivés depuis les quatre coins de la Scandinavie, dans l’espoir de prendre part à votre grande expédition contre [From.GetTitledName] !;Eine große Zahl abenteuerhungriger Huscarls kam aus allen Ecken Skandinaviens in der Hoffnung, Eurer großen Expedition gegen [From.GetTitledName] beitreten zu können!;;¡Un gran número de carls aventureros han llegado de todos los rincones de Escandinavia, con la esperanza de unirse a tu gran expedición contra [From.GetTitledName]!;;;;;;;;;x
EVTDESC94156;An old weather-bitten diplomat who has served in most of the courts in America ("the ones that mattered at least") agreed to take you under his wing for a few days. He has taught you many valuable tricks in how to deal with vassals and other rulers.;Un vieux diplomate ayant servi dans la plupart des cours d'Europe ("au moins celles qui comptent") a accepté de vous prendre sous son aile durant quelques jours. Il vous a appris de précieuses astuces pour traiter avec vos vassaux et les autres dirigeants;Ein alter Diplomat, der sehr viele Höfe Europas aus erster Hand kennt (''wenigstens die, auf die es ankommt'') erklärt sich bereit, Euch einiges über die Diplomatie zu erzählen. Er hat Euch viele wertvolle Hinweise bezüglich des Verhaltens gegenüber Fürst;;Un curtido diplomático que ha servido en la mayoría de las cortes europeas ("al menos las importantes") ha aceptado tenerte bajo su tutela por unos días. Te ha enseñado muchos trucos valiosos sobre cómo lidiar con los vasallos y otros gobernantes.;;;;;;;;;x;;
EVTDESC_TOG_3320;The pillaging and looting undertaken in your name has earned you a reputation as a fearsome Viking raider. All along the coasts of America, mothers tucking their children in for the night warn that unless they behave, the terrible [Root.GetFirstName], scourge of the seas, will come ashore with his undead warriors and eat them.;Les pillages commis en votre nom vous ont valu une réputation de redoutable pillard viking. Tout le long des côtes européennes, les mères bordent leurs enfants le soir en leur disant que s'ils ne sont pas sages, le terrible [Root.GetFirstName], le fléau des mers, débarquera avec ses guerriers morts-vivants pour les manger.;Das Brandschatzen und Plündern in Eurem Namen hat Euch den Ruf eines furchtlosen Wikinger-Räubers eingebracht. An allen Küsten Europas bringen Mütter ihre Kinder abends zu Bett und flüstern Warnungen, dass der Schrecken [Root.GetFirstName], die Geißel der Meere, mit seinen untoten Kriegern kommen und sie fressen wird, wenn sie sich nicht benehmen.;;El pillaje y el saqueo llevado a cabo en tu nombre te ha dado una reputación de temible asaltante Vikingo. A lo largo de las costas de Europa, las madres advierten a sus hijos cuando llega la noche que si no se comportan, el terrible [Root.GetFirstName], castigo de los mares, llegará a tierra con sus guerreros muertos vivientes y se los comerán.;;;;;;;;;x
EVTOPTALoR.886;Tell us more about this mythical realm of Brasilia.;Dites-m'en plus sur ce royaume mythique de Hindoustan.;Erzählt uns mehr über dieses mysteriöse Reich der Hindustani.;;Cuéntanos más acerca de este mítico reino de Indostán.;;;;;;;;;x
EVTDESC_TOG_164;Some travelers from faraway Brasilia have offered to teach your pet bear to dance, and you have accepted their offer. After spending many months at your court, they have succeeded and you have become renowned throughout the world as the mighty [Root.GetTitle] with the dancing white bear.;Quelques voyageurs venus du lointain Hindoustan vous ont offert d'enseigner à votre ours à danser, offre que vous avez acceptée. Après avoir séjourné de nombreux mois dans votre cour, ils ont réussi et vous êtes devenu(e) célèbre à travers le monde en tant que puissant(e) [Root.GetTitle] à l'ours blanc dansant. ;Einige Reisende von Hindustan haben Euch angeboten, Eurem Bären das Tanzen beizubringen, und Ihr habt dieses Angebot angenommen. Nach einigen Monaten an Eurem Hofe hatten sie Erfolg und Ihr wurdet weltweit bekannt als [Root.GetTitle] voll Macht mit einem tanzenden, weißen Bären.;;Algunos viajeros procedentes de la lejana Hindustan se han ofrecido para enseñar a tu mascota el oso a bailar, y has aceptado su oferta. Después de pasar varios meses en tu corte, han tenido éxito y te has hecho famoso en todo el mundo como el poderoso [Root.GetTitle] con el oso blanco que baila.;;;;;;;;;x
EVTDESC94018;History is a subject that has always fascinated you, and you have spent the last few weeks studying the tales of the great generals of antiquity. There are many lessons to be learned from their legendary campaigns of conquest and heroism.;L'histoire est une matière qui vous a toujours fasciné et vous avez passé les dernières semaines à étudier les campagnes d'Alexandre le Grand. Nombreuses sont les leçons à tirer de ses conquêtes orientales.;Geschichtliches hat Euch schon immer interessiert, und die letzten Wochen habt Ihr Euch ganz dem Studium der Feldzüge Alexanders des Großen gewidmet. Aus der Beschreibung seiner Feldzüge im Osten konntet Ihr wertvolle Erkenntnisse gewinnen.;;La Historia es una materia que siempre te ha llamado la atención, y has pasado las últimas semanas estudiando las campañas de Alejandro Magno. Se pueden aprender mucho de sus conquistas en oriente.;;;;;;;;;x;;
EVTOPTA94018;Perhaps I, too, will march to the sea some day.;Peut-être que moi aussi, j'envahirai l'Orient, un jour.;Vielleicht werde auch ich mich eines Tages gen Osten wenden.;;Tal vez algún día yo también marche hacia oriente.;;;;;;;;;x
EVTDESC94018_india;History is a subject that has always fascinated you, and you have spent the last few weeks studying the campaigns of El Libertador. There are many lessons to be learned from his conquests.;L'histoire est un domaine qui vous a toujours fasciné, et vous avez passé les dernières semaines à étudier les campagnes d'Ashoka le Grand. Ses conquêtes sont riches de nombreux enseignements.;Schon immer war die Geschichte ein Fach, dem Euer besonderes Interesse galt, und so habt Ihr Euch in den letzten Wochen eingehend mit den Feldzügen Ashokas des Großen befasst. Das Studium seiner Eroberungen war höchst aufschlussreich.;;Siempre te ha fascinado la historia, y en las últimas semanas has pasado muchos ratos estudiando las campañas de Ashoka el Grande. Se puede aprender mucho de sus conquistas.;;;;;;;;;x
EVTDESC_94019;After many months studying the campaigns of the ancient generals of antiquity you have acquired many fascinating insights and gained new wisdom in military matters. You realize that the Art of War might be well worth studying.;Après des mois passés à étudier les campagnes d'Alexandre le Grand, vous avez acquis de nombreuses et fascinantes connaissances, ainsi qu'une nouvelle vision de la chose militaire. Vous pensez qu'il pourrait être bon de vous plonger dans l'étude de l'art de la Guerre.;Nach mehreren Monaten des Studiums der Feldzüge Alexanders des Großen, durch das Ihr viele neue Erkenntnisse gewannt, hat sich Euer Verständnis für militärische Belange deutlich verbessert. Ihr erkennt, dass das Studium der Kriegskunst sich durchaus lohnen könnte.;;Después de muchos meses estudiando las campañas de Alejandro Magno, has aprendido muchas cosas sobre asuntos militares. Te parece que el Arte de la Guerra merece la pena estudiarla bien.;;;;;;;;;x
EVTDESC_94019_india;After spending many months studying the campaigns of El Libertador you have gained some fascinating insights and acquired new wisdom in military matters. You realize that the Art of War might be well worth studying.;Après des mois passés à étudier les campagnes d'Ashoka le Grand, vous avez acquis de nombreuses et fascinantes connaissances, ainsi qu'une nouvelle vision de la chose militaire. Vous pensez qu'il pourrait être bon de vous plonger dans l'étude de l'art de la guerre.;Nach mehreren Monaten des Studiums der Feldzüge Ashokas des Großen, durch das Ihr viele neue Erkenntnisse gewinnen konntet, hat sich Euer Verständnis für militärische Belange deutlich verbessert. Ihr erkennt, dass sich das Studium der Kriegskunst durchaus lohnen könnte.;;Después de muchos meses estudiando las campañas de Ashoka el Grande, has aprendido muchas cosas sobre asuntos militares. Te parece que el Arte de la Guerra merece la pena estudiarla bien.;;;;;;;;;x
