#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
new_druid_in_court;New Druid in Court;;;;;;;;;;;;;x
new_druid_in_court_desc;A Druid has just arrived in this lord's court.;;;;;;;;;;;;;x
title_court_druid;Court Druid;;;;;;;;;;;;;x
title_court_druid_desc;Responsible for organising worship and sacrifices, divination, and judicial procedure in Druidic society, they are as essential to a ruler as his sword.;;;;;;;;;;;;;x
title_court_bard;Court Bard;;;;;;;;;;;;;x
title_court_bard_desc;Bards were those who sang the songs recalling the Druidic lore of old as well as the ancient folk tales native to this land. The people of the north maintain an intricate oral history committed to memory and transmitted by bards. Bards facilitated the memorization of such materials by the use of metre, rhyme and other formulaic poetic devices.;;;;;;;;;;;;;x
title_pagan_wizard;defunct title;;;;;;;;;;;;;x
title_pagan_wizard_desc;defunct title;;;;;;;;;;;;;x
title_court_wizard;Court Wizard;Magicien de la cour;;;;;;;;;;;;x
title_court_wizard_desc;An unwashed, mysterious wizard from the countryside, his powers are unclear, but they serve to appease the more occult worries of a ruler.;Un païen, mystérieux et sale, venu de la campagne, ses pouvoir ne sont pas clair, mais servent à résoudre les problèmes les plus... ésotériques d'un souverain;;;;;;;;;;;;x
title_royal_champion;Champion;Champion;;;;;;;;;;;;x
title_royal_champion_desc;The best warrior of the land, the title of champion is a great honor among Druidics, their task is to protect their king.;Le meilleur guerrier du pays, le titre de champion est un grand honneur parmis le peuple Celte.;;;;;;;;;;;;x
title_uchelwr;Winger;Winger;;;;;;;;;;;;x
title_uchelwr_desc;The wingers descend from a class of legendary ancient warriors who once roamed throughout the frozen north. These upper class warriors favour red tunics, and are masters of navigating frozen and rough terrain. The wingers are typically armed with lances or polearms.;;;;;;;;;;;;;x
title_vates;Puowin;Puowin;;;;;;;;;;;;x
title_vates_desc;The Puowinu'g are one of three classes of Druidic priesthood, the other two being the druids and the bards. The Puowinu'g have the role of seers and healers, and assist druids with their expertise in areas of knowledge that Druids are frequently unfamiliar with.;;;;;;;;;;;;;x
title_chariot_master;Chariot Master;Le maître du Char;;;;;;;;;;;;x
title_chariot_master_desc;The Chariot Master is charged with maintaining the lord's chariots and horses. A position of trust, the honor is only bestowed on warriors, who understand the needs of a charioteer.;Le Maître du Char est chargé de maintenir les chars et les chevaux du Seigneur. Une position de confiance, l'honneur est seulement accordé aux guerriers, qui comprennent les besoins d'un conducteur de voiture.;;;;;;;;;;;;x
title_headsman;Headsman;Bourreau;;;;;;;;;;;;x
title_headsman_desc;The Headsman is charged with the care of the royal family's collection of preserved heads. While the actual labor of refilling the jars with juniper oil and replacing damaged vessels is left to servants, they are directed by the Headsman.;Le bourreau est chargé des soins de la collection de têtes conservées de la famille royale. Le travail réel de remplissage des pots à l'huile de genièvre et le remplacement des vaisseaux endommagés est laissé aux serviteurs, ils sont dirigés par le bourreau.;;;;;;;;;;;;x
title_warden;Warden of the Wilds;Gardien de la nature;;;;;;;;;;;;x
title_warden_desc;The Wardens are responsible for the royal hunting grounds and generally preserving and protecting the wild places from people, and the people from the wild places. The duties of this office are divided into Wards: North, South, East, and West.;Les Gardiens sont responsables des terrains de chasse royaux et en général la préservation et la protection des lieux sauvages de personnes, et les gens des lieux sauvages. Les fonctions de ce bureau sont divisées en quartiers: Nord, Sud, Est et Ouest.;;;;;;;;;;;;x
#;;;;;;;;;;;;;;
abdication_gaelic;Abdicate your throne;Abdiquer.;;;;;;;;;;;;x
abdication_gaelic_desc;Your injuries are a sign of weakness, following great Nuada's example, it would be wise to abdicate your throne for the safety of your people.;Vos blessures sont un signe de faiblesse, suivez donc l'exemple du grand Nuada, Il serait plus sage d'abdiquer pour le bien de votre peuple.;;;;;;;;;;;;x
gaelic_abdication;For the glory of Talamh an Éisc!;;;;;;;;;;;;;x
unfit_gaelic_king;Unfit to rule;incapable de régner;;;;;;;;;;;;x
unfit_gaelic_king_desc;A serious injury to this ruler's body has made his rule illegitimate in the eyes of his people;Une blessure grave a rendu le règne de ce souverain illégitime aux yeux de son peuple.;;;;;;;;;;;;x
###### Mercs and holy orders;;;;;;;;;;;;;x
d_wolftails;Wolftails;Queue de Loup;;;;;;;;;;;;x
d_wolftails_adj;Wolftails;Queue de Loup;;;;;;;;;;;;x
d_red_dragons;Red Dragon Knights;Chevalier Dragon;;;;;;;;;;;;x
d_red_dragons_adj;Draconic;Draconique;Draconic;;Draconic;;;;;;;;;x
celtic_knight;Dragon;Dragon;;;;;;;;;;;;x
celtic_knight_desc;This character is a veteran of the Red Dragon Knights.;Ce caractère est un vétéran des Chevaliers Dragons Rouges;;;;;;;;;;;;x
d_round_table;Round Table;Table ronde;;;;;;;;;;;;x
d_round_table_adj;Knightly;Chevalier;;;;;;;;;;;;x
fian;Paladin;Paladin;;;;;;;;;;;;x
fian_desc;This character is a veteran of the knightly warbands.;Cette personne est un vétéran de la compagnie de chevaliers.;;;;;;;;;;;;x
d_gwydion;Sons of Glooscap;Fils de Glooscap;Sons of Glooscap;;Sons of Glooscap;;;;;;;;;x
d_gwydion_adj;Glooscap;Glooscap;Glooscap;;Glooscap;;;;;;;;;x
wolf;Wolf;Loup;;;;;;;;;;;;x
wolf_desc;This character is a veteran of the Sons of Glooscap.;Ce caractère est un vétéran des fils de Glooscap;;;;;;;;;;;;x
lughs_own;Battle Raven;Bataille des corbeaux;;;;;;;;;;;;x
lughs_own_desc;This character is a veteran of a Druidic Great Holy War.;Ce personnage est un vétéran d'une grande guerre sainte Druidique.;;;;;;;;;;;;x
###### Celtic sacred symbols ;;;;;;;;;;;;;x
sacred_symbol_built;Shrines are built in honor of the gods\n;;;;;;;;;;;;;x
sacred_the_giants_causeway;The Giants Causeway;;;;;;;;;;;;;x
sacred_the_giants_causeway_desc;Ancient meeting place of the giant Fomorians, this place has kept a great importance for the sons of Mil.;;;;;;;;;;;;;x
sacred_lia_fail;The Lia Fàil;;;;;;;;;;;;;x
sacred_lia_fail_desc;Sacred stone of Kings sitting on top of the hill of Tara, at the touch of the rightful king of New England, it screams his name three times.;;;;;;;;;;;;;x
sacred_carnac;The Stones of Carnac;;;;;;;;;;;;;x
sacred_carnac_desc;Whether the remnants of a Sasanach army turned to stone by Merlin or ancient temple grounds of their primeval ancestors, the stones of Carnac are considered a sacred destination by many Druidics.;;;;;;;;;;;;;x
sacred_stonehenge;Stonehenge;;;;;;;;;;;;;x
sacred_stonehenge_desc;An important pilgrimage site, this stone circle, standing from times immemorial, is often used by the Druids for their sacred ceremonies.;;;;;;;;;;;;;x
sacred_hill_of_uisneach;The Hill of Uisneach;;;;;;;;;;;;;x
sacred_hill_of_uisneach_desc;Known as the sacred centre of Ceanada, this hill is also the chosen site for the annual celebration of Beltaine.;;;;;;;;;;;;;x
sacred_ring_of_brodgar;The Ring of Brodgar;;;;;;;;;;;;;x
sacred_ring_of_brodgar_desc;Most important stone circle in Ceap Breatainn, the Druids have made this a sacred temple to the Gods;;;;;;;;;;;;;x
sacred_bear;Sacred Bears;;;;;;;;;;;;;x
sacred_bear_desc;The Bear is highly sacred in this region, thought to be the earthly avatar of many powerful gods and goddesses. ;;;;;;;;;;;;;x
sacred_horse;Sacred Horses;;;;;;;;;;;;;x
sacred_horse_desc;Protected by Macha, the white horses are a sign of the favour she has for this region.;;;;;;;;;;;;;x
sacred_yew;Sacred Yew Trees;;;;;;;;;;;;;x
sacred_yew_desc;A symbol of immortality, the mighty yew trees that grow in the sacred groves are a gift from the Gods.;;;;;;;;;;;;;x
sacred_stag;Sacred Stags;;;;;;;;;;;;;x
sacred_stag_desc;Companion to the Gods and the many spirits of the land, the stags and deer of this area are particularly healthy.;;;;;;;;;;;;;x
sacred_dog;Sacred Dogs;;;;;;;;;;;;;x
sacred_dog_desc;Dogs were seen to be keen-scented, good at hunting, guarding and healing themselves, their abundance in this region is clearly a gift.;;;;;;;;;;;;;x
sacred_oak;Sacred Oaks;;;;;;;;;;;;;x
sacred_oak_desc;The great Oaks and the sacred mistletoe that they bear are of utmost importance to the Druidics.;;;;;;;;;;;;;x
sacred_standing_stones;Standing Stones;;;;;;;;;;;;;x
sacred_standing_stones_desc;Often the site of pilgrimages, standing stones are a boon for any lord, their presence lending prestige and protection.;;;;;;;;;;;;;x
sacred_lake;Sacred Lake;;;;;;;;;;;;;x
sacred_lake_desc;This mysterious lake is often the recipient of gifts to the Gods, for its waters are considered a pathway to the Otherworld.;;;;;;;;;;;;;x
sacred_source;Sacred Spring;;;;;;;;;;;;;x
sacred_source_desc;The waters flowing from this source are thought to hold healing powers and are thus sacred.;;;;;;;;;;;;;x
sacred_river;Sacred River;;;;;;;;;;;;;x
sacred_river_desc;A goddess is believed to reside in the waters of this river, blessing all peoples living near it.;;;;;;;;;;;;;x
###### Circle of Druids;;;;;;;;;;;;;x
CIRCLE_OF_DRUIDS;Circle of Druids;Le Cercle des Druides;;;;;;;;;;;;x
NEXT_ARCH_DRUID;Successor;Successeur;;;;;;;;;;;;x
SUCCESSOR;Successor;;;;;;;;;;;;;x
title_druid_circle_member;Druid of the Circle;Druide de Cercle;;;;;;;;;;;;x
best_candidate_title_druid_circle_member;My best candidate;Mon meilleur candidat;;;;;;;;;;;;x
best_candidate_title_druid_circle_member_tooltip;Of all the Druids in my realm, this one is the likeliest to enter the Circle of Druids;De tout les Druides de mon royaume, c'est celui qui a le plus de chance d'entrer dans le Cercle des Druides;;;;;;;;;;;;x
expected_next_title_druid_circle_member;Expected next member;Prochain membre attendu;;;;;;;;;;;;x
expected_next_title_druid_circle_member_tooltip;This druid is probably the next member of the Circle, once a position becomes available;Ce druide est probablement le prochain membre du Cercle, dés qu'un siège sera vacant.;;;;;;;;;;;;x
# Celtic Societies ;;;;;;;;;;;;;x
secret_religious_society_celtic_pagan;the Hidden Circle;;;;;;;;x
secret_religious_society_celtic_pagan_desc;The followers of the Druidic faith have long known persecution, especially from Christian hands. As always, they persevere, even if they must use deception. Though they utter empty prayers to foreign gods, they secretly meet in private chambers and secluded groves to offer devotion and sacrifice to Danu, the Mother and source of life. They keep their faith knowing that some day mighty Taranis the Thunderer will strike down those who have persecuted the faithful.;;;;;;;;x
secret_religious_society_celtic_pagan_reformed;Danu's Faithfull;;;;;;;;x
secret_religious_society_celtic_pagan_reformed_desc;The new Druidic faith may be young, but it's followers are no less devout than any other. Even when they must publicly profess faith in false gods, the children of Danu plan and prepare for the day when they might worship the gods in the light of day. They know that none can long stand against the might of Lug of the Long Spear, and those that opress them will get what they deserve.;;;;;;;;x
secretly_convert_to_celtic_pagan_holy_site;Secretly Convert to Druidic;;;;;;;;;;;;;x
secretly_convert_to_celtic_pagan_holy_site_desc;The §YDruidic§! shrine in §Y[Root.Location.GetName]§! has drawn my attention of late. It feels ancient, patient, and powerful. It seems to be waiting to reveal it's secrets. I am tempted to listen...;;;;;;;;;;;;;x
secretly_convert_to_celtic_pagan_reformed_holy_site;Secretly Convert to Druidic;;;;;;;;;;;;;x
secretly_convert_to_celtic_pagan_reformed_holy_site_desc;The §YDruidic§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §YDruidique§! qui affluent vers le site saint en §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté[Root.GetNoneE] de me convertir en secret...;Die §YDruidic§! Pilger in §Y[Root.Location.GetName]§! beeindrucken mich durch die Tiefe und die Leidenschaft ihres Glaubens. Ich bin versucht, heimlich zu konvertieren ...;;Los peregrinos §YDruidicas§! que acuden en masa al lugar sagrado en §Y[Root.Location.GetName]§! me impresionan con la profundidad y la pasión de su fe. Me tienta convertirme en secreto...;;;;;;;;;x
secret_religious_society_celtic_pagan_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_celtic_pagan_rank_1_female;Faithful;Fidèle;Getreue;;Fiel;;;;x
secret_religious_society_celtic_pagan_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;x
secret_religious_society_celtic_pagan_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;x
secret_religious_society_celtic_pagan_rank_4_female;Herald;Messagère;Herold;;Mensajera;;;;x
secret_religious_society_celtic_pagan_rank_1_male;Faithful;Fidèle;Getreuer;;Fiel;;;;x
secret_religious_society_celtic_pagan_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;x
secret_religious_society_celtic_pagan_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;x
secret_religious_society_celtic_pagan_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;x
secret_religious_society_celtic_pagan_reformed_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_celtic_pagan_reformed_rank_1_female;Faithful;Fidèle;Getreue;;Fiel;;;;x
secret_religious_society_celtic_pagan_reformed_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;x
secret_religious_society_celtic_pagan_reformed_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;x
secret_religious_society_celtic_pagan_reformed_rank_4_female;Herald;Messagère;Herold;;Mensajera;;;;x
secret_religious_society_celtic_pagan_reformed_rank_1_male;Faithful;Fidèle;Getreuer;;Fiel;;;;x
secret_religious_society_celtic_pagan_reformed_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;x
secret_religious_society_celtic_pagan_reformed_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;x
secret_religious_society_celtic_pagan_reformed_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;x
secret_celtic_pagan_community;Secret Druidic Community;Communauté celtique païen secrète;Geheime Keltischen heidnischen Gemeinde;;Comunidad celtico pagano secreta;;;;;;;;;x
secret_celtic_pagan_community_desc;In secret, Druidic faithfuls have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;Des fidèles celtique païen ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Anhänger des keltischen heidnischen Glaubens heimlich zu einer Gemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles de celtico pagano han creado una comunidad secreta en esta provincia. De este modo convierten a otros, crecen y protegen a los suyos.;;;;;;;;;x
secret_celtic_pagan_reformed_community;Secret Druidic Community;Communauté druidique secrète;Geheime druidiche Gemeinde;;Comunidad druida secreta;;;;;;;;;x
secret_celtic_pagan_reformed_community_desc;In secret, Druidic faithfuls have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;Des fidèles Druidiques ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Anhänger des druidisch Glaubens heimlich zu einer Gemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles de Druida han creado una comunidad secreta en esta provincia. De este modo convierten a otros, crecen y protegen a los suyos.;;;;;;;;;x
secret_religious_society_celtic_pagan_leader_desc;A High Priest in $SOCIETY|Y$;Un grand prêtre dans $SOCIETY|Y$;Hohepriester von $SOCIETY|Y$;;Sumo sacerdote de $SOCIETY|Y$;;;;;;;;;x
secret_religious_society_celtic_pagan_reformed_leader_desc;A High Priest in $SOCIETY|Y$;Un grand prêtre dans $SOCIETY|Y$;Hohepriester von $SOCIETY|Y$;;Sumo sacerdote de $SOCIETY|Y$;;;;;;;;;x
mnm.3225.ancrel;In an effort to convince the court of my commitment to [Root.Religion.GetHighGodName], I have gone to [Root.GetHouseOfWorship], to make an offering at the altar of the gods. A [Root.Religion.GetPriestTitle] eyes me warily as I walk up the steps and enter the building. May [Root.GetTrueReligionHighGod] forgive me, but I need to make a good impression here.;Dans un effort visant à convaincre la Cour de mon engagement envers [Root.Religion.GetHighGodName], je suis devant l'entrée [Root.GetHouseOfWorshipDuDela] pour laisser une offrande à l'autel des dieux. Un [Root.Religion.GetPriestTitle] me regarde avec méfiance alors que je gravis les marches et entre dans le bâtiment. Que [Root.GetTrueReligionHighGod] me pardonne, mais je dois faire bonne impression ici.;Um den Hof von meiner Hingabe zu [Root.Religion.GetHighGodName] zu überzeugen, bin ich zum/zur [Root.GetHouseOfWorship] gegangen, um am Altar der Götter eine Opfergabe darzubringen. Ein/e [Root.Religion.GetPriestTitle] schaut mich misstrauisch an, als ich die Stufen hinaufsteige und das Gebäude betrete. Möge [Root.GetTrueReligionHighGod] mir vergeben, aber ich muss hier einen guten Eindruck machen.;;En un intento de convencer a la corte de mi compromiso con [Root.Religion.GetHighGodName], he ido al templo para hacer una ofrenda en el altar de los dioses. El religioso me observa con recelo mientras subo los peldaños y entro en el edificio. Que [Root.GetTrueReligionHighGod] me perdone, pero debo dar una buena impresión.;;;;;x
mnm.3226.ancrel;As I step up in front of them, my people eye me carefully. They depend on their [Root.GetTitle], and [Root.GetHerHis] connection to [Root.Religion.GetHighGodName], to guide them. The [Root.Religion.GetPriestTitle] nods at me, and I stare into the flames of the altar candle lights for a moment. When I finally speak, I imagine that I am praising [Root.GetTrueReligionHighGod] – unsurprising, my words have never seemed more true.;En me levant devant eux, mon peuple me regarde attentivement. Ils comptent sur leur [Root.GetTitle] et sur sa connexion avec [Root.Religion.GetHighGodName] pour les guider. Le [Root.Religion.GetPriestTitle] m'encourage d'un hochement de tête, et je fixe les flammes des bougies de l'autel pendant un moment. Quand je parle enfin, j'imagine que je loue [Root.GetTrueReligionHighGod] – sans surprise, mes paroles n'ont jamais semblé plus vraies.;Als ich zum Altar hochgehe, beobachten mich meine Untertanen aufmerksam. Sie sind von mir als [Root.GetTitle] und meiner Verbindung zu [Root.Religion.GetHighGodName] abhängig, damit ich sie richtig führe. Der/die [Root.Religion.GetPriestTitle] nickt mir zu, und ich starre für eine Weile in die Flammen der Kerzen des Altars. Als ich schließlich zu reden beginne, stelle ich mir vor, [Root.GetTrueReligionHighGod] zu preisen, und es überrascht mich nicht, dass es mir so vorkommt, als hätte ich noch nie wahrere Worte gesprochen.;;"Cuando me coloco ante los fieles, me miran con atención. Cuentan con su [Root.GetTitle] y con su conexión con [Root.Religion.GetHighGodName] para guiarlos. El religioso me mira y asiente, y yo observo las llamas de las velas del altar durante un momento. Al fin empiezo a hablar e imagino que alabo a [Root.GetTrueReligionHighGod] como era de esperar, mis palabras nunca han parecido tan ciertas.";;;;;x
mnm.3227.ancrel;As I step up to the altar, the [Root.Religion.GetGroupName]s eye me warily. They depend upon me, as [Root.GetTitle] and my connection to [Root.Religion.GetHighGodName], to guide them. The [Root.Religion.GetPriestTitle] nods solemnly at me. I look up at the ornamental windows of the [Root.GetHouseOfWorship], silently begging [Root.GetTrueReligionHighGod] for some surge of inspiration – it never comes. I run off the stage, leaving rows of people confused.;Alors que je monte vers l'autel, les [Root.Religion.GetGroupName]s m'observent avec méfiance. Ils comptent sur moi, en tant que [Root.GetTitle] et sur ma connexion avec [Root.Religion.GetHighGodName] pour les guider. Le [Root.Religion.GetPriestTitle] me fait un signe solennel. Je regarde les fenêtres ornementales [Root.GetHouseOfWorshipDuDela], en suppliant silencieusement [Root.GetTrueReligionHighGod] pour une certaine poussée d'inspiration – qui ne vient jamais. Je cours hors de la scène, laissant des rangées de gens confus.;Als ich zum Altar hochgehe, beobachten mich die Anhänger der Religion [Root.Religion.GetName] misstrauisch. Sie sind von mir als [Root.GetTitle] und meiner Verbindung zu [Root.Religion.GetHighGodName] abhängig, damit ich sie richtig führe. Der/die [Root.Religion.GetPriestTitle] nickt mir feierlich zu. Ich schaue zu den verzierten Fenstern im/in der [Root.GetHouseOfWorship] hinauf und bitte [Root.GetTrueReligionHighGod] stumm um eine Eingebung, doch diese Eingebung kommt einfach nicht. Ich renne von der Bühne und lasse die Reihen der Anwesenden verwirrt hinter mir zurück.;;Cuando subo al altar, los [Root.Religion.GetGroupName] me observan con recelo. Cuentan conmigo como [Root.GetTitle], y con mi conexión con [Root.Religion.GetHighGodName] para guiarlos. El religioso me mira y asiente con solemnidad. Alzo la vista hacia las ventanas ornamentales de [Root.GetHouseOfWorship], suplicando en silencio a [Root.GetTrueReligionHighGod] una pizca de inspiración... pero no llega. Bajo corriendo de la tarima, dejando a filas de asistentes confundidos.;;;;;x
