#SOCIETY STUFF
regla_de_ifa;[GetReglaDeIfaSocietyName];[GetReglaDeIfaSocietyName];[GetReglaDeIfaSocietyName];;;;;;;;;;;x
EVTDESC_regladeifa_3;[From.GetMOGreeting], [Root.GetTitledFirstName]\n\nWe are delighted by your decision to join our ranks as an initiate, [Root.GetTitle]. Together we shall strive for the betterment of ourselves and our fellow [Root.GetReligiousPerson]s by following [From.GetMOCode].\n\n[From.GetMOFarewell],\nSigned, [From.GetSocietyRank] [From.GetFirstName];[From.GetMOGreeting], [Root.GetTitledFirstName] \n\nNous sommes ravis de votre décision de rejoindre nos rangs en tant que membre lai[Root.Get_E]. Ensemble, nous nous efforcerons de nous dépasser, nous et nos camarades [Root.GetReligiousPerson]s, en respectant [From.GetMOCode].\n\n[From.GetMOFarewell],\nSigné, [From.GetSocietyRank] [From.GetFirstName];[From.GetMOGreeting], [Root.GetTitledFirstName],\nwir sind von Eurer Entscheidung, Euch als Laienmitglied unseren Reihen anzuschließen, entzückt. Lasst uns gemeinsam durch [From.GetMOCodedieden] nach unserer eigenen Verbesserung und der Verbesserung [Root.GetReligiousPerson] Menschen streben.\n\n[From.GetMOFarewell]\n[From.GetSocietyRank] [From.GetFirstName];;[From.GetMOGreeting], [Root.GetTitledFirstName]\n\nNos complace tu decisión de unirte a nosotros, [Root.GetTitle]. Juntos lucharemos por superarnos a nosotros mismos y a nuestros compañeros [From.GetTrueReligionGroupPersons], guiados por la [From.GetMOCode].\n\n[From.GetMOFarewell].\nFirmado: [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;x
EVTOPTA_regladeifa_3;Thank you, [From.GetSocietyRank] [From.GetFirstName].;;;;;;;;;;;;;x
EVTDESC_regladeifa_100;I brewed the potion just like the divine recipe dictated. Mere seconds after it passed my lips a wave of pleasurable sensations rolled over me! While the peak of my bliss was short-lived, that first rush must have washed away the dispiriting darkness that has plagued me for so long.;;;;;;;;;;;;;x
EVTOPTA_regladeifa_100;Praise [Root.Religion.GetHighGodName]!;;;;;;;;;;;;;x
EVTDESC_regladeifa_101;'I do not mean to meddle, [Root.GetTitledFirstName], but you do not seem to be well,' says [From.GetTitledFirstName], concern tinting [From.GetHerHis] voice. 'I have brewed a sacred potion that can raise low spirits and bring about happiness.' [From.GetSheHeCap] offers me a flask containing an unidentifiable liquid.;;;;;;;;;;;;;x
EVTOPTA_regladeifa_101;I am willing to give it a try, [From.GetFirstName].;Je suis disposé[Root.Get_E] à faire un essai, [From.GetFirstName].;Ich bin bereit, es zu probieren, [From.GetFirstName].;;Me gustaría probarlo, [From.GetFirstName].;;;;;;;;;x
EVTOPTA_regladeifa_101_TT;Drink the potion. §Y[From.GetTitledFirstName]§! has assured you there will be no side effects...;Vous buvez le breuvage magique. [From.Get_Le_TitledFirstNameJ] vous a assuré qu'il n'y aurait pas d'effets secondaires...;Kostet von dem Trank. §Y[From.GetTitledFirstName]§! hat Euch versichert, dass er keine Nebenwirkungen haben wird...;;Bebe la poción. §Y[From.GetTitledFirstName]§! te ha asegurado que no tiene efectos secundarios...;;;;;;;;;x
EVTOPTB_regladeifa_101;What is that vile concoction? Black magic? I will take my chances.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_101_TT;Refuse to drink the potion.;Vous refusez de boire le breuvage magique.;Weigert Euch, von dem Trank zu kosten.;;Niégate a beber la poción.;;;;;;;;;x
EVTDESC_regladeifa_102;I brewed the potion just like the divine recipe dictated. [From.GetTitledFirstName] gratefully accepted my help and as soon as [From.GetSheHe] drank my concoction, I could see a change in [From.GetHerHim]. Now the light has returned to [From.GetHerHis] eyes!;;;;;;;;;;;;;x
EVTOPTA_regladeifa_102;I am glad I could be of assistance, [From.GetFirstName].;;;;;;;;;;;;;x
EVTDESC_regladeifa_103;For a while I felt like nothing could extinguish the renewed sense of joy and purpose I gained after drinking the potion. It seems as if I was mistaken. Life and duty wears one down and I am no exception. There is nothing more, no great secret to uncover. Just toil and anguish, every day until my last.;J'ai pensé durant un temps que rien ne pourrait éteindre le sentiment retrouvé de joie et d'ambition acquis depuis la consommation du breuvage magique. Il semble que je me sois trompé[Root.Get_E]. La vie et les responsabilités comportent des difficultés, et je ne suis pas une exception. Il n'y a rien de plus, aucun grand secret à découvrir. Simplement de la fatigue et de l'angoisse, chaque jour jusqu'à mon dernier.;Eine Weile kam es mir so vor, als könne nichts das durch den Trank gewonnene erneuerte Gefühl von Freude und Erfüllung auslöschen. Das Leben und die Pflicht zermürben einen aber nun mal - da bin ich keine Ausnahme. Es gibt nichts weiter, kein großes Geheimnis, das es zu entschleiern lohnt. Nur Mühsal und Verzweiflung, Tag für Tag, bis an mein Lebensende.;;Por un momento sentí como si nada pudiese extinguir la renovada sensación de alegría y resolución que obtuve después de beber la poción. Parece que me equivoqué. La vida y el deber lo desgastan a uno, y yo no soy una excepción. Ya no hay nada más. No quedan secretos por descubrir. No hay más que trabajo y angustia hasta el último de mis días.;;;;;;;;;x
EVTOPTA_regladeifa_103;I must have gotten the recipe wrong somehow...;;;;;;;;;;;;;x
EVTDESC_regladeifa_200;As I begin to partake of the sacrament, I feel nothing at first. Yet it only takes a few moments before I begin to see beyond... Distorted images of the world, the past and the future. I take a deep breath, to attune myself to what I am looking for...;;;;;;;;;;;;;x
EVTOPTA_regladeifa_200;I want to know about battles to come.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_200;I want to know where my relationships will lead.;;;;;;;;;;;;;x
EVTOPTC_regladeifa_200;I want to know what will happen to me as [Root.GetTitle].;;;;;;;;;;;;;x
EVTDESC_regladeifa_201_BATTLE_A;The sacrament's power fluctuates. I breathe and focus deeply. It takes time, maybe hours, as time becomes fleeting.\nThen I see it. A fierce battle! I can almost hear the clanking of swords.;;;;;;;;;;;;;x
EVTDESC_regladeifa_201_BATTLE_B;It takes a minute, but after a while I am certain of it: I see a lion! Or... No, it's a woman. With the head of a lion!;;;;;;;;;;;;;x
EVTDESC_regladeifa_201_BATTLE_C;I concentrate for a long time, breathing deeply. I almost have time to doubt myself, but then I see it: a shadow, then two. It looks like a fire, and a sword.;;;;;;;;;;;;;x
EVTDESC_regladeifa_201_RELATIONSHIP_A;I see... nothing. I feel tired.;;;;;;;;;;;;;x
EVTDESC_regladeifa_201_RELATIONSHIP_B;At first, all I the water shows me is the reflection of the ceiling. I shake my head. I have to look beyond the material world! I close my eyes, and when I open them again, I see it clearly.\nA bed of flowers, and an urn.;Au début, tout ce que l'eau me montre, c'est le reflet du plafond. Je secoue la tête. Je dois regarder au-delà du monde matériel ! Je ferme les yeux, et quand je les ouvre de nouveau, je les vois clairement.\nUn lit de fleurs et une urne.;Zuerst sehe ich in dem Wasser nichts als das Spiegelbild des Himmels. Ich schüttele den Kopf. Ich muss in den Bereich jenseits des Materiellen blicken! Ich schließe meine Augen und als ich sie wieder öffne, sehe ich es klar und deutlich.\nEin Blumenbeet, eine Urne.;;Al principio, el agua solo me muestra el reflejo del techo. Sacudo la cabeza. ¡Debo mirar más allá del mundo físico! Cierro los ojos, y cuando vuelvo a abrirlos, lo veo con claridad.\nUna cama de flores y una urna.;;;;;;;;;x
EVTDESC_regladeifa_201_RELATIONSHIP_C;I am at first not sure what to make of the strange shape. Maybe I am imagining it, or maybe it is a shadow. Does it matter? I see it clearly: a familiar silhouette, standing under a moon.;;;;;;;;;;;;;x
EVTDESC_regladeifa_201_POWER_A;I see strange patterns... No, wait, a bunch of triangles!;;;;;;;;;;;;;x
EVTDESC_regladeifa_201_POWER_B;There is just smoke... Or is it...? Yes, I see a forest. A vast forest!;;;;;;;;;;;;;x
EVTDESC_regladeifa_201_POWER_C;I see a storm. I can almost hear it! Oh, it is actually raining.\n\n... But I still see a thunderstorm.;;;;;;;;;;;;;x
EVTOPTA_regladeifa_201;Marvelous! This is clearly a good omen!;Merveilleux ! C'est clairement un bon présage !;Wunderbar! Das ist eindeutig ein gutes Omen!;;¡Es maravilloso! ¡Un buen presagio, sin duda!;;;;;;;;;x
EVTOPTB_regladeifa_201;Damnation! This is clearly a bad omen.;Enfer et damnation ! C'est clairement un mauvais présage !;Verdammt noch mal! Das ist eindeutig ein schlechtes Omen!;;¡Maldición! No cabe duda de que es un mal presagio.;;;;;;;;;x
EVTDESC_regladeifa_300;As an initiate in [GetReglaDeIfaSocietyName], I am expected to become skillful in the art of tire machèt. However, it is an obscure art that can take weeks to become competent at...;;;;;;;;;;;;;x
EVTOPTA_regladeifa_300;I am ready to learn.;;;;;;;;;;;;;x
EVTOPTA_regladeifa_300_tt;You begin learning the art of tire machèt.;;;;;;;;;;;;;x
EVTDESCA_regladeifa_301;You took to your studies readily, impressing even your tutors. Soon, you began to surpass even then. You have indisputably mastered the art of tire machèt.;;;;;;;;;;;;;x
EVTDESCB_regladeifa_301;It took some time, but you eventually became skilled at the art of tire machèt. Your tutors have unanimously agreed that your training is complete.;;;;;;;;;;;;;x
EVTDESCC_regladeifa_301;It took more time than usual, but you managed to become competent at tire machèt. Your tutors, impressed with your perserverence, have deemed your training complete.;;;;;;;;;;;;;x
EVTDESCD_regladeifa_301;It took an incredibly long time, but, somehow, you managed to learn tire machèt. The same tutors who nearly abandoned you have now decided that your training is complete.;;;;;;;;;;;;;x
EVTOPTA_regladeifa_301;I am a true fencer!;;;;;;;;;;;;;x
EVTDESCA_regladeifa_302;Your tutor defeats you again. "Not bad," he says. "If there ever existed a typical student, it would be you. Keep at it and you will surely learn.";;;;;;;;;;;;;x
EVTDESCB_regladeifa_302;Your tutor defeats you once again. "Your progress is slow, but steady. Keep practicing, and eventually you may be able to match me.";;;;;;;;;;;;;x
EVTDESCC_regladeifa_302;Your tutor defeats you yet again. "Your movements are predictable, and your blows are weak. If you do not redouble your efforts, you will never learn.";;;;;;;;;;;;;x
EVTOPTA_regladeifa_302;I will train again tonight.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_302;I hope he is right...;;;;;;;;;;;;;x
EVTOPTC_regladeifa_302;I must not give up!;;;;;;;;;;;;;x
EVTOPTA_regladeifa_302_tt;Your training continues.;;;;;;;;;;;;;x
EVTDESC_regladeifa_400;You have decided to create a fetish - an object imbued with the power of the divine. What shall you create?;;;;;;;;;;;;;x
EVTOPTA_regladeifa_400;I will create an iron hammer, to honor Ogún.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_400;I will create an iron bow and arrow, to honor Ochosi.;;;;;;;;;;;;;x
EVTOPTC_regladeifa_400;I will create an iron chalice, to honor Osún.;;;;;;;;;;;;;x
EVTOPTA_regladeifa_401;I will create a Nkisi imbued with the power of the sky.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_401;I will create a Nkisi imbued with the power of the earth.;;;;;;;;;;;;;x
EVTOPTC_regladeifa_401;I will create a Nkondi to defend me from evil.;;;;;;;;;;;;;x
EVTOPTA_regladeifa_402;I will create a powerful gris-gris amulet.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_402;I will create a drapo servis, a great banner to honor the divine.;;;;;;;;;;;;;x
EVTOPTC_regladeifa_402;I will create a doll, to represent a particular loa.;;;;;;;;;;;;;x
EVTOPTA_regladeifa_403;I will create a grand chalice, to partake of the sacrament with.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_403;I will create a formal dress to honor Jah.;;;;;;;;;;;;;x
EVTOPTC_regladeifa_403;I will create a steel drum, to make divinely-inspired music.;;;;;;;;;;;;;x
EVTOPTA_regladeifa_404;I will create a statue of Maria Lionza.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_404;I will create a statue of Guaicaipuro.;;;;;;;;;;;;;x
EVTOPTC_regladeifa_404;I will create a statue of Felipe.;;;;;;;;;;;;;x
EVTDESC_regladeifa_405;As you create your hammer, you must come to a decision regarding the material. Should you use newly-forged steel, or steel from the distant past?;;;;;;;;;;;;;x
EVTOPTA_regladeifa_405;Old metal is rarer, and therefore more respected! ;;;;;;;;;;;;;x
EVTOPTA_regladeifa_405_tt;You use old metal.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_405;Newly-forged steel would please Ogún more.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_405_tt;You use new metal.;;;;;;;;;;;;;x
EVTDESC_regladeifa_406;As you create your bow and arrow, you must come to a decision regarding the material. Should you use newly-forged steel, or steel from the distant past?;;;;;;;;;;;;;x
EVTOPTA_regladeifa_406;Old metal is rarer, and therefore more respected! ;;;;;;;;;;;;;x
EVTOPTA_regladeifa_406_tt;You use old metal.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_406;Newly-forged steel would please Ochosi more.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_406_tt;You use new metal.;;;;;;;;;;;;;x
EVTDESC_regladeifa_407;As you create your chalice, you must come to a decision regarding the material. Should you use newly-forged steel, or steel from the distant past?;;;;;;;;;;;;;x
EVTOPTA_regladeifa_407;Old metal is rarer, and therefore more respected! ;;;;;;;;;;;;;x
EVTOPTA_regladeifa_407_tt;You use old metal.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_407;Newly-forged steel would please Osún more.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_407_tt;You use new metal.;;;;;;;;;;;;;x
EVTDESC_regladeifa_408;After much work, you have finally finished creating your iron hammer. Ogún will surely be pleased by your effort!;;;;;;;;;;;;;x
EVTOPTA_regladeifa_408;I am proud of my work.;;;;;;;;;;;;;x
EVTDESC_regladeifa_409;After much work, you have finally finished creating your iron bow and arrow. Ochosi will surely be pleased by your effort!;;;;;;;;;;;;;x
EVTDESC_regladeifa_410;After much work, you have finally finished creating your iron chalice. Osún will surely be pleased by your effort!;;;;;;;;;;;;;x
EVTDESC_regladeifa_411;As you create your above Nkisi, you must come to a decision regarding the materials used. Will you use animal parts, or minerals and vegetables?;;;;;;;;;;;;;x
EVTOPTA_regladeifa_411;Animal parts are more expensive, but more potent.;;;;;;;;;;;;;x
EVTOPTA_regladeifa_411_tt;You procure animal parts.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_411;Minerals and vegetables are easier to gather.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_411_tt;You procure minerals and vegetables.;;;;;;;;;;;;;x
EVTDESC_regladeifa_412;As you create your below Nkisi, you must come to a decision regarding the materials used. Will you use animal parts, or minerals and vegetables?;;;;;;;;;;;;;x
EVTDESC_regladeifa_413;As you create your Nkondi, you must come to a decision regarding the materials used. Will you use animal parts, or minerals and vegetables?;;;;;;;;;;;;;x
EVTDESC_regladeifa_414;After much work, you have finally created your above Nkisi. You will surely be more in tune with the spirits of the sky.;;;;;;;;;;;;;x
EVTDESC_regladeifa_415;After much work, you have finally created your below Nkisi. You will surely be more in tune with the spirits of the earth.;;;;;;;;;;;;;x
EVTDESC_regladeifa_416;After much work, you have finally created your Nkondi. You will surely be better protected from malevolent spirits.;;;;;;;;;;;;;x
EVTDESC_regladeifa_417;As you create your gris-gris, you must come to a decision regarding its purpose. Will it defend you, or will it bring misfortune upon your foes?;;;;;;;;;;;;;x
EVTOPTA_regladeifa_417;I will strike fear into the hearts of my enemies!;;;;;;;;;;;;;x
EVTOPTA_regladeifa_417_tt;Your gris-gris will use the best defense - offense.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_417;I merely seek protection from others.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_417_tt;Your gris-gris will defend you from curses.;;;;;;;;;;;;;x
EVTDESC_regladeifa_418;As you create your drapo servis, you must come to a decision regarding its appearance. Will it be grand and elaborate, or simple?;;;;;;;;;;;;;x
EVTOPTA_regladeifa_418;An elaborate design will surely impress others!;;;;;;;;;;;;;x
EVTOPTA_regladeifa_418_tt;You use an elaborate design.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_418;A less elaborate design shows deference to the loa.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_418_tt;You use a less elaborate design.;;;;;;;;;;;;;x
EVTDESC_regladeifa_419;As you create your loa idol, you must come to a decision regarding its material. Will it use clay, or will it use cloth?;;;;;;;;;;;;;x
EVTOPTA_regladeifa_419;Clay will better retain the will of the loa.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_419;A cloth idol will do.;;;;;;;;;;;;;x
EVTDESC_regladeifa_420;After much work, you have finally created your gris-gris. You will surely be better protected from malevolent spirits.;;;;;;;;;;;;;x
EVTDESC_regladeifa_421;After much work, you have finally created your drapo servis. You have surely found favor with the loa.;;;;;;;;;;;;;x
EVTDESC_regladeifa_422;After much work, you have finally created your simple idol. The loa will surely come to inhabit it.;;;;;;;;;;;;;x
EVTDESC_regladeifa_423;As you create your grand chalice, you must come to a decision regarding its material. Should you use ivory or wood?;;;;;;;;;;;;;x
EVTOPTA_regladeifa_423;Ivory is more prestigious.;;;;;;;;;;;;;x
EVTOPTA_regladeifa_423_tt;You use ivory.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_423;Everyone knows wood is better...;;;;;;;;;;;;;x
EVTOPTB_regladeifa_423_tt;You use wood.;;;;;;;;;;;;;x
EVTDESC_regladeifa_424;As you create your dashiki, you must come to a decision regarding its appearance. Should it be purple and lavender in color, or blue?;;;;;;;;;;;;;x
EVTOPTA_regladeifa_424;Purple is the color of royalty!;;;;;;;;;;;;;x
EVTOPTA_regladeifa_424_tt;You make it purple.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_424;Blue is more humble.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_424_tt;You make it blue.;;;;;;;;;;;;;x
EVTDESC_regladeifa_425;As you create your steel drum, you must come to a decision regarding the material. Should you use newly-forged steel, or steel from the distant past?;;;;;;;;;;;;;x
EVTOPTA_regladeifa_425;Only old metal can truly create the sound I desire.;;;;;;;;;;;;;x
EVTOPTA_regladeifa_425_tt;You use old metal.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_425;New sounds require new steel.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_425_tt;You use new metal.;;;;;;;;;;;;;x
EVTDESC_regladeifa_426;After much work, you have finally created your grand chalice. Partaking of the sacrament has never been this enjoyable!;;;;;;;;;;;;;x
EVTDESC_regladeifa_427;After much work, you have finally created your dashiki. You will be better able to praise Jah if you wear the proper clothing.;;;;;;;;;;;;;x
EVTDESC_regladeifa_428;After much work, you have finally created your steel drum. Now, you must begin creating some music...;;;;;;;;;;;;;x
EVTDESC_regladeifa_429;As you create your statue, you must come to a decision regarding its material. Should it be made of marble, or stone?;;;;;;;;;;;;;x
EVTOPTA_regladeifa_429;Marble will seem much more impressive.;;;;;;;;;;;;;x
EVTOPTA_regladeifa_429_tt;You use marble.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_429;Local stone is the best option.;;;;;;;;;;;;;x
EVTOPTB_regladeifa_429_tt;You use stone.;;;;;;;;;;;;;x
EVTDESC_regladeifa_432;After much work, you have finally created your statue. Maria Lionza will surely be pleased!;;;;;;;;;;;;;x
EVTDESC_regladeifa_433;After much work, you have finally created your statue. Guaicaipuro will surely be pleased!;;;;;;;;;;;;;x
EVTDESC_regladeifa_434;After much work, you have finally created your statue. Felipe will surely be pleased!;;;;;;;;;;;;;x
EVTDESC_regladeifa_503;[From.GetMOGreeting], [Root.GetTitledFirstName]\n\nI feel as though you must hold a feast dedicated to [Root.Religion.GetRandomGodName] as soon as you can. This will bring people together so that they may honor the Divine.\n\n[From.GetMOFarewell],\nSigned, [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_regladeifa_505;[From.GetMOGreeting], [Root.GetTitledFirstName]\n\nI have received word that you have held a feast dedicated to the Divine. Excellent work!\n\n[From.GetMOFarewell],\nSigned, [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_regladeifa_505;Thank you!;;;;;;;;;;;;;x
EVTDESC_regladeifa_506;[From.GetMOGreeting], [Root.GetTitledFirstName]\n\nIn order to truly appreciate our lives, we must remember what it is like to make do without luxury. I would like you to receive an ewo at your earliest convenience.\n\n[From.GetMOFarewell],\nSigned, [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_regladeifa_507;The preparations have been made, and you have said your prayers. The time has come for [Root.Religion.GetHighGodName] to reveal what your ewo shall be.;;;;;;;;;;;;;x
EVTOPTA_regladeifa_507;Have mercy on me, [Root.Religion.GetHighGodName]!;;;;;;;;;;;;;x
