#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
k_ursuline;Ursuline See;;;;;;;;;;;;;x
k_ursuline_adj;Ursuline;;;;;;;;;;;;;x
d_norse_pagan_reformed;The Fylkirate;Les Fylkirate;Das Fylkirat;;El Fylkirate;;;;;;;;;x
d_norse_pagan_reformed_adj;Norse;nordique;nordisch;;Nórdico;;;;;;;;;x
d_occultist_reformed;The Supreme Orient;;;;;;;;;;;;;x
d_occultist_reformed_adj;Occultist;;;;;;;;;;;;;x
d_machine_cultist_reformed;The Great Factory;;;;;;;;;;;;;x
d_machine_cultist_reformed_adj;Rust Cultist;;;;;;;;;;;;;x
d_americanist;The White House;;;;;;;;;;;;;x
d_americanist_adj;Presidential;;;;;;;;;;;;;x
d_thelemic_reformed;Astron Argiron;;;;;;;;;;;;;x
d_thelemic_reformed_adj;Thelemic;;;;;;;;;;;;;x
d_revelationist_reformed;Righteous Assembly;;;;;;;;;;;;;x
d_revelationist_reformed_adj;Revelationist;;;;;;;;;;;;;x
k_new_england;New England;;;;;;;;;;;;;x
k_new_england_adj;New Englander;;;;;;;;;;;;;x
k_vermont;Vermont;;;;;;;;;;;;;x
k_vermont_adj;Vermonter;;;;;;;;;;;;;x
k_old_dominion;The Old Dominion;;;;;;;;;;;;;x
k_old_dominion_adj;Virginian;;;;;;;;;;;;;x
k_maritimes;The Maritimes;;;;;;;;;;;;;x
k_maritimes_adj;Maritime;;;;;;;;;;;;;x
k_hudsonia;Hudsonia;;;;;;;;;;;;;x
k_hudsonia_adj;Hudsonian;;;;;;;;;;;;;x
k_appalachia;Appalachia;;;;;;;;;;;;;x
k_appalachia_adj;Appalachian;;;;;;;;;;;;;x
k_iowa;Iowa;;;;;;;;;;;;;x
k_iowa;Iowan;;;;;;;;;;;;;x
k_michigan;Michigan;;;;;;;;;;;;;x
k_michigan_adj;Michigander;;;;;;;;;;;;;x
k_ohio;Ohio;;;;;;;;;;;;;x
k_ohio_adj;Ohioan;;;;;;;;;;;;;x
k_louisiana;Louisiana;;;;;;;;;;;;;x
k_louisiana_adj;Louisiana;;;;;;;;;;;;;x
k_jefferson;Jefferson;;;;;;;;;;;;;x
k_jefferson_adj;Jeffersonian;;;;;;;;;;;;;x
k_quebec;Quebec;;;;;;;;;;;;;x
k_quebec_adj;Québécois;;;;;;;;;;;;;x
k_cuba;Cuba;;;;;;;;;;;;;x
k_cuba_adj;Cuban;;;;;;;;;;;;;x
k_carolina;Carolina;;;;;;;;;;;;;x
k_carolina_adj;Carolinian;;;;;;;;;;;;;x
k_missouri;Missouri;;;;;;;;;;;;;x
k_missouri_adj;Missourian;;;;;;;;;;;;;x
k_deitscherei;Deitscherei;;;;;;;;;;;;;x
k_deitscherei_adj;Deitscher;;;;;;;;;;;;;x
k_dixieland;Dixieland;;;;;;;;;;;;;x
k_dixieland_adj;Dixielander;;;;;;;;;;;;;x
k_florida;Florida;;;;;;;;;;;;;x
k_florida_adj;Floridian;;;;;;;;;;;;;x
k_superior;Superior;;;;;;;;;;;;;x
k_superior_adj;Superior;;;;;;;;;;;;;x
k_uppland;Uppland;;;;;;;;;;;;;x
k_uppland_adj;Upplander;;;;;;;;;;;;;x
k_chicagoland;Chicagoland;;;;;;;;;;;;;x
k_chicagoland_adj;Chicagolander;;;;;;;;;;;;;x
k_magnolia;Magnolia;;;;;;;;;;;;;x
k_magnolia_adj;Magnolian;;;;;;;;;;;;;x
d_calumet;Calumet;;;;;;;;;;;;;x
d_calumet_adj;Calumetian;;;;;;;;;;;;;x
d_michiana;Michiana;;;;;;;;;;;;;x
d_michiana_adj;Michianan;;;;;;;;;;;;;x
d_blue_ridge;Blue Ridge;;;;;;;;;;;;;x
d_blue_ridge_adj;Ridgine;;;;;;;;;;;;;x
d_neches;Neches;;;;;;;;;;;;;x
d_neches_adj;Nechesian;;;;;;;;;;;;;x
d_little_egypt;Little Egypt;;;;;;;;;;;;;x
d_little_egypt_adj;Egyptian;;;;;;;;;;;;;x
d_shenandoah;Shenandoah;;;;;;;;;;;;;x
d_shenandoah_adj;Shenandoan;;;;;;;;;;;;;x
d_arklatex;Arklatex;;;;;;;;;;;;;x
d_arklatex_adj;Arklatexan;;;;;;;;;;;;;x
d_ouachita;Ouachita;;;;;;;;;;;;;x
d_ouachita_adj;Ouachitan;;;;;;;;;;;;;x
d_petitcodiac;Petitcodiac;;;;;;;;;;;;;x
d_petitcodiac_adj;Petitcodiacer;;;;;;;;;;;;;x
d_miramichi;Miramichi;;;;;;;;;;;;;x
d_miramichi_adj;Miramichian;;;;;;;;;;;;;x
d_piedmont;Piedmont;;;;;;;;;;;;;x
d_piedmont_adj;Piedmontian;;;;;;;;;;;;;x
d_quinte;Quinte;;;;;;;;;;;;;x
d_quinte_adj;Quinter;;;;;;;;;;;;;x
d_outer_chicagoland;Outer Chicagoland;;;;;;;;;;;;;x
d_outer_chicagoland_adj;Chicagolander;;;;;;;;;;;;;x
d_montreal;Montreal;;;;;;;;;;;;;x
d_montreal_adj;Montrealer;;;;;;;;;;;;;x
d_gateway;The Gateway;;;;;;;;;;;;;x
d_gateway_adj;Gateway;;;;;;;;;;;;;x
d_new_brunswick;New Brunswick;;;;;;;;;;;;;x
d_new_brunswick_adj;Wicker;;;;;;;;;;;;;x
d_adirondack;Adirondack;;;;;;;;;;;;;x
d_adirondack_adj;Adirondacker;;;;;;;;;;;;;x
d_cayuga;Cayuga;;;;;;;;;;;;;x
d_cayuga_adj;Cayugan;;;;;;;;;;;;;x
d_middle_tennessee;Middle Tennessee;;;;;;;;;;;;;x
d_middle_tennessee_adj;Tennessean;;;;;;;;;;;;;x
d_toledo_strip;The Strip;;;;;;;;;;;;;x
d_toledo_strip_adj;Toledan;;;;;;;;;;;;;x
d_pennacook;Pennacook;;;;;;;;;;;;;x
d_pennacook_adj;Pennacookite;;;;;;;;;;;;;x
d_maine;Maine;;;;;;;;;;;;;x
d_maine_adj;Mainer;;;;;;;;;;;;;x
d_ohio;Cuyahoga;;;;;;;;;;;;;x
d_ohio_adj;Cuyahogan;;;;;;;;;;;;;x
d_alexandria;Alexandria;;;;;;;;;;;;;x
d_alexandria_adj;Alexandrian;;;;;;;;;;;;;x
d_quad_cities;The Quad Cities;;;;;;;;;;;;;x
d_quad_cities_adj;Quadurbanite;;;;;;;;;;;;;x
d_coulee;Coulee;;;;;;;;;;;;;x
d_coulee_adj;Coulean;;;;;;;;;;;;;x
d_soo;Soo;;;;;;;;;;;;;x
d_soo_adj;Soo;;;;;;;;;;;;;x
d_forgottonia;Forgottonia;;;;;;;;;;;;;x
d_forgottonia_adj;Forgottonian;;;;;;;;;;;;;x
d_great_river;Great River;;;;;;;;;;;;;x
d_great_river_adj;Riverine;;;;;;;;;;;;;x
d_boston;Boston;;;;;;;;;;;;;x
d_boston_adj;Bostonian;;;;;;;;;;;;;x
d_gaspesia;Gaspesia;;;;;;;;;;;;;x
d_gaspesia_adj;Gaspesia;;;;;;;;;;;;;x
d_triangle;The Triangle;;;;;;;;;;;;;x
d_triangle_adj;Triangular;;;;;;;;;;;;;x
d_champlain;Champlain;;;;;;;;;;;;;x
d_champlain_adj;Champlainian;;;;;;;;;;;;;x
d_nickajack;Nickajack;;;;;;;;;;;;;x
d_nickajack_adj;Nickajack;;;;;;;;;;;;;x
d_tidewater;Tidewater;;;;;;;;;;;;;x
d_tidewater_adj;Tidewater;;;;;;;;;;;;;x
d_upper_ohio;Upper Ohio;;;;;;;;;;;;;x
d_upper_ohio_adj;Ohioan;;;;;;;;;;;;;x
d_oriente;Oriente;;;;;;;;;;;;;x
d_oriente_adj;Oriental;;;;;;;;;;;;;x
d_gitmo;Gitmo;;;;;;;;;;;;;x
d_gitmo_adj;Guantanamoan;;;;;;;;;;;;;x
d_kentuckiana;Kentuckiana;;;;;;;;;;;;;x
d_kentuckiana_adj;Kentuckianan;;;;;;;;;;;;;x
d_pine_belt;Pine Belt;;;;;;;;;;;;;x
d_pine_belt_adj;Pine;;;;;;;;;;;;;x
d_prince_edward_island;Prince Edward Island;;;;;;;;;;;;;x
d_prince_edward_island_adj;Edwardian;;;;;;;;;;;;;x
d_nova_scotia;Nova Scotia;;;;;;;;;;;;;x
d_nova_scotia_adj;Nova Scotian;;;;;;;;;;;;;x
d_citriana;Citriana;;;;;;;;;;;;;x
d_citriana_adj;Citrianan;;;;;;;;;;;;;x
d_southside;Southside;;;;;;;;;;;;;x
d_southside_adj;Southside;;;;;;;;;;;;;x
d_transallegheny;Transallegheny;;;;;;;;;;;;;x
d_transallegheny_adj;Transalleghanian;;;;;;;;;;;;;x
d_massachusetts;Massachusetts;;;;;;;;;;;;;x
d_massachusetts_adj;Massachusite;;;;;;;;;;;;;x
d_clinch;Clinch;;;;;;;;;;;;;x
d_clinch_adj;Clinchite;;;;;;;;;;;;;x
d_chickasaw;Chickasaw;;;;;;;;;;;;;x
d_chickasaw_adj;Chickasawer;;;;;;;;;;;;;x
d_orleans;Orleans;;;;;;;;;;;;;x
d_orleans_adj;Orleanian;;;;;;;;;;;;;x
d_long_island;Long Island;;;;;;;;;;;;;x
d_long_island_adj;Long Islander;;;;;;;;;;;;;x
d_choctaw;Choctaw;;;;;;;;;;;;;x
d_choctaw_adj;Choctaw;;;;;;;;;;;;;x
d_santa_clara;Santa Clara;;;;;;;;;;;;;x
d_santa_clara_adj;Santa Clara;;;;;;;;;;;;;x
d_birmingham;Birmingham;;;;;;;;;;;;;x
d_birmingham_adj;Birminghamian;;;;;;;;;;;;;x
d_cumberland;Cumberland;;;;;;;;;;;;;x
d_cumberland_adj;Cumberlander;;;;;;;;;;;;;x
d_havana;Havana;;;;;;;;;;;;;x
d_havana_adj;Havanan;;;;;;;;;;;;;x
d_west_florida;West Florida;;;;;;;;;;;;;x
d_west_florida_adj;Floridian;;;;;;;;;;;;;x
d_east_susquehanna;East Susquehanna;;;;;;;;;;;;;x
d_east_susquehanna_adj;Susquehannan;;;;;;;;;;;;;x
d_west_susquehanna;West Susquehanna;;;;;;;;;;;;;x
d_west_susquehanna_adj;Susquehannan;;;;;;;;;;;;;x
d_piedmont_crescent;Piedmont Crescent;;;;;;;;;;;;;x
d_piedmont_crescent_adj;Crescentine;;;;;;;;;;;;;x
d_capital;The Potomac;;;;;;;;;;;;;x
d_capital_adj;Capitoline;;;;;;;;;;;;;x
d_huronia;Huronia;;;;;;;;;;;;;x
d_huronia_adj;Huronian;;;;;;;;;;;;;x
d_mobile;Mobile;;;;;;;;;;;;;x
d_mobile_adj;Mobilian;;;;;;;;;;;;;x
d_bluegrass;Bluegrass;;;;;;;;;;;;;x
d_bluegrass_adj;Bluegrassite;;;;;;;;;;;;;x
d_sowega;Sowega;;;;;;;;;;;;;x
d_sowega_adj;Sowegan;;;;;;;;;;;;;x
d_stadacona;Stadacona;;;;;;;;;;;;;x
d_stadacona_adj;Stadaconan;;;;;;;;;;;;;x
d_saint_lawrence;Saint Lawrence;;;;;;;;;;;;;x
d_saint_lawrence_adj;Laurentine;;;;;;;;;;;;;x
d_timucua;Timucua;;;;;;;;;;;;;x
d_timucua_adj;Timucuan;;;;;;;;;;;;;x
d_philadelphia;Philadelphia;;;;;;;;;;;;;x
d_philadelphia_adj;Philadelphian;;;;;;;;;;;;;x
d_restigouche;Restigouche;;;;;;;;;;;;;x
d_restigouche_adj;Restigouchard;;;;;;;;;;;;;x
d_westsylvania;Westsylvania;;;;;;;;;;;;;x
d_westsylvania_adj;Westsylvanian;;;;;;;;;;;;;x
d_santee;Santee;;;;;;;;;;;;;x
d_santee_adj;Santee;;;;;;;;;;;;;x
d_copperland;Copperland;;;;;;;;;;;;;x
d_copperland_adj;Copperlander;;;;;;;;;;;;;x
d_yazoo;Yazoo;;;;;;;;;;;;;x
d_yazoo_adj;Yazoo;;;;;;;;;;;;;x
d_ottawa;Ottawa;;;;;;;;;;;;;x
d_ottawa_adj;Ottawan;;;;;;;;;;;;;x
d_natchez;Natchez;;;;;;;;;;;;;x
d_natchez_adj;Natchezian;;;;;;;;;;;;;x
d_miami;Miami;;;;;;;;;;;;;x
d_miami_adj;Miamian;;;;;;;;;;;;;x
d_savannah;Savannah;;;;;;;;;;;;;x
d_savannah_adj;Savannahn;;;;;;;;;;;;;x
d_erie;Erie;;;;;;;;;;;;;x
d_erie_adj;Erie;;;;;;;;;;;;;x
d_la_citadelle;La Citadelle;;;;;;;;;;;;;x
d_la_citadelle_adj;Citadellian;;;;;;;;;;;;;x
d_beauce;Beauce;;;;;;;;;;;;;x
d_beauce_adj;Beaucard;;;;;;;;;;;;;x
d_muskogee;Muskogee;;;;;;;;;;;;;x
d_muskogee_adj;Muskogean;;;;;;;;;;;;;x
d_illinois;Illinois;;;;;;;;;;;;;x
d_illinois_adj;Illinoisan;;;;;;;;;;;;;x
d_balcones;Balcones;;;;;;;;;;;;;x
d_balcones_adj;Balconesian;;;;;;;;;;;;;x
d_metroplex;Metroplex;;;;;;;;;;;;;x
d_metroplex_adj;Metroplexian;;;;;;;;;;;;;x
d_detroit;Detroit;;;;;;;;;;;;;x
d_detroit_adj;Detroiter;;;;;;;;;;;;;x
d_upnorth;Upnorth;;;;;;;;;;;;;x
d_upnorth_adj;Upnorthman;;;;;;;;;;;;;x
d_peachtree;Peachtree;;;;;;;;;;;;;x
d_peachtree_adj;Peachtreean;;;;;;;;;;;;;x
d_superior;Superior;;;;;;;;;;;;;x
d_superior_adj;Superior;;;;;;;;;;;;;x
d_highland;Highland;;;;;;;;;;;;;x
d_highland_adj;Highlander;;;;;;;;;;;;;x
d_miami_valley;Miami Valley;;;;;;;;;;;;;x
d_miami_valley_adj;Miamian;;;;;;;;;;;;;x
d_boonslick;Boonslick;;;;;;;;;;;;;x
d_boonslick_adj;Boonslickite;;;;;;;;;;;;;x
d_lead_belt;Lead Belt;;;;;;;;;;;;;x
d_lead_belt_adj;Lead;;;;;;;;;;;;;x
d_maumee;Maumee;;;;;;;;;;;;;x
d_maumee_adj;Maumean;;;;;;;;;;;;;x
d_green_bay;Green Bay;;;;;;;;;;;;;x
d_green_bay_adj;Viridian;;;;;;;;;;;;;x
d_driftless;Driftless;;;;;;;;;;;;;x
d_driftless_adj;Driftless;;;;;;;;;;;;;x
d_iowa;Iowa;;;;;;;;;;;;;x
d_iowa_adj;Iowan;;;;;;;;;;;;;x
d_cincy;Cincy;;;;;;;;;;;;;x
d_cincy_adj;Cincian;;;;;;;;;;;;;x
d_twain;Twain;;;;;;;;;;;;;x
d_twain_adj;Twainian;;;;;;;;;;;;;x
d_marquette;Marquette;;;;;;;;;;;;;x
d_marquette_adj;Marquettian;;;;;;;;;;;;;x
d_seminole;Seminole;;;;;;;;;;;;;x
d_seminole_adj;Seminole;;;;;;;;;;;;;x
d_lowcountry;Lowcountry;;;;;;;;;;;;;x
d_lowcountry_adj;Lowcountry;;;;;;;;;;;;;x
d_black_belt;Tuskegee;;;;;;;;;;;;;x
d_black_belt_adj;Tuskegean;;;;;;;;;;;;;x
d_outer_banks;The Outer Banks;;;;;;;;;;;;;x
d_outer_banks_adj;Outer Banks;;;;;;;;;;;;;x
d_inner_banks;The Inner Banks;;;;;;;;;;;;;x
d_inner_banks_adj;Inner Banks;;;;;;;;;;;;;x
d_cape_breton;Cape Breton;;;;;;;;;;;;;x
d_cape_breton_zoo_adj;Breton;;;;;;;;;;;;;x
d_indianapolis;Indianapolis;;;;;;;;;;;;;x
d_indianapolis_adj;Indianapolitan;;;;;;;;;;;;;x
d_wabash;Wabash;;;;;;;;;;;;;x
d_wabadh_adj;Wabash;;;;;;;;;;;;;x
d_sandhills;The Sandhills;;;;;;;;;;;;;x
d_sandhills_adj;Sandhiller;;;;;;;;;;;;;x
d_finger_lakes;Finger Lakes;;;;;;;;;;;;;x
d_finger_lakes_adj;Finger;;;;;;;;;;;;;x
d_mohawk_valley;Mohawk Valley;;;;;;;;;;;;;x
d_mohawk_valley_adj;Mohawk;;;;;;;;;;;;;x
d_saginaw;Saginaw;;;;;;;;;;;;;x
d_saginaw_adj;Saginawer;;;;;;;;;;;;;x
d_midmichigan;Midmichigan;;;;;;;;;;;;;x
d_midmichigan_adj;Midmichigander;;;;;;;;;;;;;x
d_west_michigan;West Michigan;;;;;;;;;;;;;x
d_west_michigan_adj;West Michigander;;;;;;;;;;;;;x
d_penobscot;Penobscot;;;;;;;;;;;;;x
d_penobscot_adj;Penobscottian;;;;;;;;;;;;;x
d_l_est;L'Est;;;;;;;;;;;;;x
d_l_est_adj;Eastern;;;;;;;;;;;;;x
d_west_tennessee;West Tennessee;;;;;;;;;;;;;x
d_west_tennessee_adj;Tennessean;;;;;;;;;;;;;x
d_aroostook;Aroostook;;;;;;;;;;;;;x
d_aroostook_adj;Aroostocker;;;;;;;;;;;;;x
d_tortuga;Tortuga;;;;;;;;;;;;;x
d_tortuga_adj;Tortugan;;;;;;;;;;;;;x
d_badgerland;Badgerland;;;;;;;;;;;;;x
d_badgerland_adj;Badgerlander;;;;;;;;;;;;;x
d_altamaha;Altamaha;;;;;;;;;;;;;x
d_altamaha_adj;Altamahan;;;;;;;;;;;;;x
d_acadiana;Acadiana;;;;;;;;;;;;;x
d_acadiana_adj;Acadian;;;;;;;;;;;;;x
d_pennyrile;Pennyrile;;;;;;;;;;;;;x
d_pennyrile_adj;Pennyriler;;;;;;;;;;;;;x
d_wiregrass;Wiregrass;;;;;;;;;;;;;x
d_wiregrass_adj;Wiregrasser;;;;;;;;;;;;;x
d_east_tennessee;East Tennessee;;;;;;;;;;;;;x
d_east_tennessee_adj;East Tennessee;;;;;;;;;;;;;x
d_augusta;Augusta;;;;;;;;;;;;;x
d_augusta_adj;August;;;;;;;;;;;;;x
d_tuskegee;Black March;;;;;;;;;;;;;x
d_tuskegee_adj;Black Marcher;;;;;;;;;;;;;x
d_connecticut;Connecticut;;;;;;;;;;;;;x
d_connecticut_adj;Connecticuter;;;;;;;;;;;;;x
d_watauga;Watauga;;;;;;;;;;;;;x
d_watauga_adj;Wataugan;;;;;;;;;;;;;x
d_nogad;Nogad;;;;;;;;;;;;;x
d_nogad_adj;Nogad;;;;;;;;;;;;;x
d_tenesi;Tenesi;;;;;;;;;;;;;x
d_tenesi_adj;Tenesian;;;;;;;;;;;;;x
d_migonids;The Migonids;;;;;;;;;;;;;x
d_migonids_adj;Migonid;;;;;;;;;;;;;x
d_the_mouse;The Mouse;;;;;;;;;;;;;x
d_the_mouse_adj;Mousy;;;;;;;;;;;;;x
d_longhorns;Longhorns;;;;;;;;;;;;;x
d_longhorns_adj;Longhorn;;;;;;;;;;;;;x
d_aggies;Aggies;;;;;;;;;;;;;x
d_aggies_adj;Aggie;;;;;;;;;;;;;x
d_geeyem;Geeyem;;;;;;;;;;;;;x
d_geeyem_adj;Geeyemite;;;;;;;;;;;;;x
d_burning_river;Burning River;;;;;;;;;;;;;x
d_burning_river_adj;Burning;;;;;;;;;;;;;x
d_miskahannock;The Miskahannock;;;;;;;;;;;;;x
d_miskahannock_adj;Miskahannock;;;;;;;;;;;;;x
d_badgerlings;Badgerlings;;;;;;;;;;;;;x
d_badgerlings_adj;Badgerling;;;;;;;;;;;;;x
d_airmen;Airmen;;;;;;;;;;;;;x
d_airmen_adj;Airman;;;;;;;;;;;;;x
d_newopies;Newopies;;;;;;;;;;;;;x
d_newopies_adj;Opie;;;;;;;;;;;;;x
d_knights_of_columbus;Knights of Columbus;;;;;;;;;;;;;x
d_knights_of_columbus_adj;Columbian;;;;;;;;;;;;;x
d_knights_golden_circle;Knights of the Golden Circle;;;;;;;;;;;;;x
d_knights_golden_circle_adj;Golden Circle;;;;;;;;;;;;;x
d_eagles;Philadelphian Eagles;;;;;;;;;;;;;x
d_eagles_adj;Aquiline;;;;;;;;;;;;;x
d_buckeyes;Buckeyes of Ohio;;;;;;;;;;;;;x
d_buckeyes_adj;Buckeye;;;;;;;;;;;;;x
d_MI_wolverines;Arborite Wolverines;;;;;;;;;;;;;x
d_MI_wolverines_adj;Wolverine;;;;;;;;;;;;;x
d_brave_men_of_atlanta;Brave Men of Atlanta;;;;;;;;;;;;;x
d_brave_men_of_atlanta_adj;Braves;;;;;;;;;;;;;x
d_minutemen;Minutemen;;;;;;;;;;;;;x
d_minutemen_adj;Minuteman;;;;;;;;;;;;;x
d_pinkerton_company;Pinkerton Company;;;;;;;;;;;;;x
d_pinkerton_company_adj;Pinkerton;;;;;;;;;;;;;x
d_seventhcav;Seventh Cavalry Regiment;;;;;;;;;;;;;x
d_seventhcav_adj;Seventh Cavalry Regiment;;;;;;;;;;;;;x
d_nancy_harts;Nancy Harts;;;;;;;;;;;;;x
d_nancy_harts_adj;Hartian;;;;;;;;;;;;;x
d_shaolin_company;Shaolin Company;;;;;;;;;;;;;x
d_shaolin_company_adj;Shaolin;;;;;;;;;;;;;x
d_anachronists;Anachronists;;;;;;;;;;;;;x
d_anachronists_adj;Anachronistic;;;;;;;;;;;;;x
d_boucaniers;Boucaniers;;;;;;;;;;;;;x
d_boucaniers_adj;Buccaneer;;;;;;;;;;;;;x
d_lafitte;Lafitte Fleet;;;;;;;;;;;;;x
d_lafitte_adj;Lafittiste;;;;;;;;;;;;;x
d_reillys_rangers;Reilly's Rangers;;;;;;;;;;;;;x
d_reillys_rangers_adj;Ranger;;;;;;;;;;;;;x
d_talon_company;Talon Company;;;;;;;;;;;;;x
d_talon_company_adj;Talon;;;;;;;;;;;;;x
d_red_tails;Red Tails;;;;;;;;;;;;;x
d_red_tails_adj;Red Tail;;;;;;;;;;;;;x
d_hells_angels;Hell's Angels;;;;;;;;;;;;;x
d_hells_angels_adj;Hellish;;;;;;;;;;;;;x
d_cleveland_zoo;Zoological Society of Cleveland;;;;;;;;;;;;;x
d_cleveland_zoo_adj;Zoological;;;;;;;;;;;;;x
d_high_church;Archbishopric of Canterbury;;;;;;;;;;;;;x
d_high_church_adj;Kentish;;;;;;;;;;;;;x
d_electoral_college;Electoral College;;;;;;;;;;;;;x
d_electoral_college_adj;Electoral;;;;;;;;;;;;;x
d_consumerist;National Mall;;;;;;;;;;;;;x
d_consumerist_adj;Consumerist;;;;;;;;;;;;;x
e_pirates;Pirates;;;;;;;;;;;;;x
e_pirates_adj;Piratical;;;;;;;;;;;;;x
b_cass;Cass;;;;;;;;;;;;;x
b_gretson;Gretson;;;;;;;;;;;;;x
b_kirkpatrick;Kirkpatrick;;;;;;;;;;;;;x
b_nuorom;Nuorom;;;;;;;;;;;;;x
b_penskey;Penskey;;;;;;;;;;;;;x
b_laggard;Laggard;;;;;;;;;;;;;x
b_theovelt;Theovelt;;;;;;;;;;;;;x
b_longacre;Longacre;;;;;;;;;;;;;x
b_wayne;Wayne;;;;;;;;;;;;;x
b_falcone;Falcone;;;;;;;;;;;;;x
b_le_cowbellion;le Cowbellion;;;;;;;;;;;;;x
b_metoyer;Metoyer;;;;;;;;;;;;;x
b_flambeau;Flambeau;;;;;;;;;;;;;x
b_edi;Edi;;;;;;;;;;;;;x
b_de_sedella;de Sedella;;;;;;;;;;;;;x
c_black_river_adj;Black;;;;;;;;;;;;;x
b_boonville_NY;Boonville;;;;;;;;;;;;;x
b_lowville_NY;Lowville;;;;;;;;;;;;;x
b_glenfield_NY;Genfield;;;;;;;;;;;;;x
b_forestport_NY;Forestport;;;;;;;;;;;;;x
b_alder_creek_NY;Alder Creek;;;;;;;;;;;;;x
b_port_leyden_NY;Port Leyden;;;;;;;;;;;;;x
b_lyonsdale_NY;Lyonsdale;;;;;;;;;;;;;x
b_turin_NY;Turin;;;;;;;;;;;;;x
c_rochester_adj;Rocastrian;;;;;;;;;;;;;x
b_rochester_NY;Rochester;;;;;;;;;;;;;x
b_irondequoit_NY;Irondequoit;;;;;;;;;;;;;x
