#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;;
CharlemagneDLC;Charlemagne;Charlemagne;Karl der Große;;Carlomagno;;;;;;;;;x;;
WELCOME_FIRST_PLAY_RECOMMEND;\n\nFor your first game we strongly recommend playing a special learning scenario as §YKing Alfonso VI of León§!. When it ends you can keep playing as normal.;\nPour votre première expérience, nous vous recommandons fortement d'incarner le §YRoi Alphonse VI de León§! lors d'un scénario d'apprentissage. À la fin du scénario, vous pourrez poursuivre votre partie en mode normal.;\nFür das erste Spiel empfehlen wir das Übungsszenario und die Auswahl von §YKönig Alfons VI. von León§!. Im Anschluss daran könnt Ihr normal weiterspielen.;;\n¡Te recomendamos que en tu primera partida elijas un escenario especial de aprendizaje y juegues como el §YRey Alfonso VI de León§! Después de ello, podrás seguir jugando de manera normal.;;;;;;;;;x;;
WELCOME_PLAY_LEARNING_SCENARIO;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x;;
WELCOME_PLAY_NORMAL_GAME;Normal Game;Partie normale;Normales Spiel;;Juego Normal;;;;;;;;;x;;
DONT_SHOW_AGAIN;Don't show this again;Ne plus afficher;Nicht wieder anzeigen;;No mostrar esto de nuevo;;;;;;;;;x;;
EVTNAME107000;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x;;
#EVTDESC107000;Behold! The world as we know it in the year of our Saviour, 1066. As you can tell, it is divided into distinct regions - Counties - each controlled by some lord or another. Crusader Kings II is a game about these lords, their families, relations, intrigue... and power. Be a conqueror or a peaceful family father, as you will, but know that most other characters will lust after more land, more Counties.\n\nCrusader Kings II is a real-time game. Close this window and unpause the game using the speed widget...;Bienvenue au Scénario d'apprentissage ! Crusader Kings 2 est un jeu en temps réel. L'outil du coin supérieur droit vous permet de contrôler la vitesse de défilement du temps, d'interrompre ou de reprendre votre partie. Fermez cette fenêtre, reprenez la partie et laissez passer deux jours pour continuer...;Willkommen im Übungsszenario! Crusader Kings II ist ein Spiel in Echtzeit. Mit der Geschwindigkeitskontrolle oben rechts stellt Ihr ein, wie schnell die Zeit voranschreitet. Hier kann das Spiel auch pausiert und fortgesetzt werden. Um fortzufahren, schließt bitte dieses Fenster, beendet die Pause und lasst einige Tage verstreichen...;;¡Bienvenido al Escenario de Aprendizaje! Crusader Kings II es un juego a tiempo real. La herramienta de velocidad situada en la esquina superior derecha te ayudará a controlar la velocidad con la que pasa el tiempo y también te permitirá detener y reanudar el juego. Cierra esta ventana, reanuda el juego y deja que pase un par de días...;;;;;;;;;x;;
EVTOPTA107000;Got It!;Compris !;In Ordnung!;;¡Conseguido!;;;;;;;;;x;;
EVTNAME107001;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x;;
#EVTDESC107001;You will play as a succession of characters from the same Dynasty, down the ages. In this Learning Scenario, you will be safe from attack and internal strife until your ruler turns 40 years old. When this happens, [Root.GetFirstName] will die (normally though, characters die of old age, disease or violence) and the Learning Scenario will end. When [Root.GetSubjectPronoun] dies, you can keep playing a normal game as [Root.GetPossPronoun] Heir. Feel free to navigate through the game as you wish, but note that if you do not follow the Learning Scenario instructions you might miss out on further help.;Vous allez incarner une série de personnages d'une même dynastie à travers les âges. Dans ce Scénario d'apprentissage, vous serez protégé contre les attaques et les conflits internes jusqu'à ce que votre souverain ait 40 ans. À ce moment, [Root.GetFirstName] mourra (en temps normal les personnages meurent de vieillesse, de maladie ou d'un évènement violent) et le Scénario d'apprentissage prendra fin. À sa mort, vous pourrez poursuivre une partie normale en tant qu'héritier de [Root.GetPossPronoun].;Ihr spielt alsNachfolger von Personen aus derselben Dynastie und durchlauft als diese die Zeitalter. In diesem Übungsszenario werdet Ihr vor Angriffen und inneren Zwistigkeiten geschützt sein, bis Euer Herrscher 40 Jahre alt ist. Im Anschluss daran wird [Root.GetFirstName] sterben (eines natürlichen Todes, wobei Personen altersbedingt, gewaltsam oder an Seuchen sterben können) und das Übungsszenario endet. Wenn [Root.GetSubjectPronoun] stirbt, könnt Ihr das Spiel als [Root.GetPossPronoun] Erbe wie ein normales Spiel fortsetzen.;;Jugarás una sucesión de diferentes personajes de la misma dinastía a través de los años. En este Escenario de Aprendizaje estarás libre de ataques y conflictos internos hasta que tu gobernante cumpla los 40 años de edad. Llegado este momento, [Root.GetFirstName] morirá (aunque normalmente los personajes mueren a causa de su avanzada edad, por enfermedades o por violencia) y el Escenario de Aprendizaje habrá finalizado. Cuando [Root.GetSubjectPronoun] muera, podrás continuar como el Heredero de [Root.GetPossPronoun] en un juego normal.;;;;;;;;;x;;
EVTOPTA107001;Got It!;Compris !;In Ordnung!;;¡Conseguido!;;;;;;;;;x;;
EVTNAME107002;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x;;
EVTDESC107002;The main currencies in this game are your Wealth, Prestige and Piety. Wealth is of course the monetary currency (you can call it 'gold' if you like), and increases primarily through taxation. Prestige is a measure of your success and prestige as a ruler, and your Piety shows how respected you are by the clergy. The Prestige and Piety of all your characters will be added to your score, determining your final rank when the game ends.;Les principales valeurs de ce jeu sont votre Richesse, votre Prestige et votre Piété. Votre Richesse englobe vos gains monétaires (que vous pouvez appeler votre 'or' si vous le désirez) et augmente grâce à la taxation. Votre Prestige est une évaluation de votre succès et votre prestige en tant que souverain. Votre Piété démontre à quel point le clergé vous respecte. Le Prestige et la Piété de tous vos personnages seront additionnés à votre pointage ce qui déterminera votre rang global à la fin de votre partie. ;Die wichtigsten Zahlungsmittel im Spiel sind Reichtum, Prestige und Pietät. Reichtum steht für die Geldmittel (sprich: Gold) und entsteht hauptsächlich aus Steuereinnahmen. Prestige ist ein Gradmesser für den Erfolg und das Ansehen als Herrscher, während Pietät Aufschluss darüber gibt, wie viel Respekt der Klerus Euch entgegenbringt. Die Summe aus Prestige und Pietät all Eurer Charaktere wird zu Euren Punkten hinzuaddiert, aus der sich bei Spielende Euer abschließender Rang ergibt.;;Los principales valores en este juego son tu Riqueza, tu Prestigio y tu Devoción. La Riqueza es, obviamente, un valor monetario (si quieres puedes nombrarla “oro”), y se incrementa, fundamentalmente, con los impuestos. El Prestigio es el grado de éxito y de prestigio que tienes como gobernante, y tu Devoción indica el respeto que te tiene el clero. El Prestigio y la Devoción de todos tus personajes se añadirán a tu puntuación, lo que determinará tu clasificación final cuando termine el juego.;;;;;;;;;x;;
EVTOPTA107002;Got It!;Compris !;In Ordnung!;;¡Conseguido!;;;;;;;;;x;;
EVTNAME107003;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x;;
EVTDESC107003;During the Learning Scenario, you will get messages like this to help you to figure out what you can do next. You are, however, free to click around and do things on your own. Whenever you run out of things to do, it might be helpful to check out the Alerts that appear at the top of the screen.;Des messages comme celui-ci apparaitront tout au long du Scénario d'apprentissage afin de vous aider à entrevoir vos possibilités futures. Vous êtes tout de même libre de faire ce que bon vous semble. Lorsque vous semblez à court d'options, prenez le temps de vérifier les Alertes qui apparaissent dans le haut de votre écran. ;Im Übungsszenario erhaltet Ihr Nachrichten wie diese hier, damit Ihr erfahrt, worin Eure nächsten Schritte bestehen könnten. Allerdings ist dabei nicht jeder Mausklick vorgeschrieben, d. h. es steht Euch frei, in Eigenregie zu handeln. Falls Ihr Tipps oder Inspiration braucht, beachtet einfach die Hinweise, die am oberen Bildschirmrand erscheinen.;;Mientras juegues en el Escenario de Aprendizaje recibirás mensajes como éste que te ayudarán a averiguar qué hacer a continuación. De todos modos, siempre puedes hacer clic sobre lo que tú consideres. Cuando ya no sepas que más hacer, puede serte útil ir a las Alertas, que aparecen en la parte superior de la pantalla.;;;;;;;;;x;;
EVTOPTA107003;Got It!;Compris !;In Ordnung!;;¡Conseguido!;;;;;;;;;x;;
EVTNAME107004;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x;;
EVTDESC107004;Depending on what you are currently doing, there are several Map Modes to suit your needs. The default Map Mode is the Terrain Map Mode. Another helpful map mode is the Independent Realms Map Mode, showing the borders of the different Realms in the world. Feel free to check out the different Map Modes in the lower right corner to see what they show.;Il existe plusieurs modes de cartes différents afin de convenir à toutes les actions que vous désirez entreprendre. Le mode de carte par défaut est celui des Reliefs. Un autre mode de carte utile est celui des Royaumes indépendants. Prenez le temps de parcourir les différents modes de cartes disponibles dans la partie inférieure droite de votre écran.;Es gibt verschiedene Kartenmodi, die Euch bei Eurem gegenwärtigen Vorhaben unterstützen können. Standardmäßig aktiv ist der Kartenmodus 'Gelände'. Ebenfalls hilfreich ist der Modus 'Unabhängige Reiche', in dem die Grenzen der verschiedenen Reiche angezeigt werden. Schaut Euch die verschiedenen Modi einmal an. Ihr findet sie in der rechten unteren Ecke des Bildschirms.;;Según lo que estés haciendo, te convendrá utilizar un modo de mapa u otro. El modo de mapa por defecto es el Modo de Mapa del Terreno. Otro modo de mapa que te puede ser útil es el de los Reinos Independientes, que muestra los límites de los distintos Reinos que hay en el mundo. Puedes consultar libremente los diferentes modos de mapa en la esquina inferior derecha y ver lo que muestran.;;;;;;;;;x;;
EVTOPTA107004;Got It!;Compris !;In Ordnung!;;¡Conseguido!;;;;;;;;;x;;
EVTNAME107005;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x;;
EVTDESC107005;This is you, up in the left corner. Clicking the Portrait will give you more information about [Root.GetTitledFirstName] and his family. You can also click on the Crest next to the portrait to get information about your Country.\n\nClick the Portrait to find out more about your Ruler and his family. Note that you are currently unmarried and your Heir is your brother, the King of Castille. Should you die at this point, you can keep playing as him since he is of your Dynasty. Yes, that means he would inherit León and be king of two Kingdoms...;Vous voici, dans le coin supérieur gauche. Cliquer sur le portrait vous donnera plus d'informations à propos de [Root.GetTitledFirstName] et sa famille. Vous pouvez également cliquer sur les armoiries sous le portrait afin d'obtenir des informations sur votre région.\n\nCliquez sur le portrait pour en apprendre plus. Notez que puisque vous n'êtes pas encore marié, votre héritier est votre frère, Le Roi de Castille. Si votre personnage mourait maintenant, vous pourriez continuer votre progression en incarnant son frère, puisqu'il est de la même dynastie. Cela signifie qu'il hériterait de León et vous deviendriez le roi de deux royaumes...;Dies seid Ihr, in der Ecke oben links. Wenn Ihr das Porträt anklickt, erhaltet Ihr weitere Informationen zu [Root.GetTitledFirstName] und seiner Familie. Außerdem könnt Ihr auf das benachbarte Wappen klicken, um Informationen über Euer Land zu erhalten.\n\nKlickt das Porträt an, um mehr über Euren Herrscher und seine Familie zu erfahren. Wie Ihr seht, seid Ihr unverheiratet und bei Eurem Erben handelt es sich um Euren Bruder, den König von Kastilien. Würdet Ihr jetzt sterben, könntet Ihr als jener weiterspielen, denn er ist ein Angehöriger Eurer Dynastie. Übrigens würde dabei - das ist tatsächlich so - León an Euren Bruder fallen, d. h. Ihr würdet zum König zweier Königreiche...;;Éste eres tú, arriba en la esquina izquierda. Al hacer clic sobre el retrato obtendrás más información sobre [Root.GetTitledFirstName] y su familia. También puedes hacer clic sobre el emblema junto al retrato para obtener información sobre tu país.\n\nHaz clic sobre el retrato para averiguar más sobre tu gobernante y su familia. Fíjate que actualmente estás soltero y que tu heredero es tu hermano, el Rey de Castilla. Si murieras en este momento, podrías seguir jugando siendo él, dado que pertenece a tu Dinastía. Sí, esto significa que él heredaría León, de manera que serías rey de dos reinos... ;;;;;;;;;x;;
EVTOPTA107005;Got It!;Compris !;In Ordnung!;;¡Conseguido!;;;;;;;;;x;;
EVTNAME107006;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x;;
EVTDESC107006;In the same screen, you can also see your Attributes and Traits, which represent your skills and personality.\n\nCharacters can also have an Ambition, which represents their current short term goal. Whenever an Ambition is fulfilled the character will get a reward, such as a Prestige or Piety bonus. Click on the 'Choose an Ambition'-button, look at your Ambitions and choose one. A good Ambition for now could be, for instance, the Get Married Ambition.;Dans la même fenêtre, vous pouvez aussi voir vos Attributs et vos Traits, qui représentent vos compétences et votre personnalité.\n\nLes personnages peuvent aussi avoir une Ambition, qui représente leur objectif à court terme. Chaque fois que vous complèterez une Ambition, le personnage obtiendra une récompense telle qu'un bonus de Prestige ou de Piété. Cliquez sur 'Choisir une Ambition' et sélectionnez une des options. Pour l'instant, un bon choix d'Ambition serait 'Se marier'. ;Im gleichen Fenster findet Ihr außerdem Eure Fähigkeiten und Eigenschaften. Sie geben Auskunft über Eure Fähigkeiten und Persönlichkeit.\n\nDaneben können alle Spielfiguren eine Ambition hegen, d. h. ein persönliches Ziel für die nähere Zukunft. Jedes Mal, wenn eine Ambition verwirklicht wird, erhält der Charakter eine Belohnung, z. B. einen Prestige- oder Pietätsbonus. Klickt auf die Schaltfläche 'Ambition auswählen' und wählt eine der verfügbaren Ambitionen aus. Aktuell wäre die Ambition 'Heiraten' eine gute Wahl.;;En la misma pantalla también puedes ver tus Atributos y Características, lo que representa tus habilidades y personalidad.\n\nLos personajes también pueden tener una Ambición, que representa su objetivo a corto plazo. Cuando se satisface una Ambición, el personaje recibe una recompensa como sería un mayor Prestigio o Devoción. Haz clic en el botón “Elegir Ambición”, echa un vistazo a tus Ambiciones y escoge una. Por ejemplo ahora, una buena Ambición podría ser Casarse.;;;;;;;;;x;;
EVTOPTA107006;Got It!;Compris !;In Ordnung!;;¡Conseguido!;;;;;;;;;x;;
EVTNAME107007;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x;;
EVTDESC107007;Although you do have a valid Heir of your Dynasty (your brother), having children of your own will ensure that there is a next generation of successors. Besides, your brother might die before you do. As soon as you have a son, he will be your new Heir. To produce legitimate children you need to get married! The Arrange Marriage view, found by clicking on your portrait, is a good tool for finding suitable spouses (it's the button with the two golden rings). You can also use the Character Browser in the bottom right corner of the screen to find more characters.;Même si vous possédez déjà un héritier valable pour votre dynastie (votre frère), avoir vos propres enfants vous assurera qu'il y ait une nouvelle génération de successeurs. De plus, votre frère pourrait bien mourir avant vous. Dès que vous aurez un fils, il deviendra votre nouvel héritier. Pour avoir des enfants légitimes, vous devez d'abord vous marier ! L'option 'Organiser un mariage', que vous trouverez en cliquant sur votre portrait (le bouton avec deux anneaux dorés), est un excellent outil pour vous aider à trouver la bonne épouse. Vous pouvez également utiliser le Navigateur de personnage dans le coin inférieur droit afin de trouver d'autres personnages. ;Auch wenn es bereits einen gültigen Erben gibt (Euren Bruder), würden eigene Kinder das Fortbestehen Eurer Dynastie in der folgenden Generation zusätzlich absichern. Davon abgesehen könnte es sein, dass Euer Bruder vor Euch stirbt. Sobald Ihr einen Sohn bekommt, wird dieser zu Eurem Erben. Um legitime Nachkommen zeugen zu können, müsst Ihr erst einmal heiraten! Wenn Ihr auf Euer Porträt klickt, könnt Ihr dort die Übersicht 'Heirat arrangieren' öffnen (klickt auf die Schaltfläche mit den goldenen Ringen). Die Liste hilft Euch bei der Suche nach passenden Heiratskandidaten. Alternativ könnt Ihr den Charakter-Browser (Schaltfläche unten rechts) verwenden, um weitere Kandidaten zu finden.;;A pesar de que tienes un legítimo heredero de tu Dinastía (tu hermano), tener tus propios hijos aseguraría una nueva generación de sucesores. Además, podría ser que tu hermano muriera antes que tú. Tan pronto como tengas un hijo, éste será tu nuevo heredero. ¡Pero para tener hijos legítimos tienes que casarte! Haciendo clic sobre tu retrato encontrarás la opción Concertar Matrimonio, es una buena herramienta para encontrar esposas apropiadas (es el botón con las alianzas doradas). También puedes usar el Buscador de Personajes en la esquina inferior derecha de la pantalla para encontrar más personajes.;;;;;;;;;x;;
EVTOPTA107007;Got It!;Compris !;In Ordnung!;;¡Conseguido!;;;;;;;;;x;;
EVTTOOLTIP107008;Help to find good spouses will follow.;De l'aide pour trouver de bonnes épouses suivra.;Hilfe bei der Suche nach guten Partnern folgt.;;La ayuda para encontrar buenas cónyuges continuará.;;;;;;;;;x;;
EVTNAME107008;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x;;
EVTDESC107008;When looking at potential spouses, there are a few things you should keep in mind: First, your spouse's Attributes will boost your own, so a skilled spouse is preferably. Secondly, marriages are the only way to secure Alliances in the game, so try to marry into the close family of rulers you want to ally. Third, you cannot marry children, but you can betroth them (though that will not yield any Attribute boost.) Right now it would be wise to marry a healthy adult woman of childbearing age.;Lorsque vous cherchez les conjoints idéaux, il y a trois variables à toujours garder en tête. La première : les Attributs de votre conjoint renforcent les vôtres, il est donc préférable d'opter pour un candidat plus expérimenté. La deuxième : le mariage est la seule façon de garantir une alliance, essayez donc de marier un candidat qui compte dans sa famille proche les dirigeants avec lesquels vous désirez vous allier. La troisième : vous ne pouvez pas épouser un enfant, mais vous pouvez les promettre en mariage, vous ne recevrez cependant aucun bénéfice d'Attributs. Pour le moment votre meilleure option serait d'épouser une femme en âge de procréer.;Hinsichtlich der potenziellen Ehegatten solltet Ihr Folgendes beachten: Da die Fähigkeiten des Gatten (bzw. der Gattin) teilweise zu Euren Fähigkeiten addiert werden, lohnt es sich, eine Person mit Fähigkeiten zu heiraten. Des Weiteren sind Eheschließungen die einzige Form des Bündnisses im gesamten Spiel. Wenn Ihr also ein Bündnis anstrebt, so müsst Ihr versuchen, in die engere Familie des jeweiligen Herrschers einzuheiraten. Und zuletzt solltet Ihr wissen, dass Kinder nicht verheiratet, wohl aber verlobt werden können (dabei gibt es allerdings keinen Bonus auf die Fähigkeitswerte). Zum jetzigen Zeitpunkt wäre es klug, eine gesunde, erwachsene Frau im gebärfähigen Alter zu heiraten.;;Cuando busques esposas potenciales, deberás tener en mente unas cuantas cosas: Primero, los Atributos de tu esposa deberán incrementar los tuyos, así que elije preferiblemente a una esposa habilidosa. En segundo lugar, la unión matrimonial es la única manera de asegurar alianzas en el juego, por lo cual deberás intentar emparentarte con la familia de gobernantes que quieras tener como aliados. Tercero, no puedes casarte con niñas, pero sí puedes comprometerte con ellas (aunque esto no hará incrementar tus Atributos). En estos momentos lo inteligente sería casarte con una mujer adulta y sana en edad fértil.;;;;;;;;;x;;
EVTOPTA107008;Got It!;Compris !;In Ordnung!;;¡Conseguido!;;;;;;;;;x;;
EVTNAME107009;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x;;
#EVTDESC107009;When you have found a good character to marry, click on their portrait and the Diplomacy Icon to open the Diplomatic View (if you do this through the Arrange Marriage function you need only click the portrait). Here you may ask the Liege of your intended wife about the possibility of arranging a marriage. The Diplomatic View is the main way to interact with other characters. Go ahead and arrange the marriage!;Lorsque vous aurez déniché la candidate parfaite à marier, cliquez sur son portrait pour ouvrir la Vue diplomatique. De là vous pouvez faire la requête d'organiser un mariage au suzerain de votre future femme. La Vue diplomatique est le principal moyen utilisé pour interagir avec d'autres personnages. Lancez-vous et organisez un mariage !;Durch einen Klick auf das Porträt der Person, die Ihr zu ehelichen gedenkt, öffnet Ihr die Diplomatieansicht, wo Ihr den Lehnsherrn Eurer Zukünftigen darum bitten könnt, eine Heirat zu arrangieren. Die Diplomatieansicht ist das hauptsächliche Hilfsmittel zur Interaktion mit anderen Spielfiguren. Fahrt fort und arrangiert die Heirat!;;Cuando hayas encontrado un buen personaje con el que casarte, haz clic en su retrato para abrir la Vista Diplomática. Allí podrás pedir al señor feudal de tu posible futura esposa la posibilidad de planificar una boda. La Vista Diplomática es la principal vía para relacionarte con otros personajes. ¡Sigue adelante y prepara tu boda!;;;;;;;;;x;;
EVTOPTA107009;Got It!;Compris !;In Ordnung!;;¡Conseguido!;;;;;;;;;x;;
EVTNAME107100;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x;;
EVTDESC107100;Congratulations on your marriage! While Alfonso is busy trying to get [Root.Spouse.GetFirstName] with child, you might want to select a new Ambition, for example 'Have a Son' or 'Have a Daughter'.;Félicitations aux nouveaux mariés ! Pendant qu'Alphonse et [Root.Spouse.GetFirstName] sont occupés à assurer leur descendance dans la chambre à coucher, vous pouriez sélectionner une nouvelle Ambition, par exemple : 'Avoir un fils' ou 'Avoir une fille'.;Herzlichen Glückwunsch zur Heirat! Während Alfons damit zu tun hat, mit [Root.Spouse.GetFirstName] einen Erben zu zeugen, könntet Ihr für ihn eine neue Ambition auswählen, zum Beispiel 'Einen Sohn haben' oder 'Eine Tochter haben'.;;¡Felicidades por tu boda! Mientras Alfonso está ocupado intentando conseguir [Root.Spouse.GetFirstName] con descendencia, podrías seleccionar una nueva Ambición, por ejemplo “Tener un Hijo” o “Tener una hija”.;;;;;;;;;x;;
EVTOPTA107100;Got It!;Compris !;In Ordnung!;;¡Conseguido!;;;;;;;;;x;;
EVTNAME107101;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x;;
