#duke_maritimer;King;;;;;;;;;;;;;x
#duke_female_maritimer;Queen;;;;;;;;;;;;;x
#duchy_of_maritimer;Kingdom of;;;;;;;;;;;;;x
count_maritimer;Lord;;;;;;;;;;;;;x
count_female_maritimer;Lady;;;;;;;;;;;;;x
county_of_maritimer;Lordship of;;;;;;;;;;;;;x

emperor_nahua;Huetlatoani;Huetlatoani;Huetlatoani;;Huetlatoani;;;;;;;;;x
emperor_female_nahua;Huetlatoani;Huetlatoani;Huetlatoani;;Huetlatoani;;;;;;;;;x
king_nahua;Tlatoani;Tlatoani;Tlatoani;;Tlatoani;;;;;;;;;x
king_female_nahua;Tlatoani;Tlatoani;Tlatoani;;Tlatoani;;;;;;;;;x
duke_nahua;Huecalpixqui;Huecalpixqui;Huecalpixqui;;Huecalpixqui;;;;;;;;;x
duke_female_nahua;Huecalpixqui;Huecalpixqui;Huecalpixqui;;Huecalpixqui;;;;;;;;;x
count_nahua;Calpixqui;Calpixqui;Calpixqui;;Calpixqui;;;;;;;;;x
count_female_nahua;Calpixqui;Calpixqui;Calpixqui;;Calpixqui;;;;;;;;;x
baron_nahua;Teuctli;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
baron_female_nahua;Teuctli;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
job_chancellor_nahua;Cihuacoatl;Cihuacoatl;Cihuacoatl;;Cihuacoatl;;;;;;;;;x #this is really more of a prime minister, need to find a different thing for chancellor
job_marshal_nahua;Tlacateccatl;Tlacateccatl;Tlacateccatl;;Tlacateccatl;;;;;;;;;x
job_treasurer_nahua;Petlacalcatl;Petlacalcatl;Petlacalcatl;;Petlacalcatl;;;;;;;;;x
job_spymaster_nahua;Tillancalqui;Tillancalqui;Tillancalqui;;Tillancalqui;;;;;;;;;x
job_spiritual_nahua;Sahagun;Sahagún;Sahagun;;Sahagun;;;;;;;;;x

job_spiritual_americanist;Attorney General;;;;;;;;;;;;;x
temple_barony_of_americanist;Court of;;;;;;;;;;;;;x
temple_baron_americanist;Judge;;;;;;;;;;;;;x
temple_baron_female_americanist;Judge;;;;;;;;;;;;;x
temple_baron_americanists;Judges;;;;;;;;;;;;;;x
temple_county_of_americanist;County Court of;;;;;;;;;;;;;x
temple_count_americanist;County Judge;;;;;;;;;;;;;x
temple_count_female_americanist;County Judge;;;;;;;;;;;;;x
temple_duchy_of_americanist;High Court of;;;;;;;;;;;;;x
temple_duke_americanist;High Judge;;;;;;;;;;;;;x
temple_duke_female_americanist;High Judge;;;;;;;;;;;;;x
temple_kingdom_of_americanist;General Court of;;;;;;;;;;;;;x
temple_king_americanist;General Judge;;;;;;;;;;;;;x
temple_king_female_americanist;General Judge;;;;;;;;;;;;;x
temple_empire_of_americanist;Supreme Court of;;;;;;;;;;;;;x
temple_emperor_americanist;Supreme Judge;;;;;;;;;;;;;x
temple_emperor_female_americanist;Supreme Judge;;;;;;;;;;;;;x

barony_of_consumerist;Office of;;;;;;;;;;;;;x
baron_consumerist;Supervisor;;;;;;;;;;;;;x
baron_female_consumerist;Supervisor;;;;;;;;;;;;;x
county_of_consumerist;Directorate of;;;;;;;;;;;;;x
count_consumerist;Director;;;;;;;;;;;;;x
count_female_consumerist;Director;;;;;;;;;;;;;x
duchy_of_consumerist;Managing Directorate of;;;;;;;;;;;;;x
duke_consumerist;Managing Director;;;;;;;;;;;;;x
duke_female_consumerist;Managing Director;;;;;;;;;;;;;x
kingdom_of_consumerist;Corporation of;;;;;;;;;;;;;x
king_consumerist;Executive Director;;;;;;;;;;;;;x
king_female_consumerist;Executive Director;;;;;;;;;;;;;x
empire_of_consumerist;Conglomerate of;;;;;;;;;;;;;x
emperor_consumerist;Chairman;;;;;;;;;;;;;x
emperor_female_consumerist;Chairwoman;;;;;;;;;;;;;x

duchy_of_appalachian;Grand Division of;;;;;;;;;;;;;x
duke_appalachian;Grand Duke;;;;;;;;;;;;;x
duke_female_appalachian;Grand Duchess;;;;;;;;;;;;;x
duchy_of_riverlander;Grand Division of;;;;;;;;;;;;;x
duke_riverlander;Grand Duke;;;;;;;;;;;;;x
duke_female_riverlander;Grand Duchess;;;;;;;;;;;;;x

job_spiritual_voodoo;Court Houngan;;;;;;;;;;;;;x
temple_baron_voodoo;Houngan;;;;;;;;;;;;;x
temple_count_voodoo;Houngan Sur Pwen;;;;;;;;;;;;;x
temple_duke_voodoo;Houngan Asogwe;;;;;;;;;;;;;x
temple_king_voodoo;Voodoo King;;;;;;;;;;;;;x
temple_emperor_voodoo;Voodoo Emperor;;;;;;;;;;;;;x
temple_baron_female_voodoo;Mambo;;;;;;;;;;;;;x
temple_count_female_voodoo;Mambo Sur Pwen;;;;;;;;;;;;;x
temple_duke_female_voodoo;Mambo Asogwe;;;;;;;;;;;;;x
temple_king_female_voodoo;Voodoo Queen;;;;;;;;;;;;;x
temple_emperor_female_voodoo;Voodoo Empress;;;;;;;;;;;;;x
temple_baron_santeria;Santero;;;;;;;;;;;;;x
temple_baron_female_santeria;Santera;;;;;;;;;;;;;x
temple_barony_of_voodoo;Hounfor of;;;;;;;;;;;;;x
temple_county_of_voodoo;Peristil of;;;;;;;;;;;;;x
temple_duchy_of_voodoo;Great Peristil of;;;;;;;;;;;;;x
temple_kingdom_of_voodoo;Royal Peristil of;;;;;;;;;;;;;x
temple_empire_of_voodoo;Imperial Peristil of;;;;;;;;;;;;;x

job_chancellor_old_world;Foreign Minister;;;;;;;;;;;;;x
job_chancellor_ontarian;Foreign Minister;;;;;;;;;;;;;x
job_chancellor_maritimer;Foreign Minister;;;;;;;;;;;;;x
job_chancellor_quebecois;Foreign Minister;;;;;;;;;;;;;x
job_chancellor_caribbanglo;Foreign Minister;;;;;;;;;;;;;x
job_chancellor_caribeno;Foreign Minister;;;;;;;;;;;;;x
job_chancellor_antillais;Foreign Minister;;;;;;;;;;;;;x
job_chancellor_americanist;Secretary of State;;;;;;;;;;;;;x
job_chancellor_consumerist;Chief Foreign Officer;;;;;;;;;;;;;x
job_treasurer_old_world;Chancellor of the Exchequer;;;;;;;;;;;;;x
job_treasurer_ontarian;Chancellor of the Exchequer;;;;;;;;;;;;;x
job_treasurer_maritimer;Chancellor of the Exchequer;;;;;;;;;;;;;x
job_treasurer_quebecois;Chancellor of the Exchequer;;;;;;;;;;;;;x
job_treasurer_caribbanglo;Chancellor of the Exchequer;;;;;;;;;;;;;x
job_treasurer_caribeno;Chancellor of the Exchequer;;;;;;;;;;;;;x
job_treasurer_antillais;Chancellor of the Exchequer;;;;;;;;;;;;;x
job_treasurer_americanist;Secretary of the Treasury;;;;;;;;;;;;;x
job_treasurer_consumerist;Chief Financial Officer;;;;;;;;;;;;;x
job_marshal_old_world;Minister of Defence;;;;;;;;;;;;;x
job_marshal_ontarian;Minister of Defence;;;;;;;;;;;;;x
job_marshal_maritimer;Minister of Defence;;;;;;;;;;;;;x
job_marshal_quebecois;Minister of Defence;;;;;;;;;;;;;x
job_marshal_caribbanglo;Minister of Defence;;;;;;;;;;;;;x
job_marshal_caribeno;Minister of Defence;;;;;;;;;;;;;x
job_marshal_antillais;Minister of Defence;;;;;;;;;;;;;x
job_marshal_americanist;Secretary of Defense;;;;;;;;;;;;;x
job_marshal_consumerist;Chief Military Officer;;;;;;;;;;;;;x
job_spymaster_old_world;Minister of the Interior;;;;;;;;;;;;;x
job_spymaster_ontarian;Minister of the Interior;;;;;;;;;;;;;x
job_spymaster_maritimer;Minister of the Interior;;;;;;;;;;;;;x
job_spymaster_quebecois;Minister of the Interior;;;;;;;;;;;;;x
job_spymaster_caribbanglo;Minister of the Interior;;;;;;;;;;;;;x
job_spymaster_caribeno;Minister of the Interior;;;;;;;;;;;;;x
job_spymaster_antillais;Minister of the Interior;;;;;;;;;;;;;x
job_spymaster_americanist;Man in Black;;;;;;;;;;;;;x
job_spymaster_consumerist;Chief Intelligence Officer;;;;;;;;;;;;;x
job_spiritual_consumerist;Chief Marketing Officer;;;;;;;;;;;;;x

temple_count_christian;Canon;;;;;;;;;;;;;x
temple_count_female_christian;Canoness;;;;;;;;;;;;;x
temple_county_of_christian;Canonate of;;;;;;;;;;;;;x
temple_duke_christian;Metropolitan;;;;;;;;;;;;;x
temple_duke_female_christian;Metropolitan;;;;;;;;;;;;;x
temple_duchy_of_christian;Metropolis of;;;;;;;;;;;;;x
temple_king_christian;Exarch;;;;;;;;;;;;;x
temple_king_female_christian;Exarch;;;;;;;;;;;;;x
temple_kingdom_of_christian;Exarchate of;;;;;;;;;;;;;x
temple_emperor_christian;Primarch;;;;;;;;;;;;;x
temple_emperor_female_christian;Primarch;;;;;;;;;;;;;x
temple_empire_of_christian;Primarchate of;;;;;;;;;;;;;x

temple_baron_latter-day_saints;Bishop;;;;;;;;;;;;;x
temple_barony_of_latter-day_saints;Ward of;;;;;;;;;;;;;x
temple_count_latter-day_saints;Stake President;;;;;;;;;;;;;x
temple_county_of_latter-day_saints;Stake of;;;;;;;;;;;;;x
temple_duke_latter-day_saints;Area Seventy;;;;;;;;;;;;;x
temple_duchy_of_latter-day_saints;Area of;;;;;;;;;;;;;x
temple_king_latter-day_saints;Seventy;;;;;;;;;;;;;x
temple_kingdom_of_latter-day_saints;The Kingdom of God in;;;;;;;;;;;;;x
temple_emperor_latter-day_saints;Apostle;;;;;;;;;;;;;x
temple_empire_of_latter-day_saints;The Kingdom of God upon the Earth in;;;;;;;;;;;;;x

temple_baron_ursuline;Prior;;;;;;;;;;;;;x
temple_baron_female_ursuline;Prioress;;;;;;;;;;;;;x
temple_barony_of_ursuline;Priory of;;;;;;;;;;;;;x
temple_baron_ursulines;Prioresses;;;;;;;;;;;;;x
temple_count_ursuline;Abbot;;;;;;;;;;;;;x
temple_count_female_ursuline;Abbess;;;;;;;;;;;;;x
temple_county_of_ursuline;Abbey of;;;;;;;;;;;;;x
temple_duke_ursuline;Father Superor;;;;;;;;;;;;;x
temple_duke_female_ursuline;Mother Superior;;;;;;;;;;;;;x
temple_duchy_of_ursuline;Convent of;;;;;;;;;;;;;x
temple_king_ursuline;Father General;;;;;;;;;;;;;x
temple_king_female_ursuline;Mother General;;;;;;;;;;;;;x
temple_kingdom_of_ursuline;Order of;;;;;;;;;;;;;x
temple_emperor_ursuline;Superior General;;;;;;;;;;;;;x
temple_emperor_female_ursuline;Superior General;;;;;;;;;;;;;x
temple_empire_of_ursuline;Grand Order of;;;;;;;;;;;;;x

city_baron_rust_cultist;Machinist;;;;;;;;;;;;;x
city_baron_female_rust_cultist;Machinist;;;;;;;;;;;;;x
city_barony_of_rust_cultist;Machinery of;;;;;;;;;;;;;x
city_count_rust_cultist;Foreman;;;;;;;;;;;;;x
city_count_female_rust_cultist;Foreman;;;;;;;;;;;;;x
city_county_of_rust_cultist;Shop of;;;;;;;;;;;;;x
city_duke_rust_cultist;Overseer;;;;;;;;;;;;;x
city_duke_female_rust_cultist;Overseer;;;;;;;;;;;;;x
city_duchy_of_rust_cultist;Factory of;;;;;;;;;;;;;x
city_king_rust_cultist;Organizer;;;;;;;;;;;;;x
city_king_female_rust_cultist;Organizer;;;;;;;;;;;;;x
city_kingdom_of_rust_cultist;Union of;;;;;;;;;;;;;x
city_emperor_rust_cultist;Union President;;;;;;;;;;;;;x
city_emperor_female_rust_cultist;Union President;;;;;;;;;;;;;x
city_empire_of_rust_cultist;Federated Unions of;;;;;;;;;;;;;x
temple_baron_rust_cultist;Stationmaster;;;;;;;;;;;;;x
temple_baron_rust_cultists;Stationmasters;;;;;;;;;;;;;x
temple_baron_female_rust_cultist;Stationmaster;;;;;;;;;;;;;x
temple_barony_of_rust_cultist;Station of;;;;;;;;;;;;;x
temple_count_rust_cultist;Conductor;;;;;;;;;;;;;x
temple_count_female_rust_cultist;Conductor;;;;;;;;;;;;;x
temple_county_of_rust_cultist;Conductorship of;;;;;;;;;;;;;x
temple_duke_rust_cultist;Inspector;;;;;;;;;;;;;x
temple_duke_female_rust_cultist;Inspector;;;;;;;;;;;;;x
temple_duchy_of_rust_cultist;Inspectorate of;;;;;;;;;;;;;x
temple_king_rust_cultist;Engineer;;;;;;;;;;;;;x
temple_king_female_rust_cultist;Engineer;;;;;;;;;;;;;x
temple_kingdom_of_rust_cultist;Railroad of;;;;;;;;;;;;;x
temple_emperor_rust_cultist;High Engineer;;;;;;;;;;;;;x
temple_emperor_female_rust_cultist;High Engineer;;;;;;;;;;;;;x
temple_empire_of_rust_cultist;System of;;;;;;;;;;;;;x
count_rust_cultist;Magnate;;;;;;;;;;;;;x
count_female_rust_cultist;Magnate;;;;;;;;;;;;;x
county_of_rust_cultist;Enterprise of;;;;;;;;;;;;;x
duke_rust_cultist;Oligarch;;;;;;;;;;;;;x
duke_female_rust_cultist;Oligarch;;;;;;;;;;;;;x
duchy_of_rust_cultist;Oligarchy of;;;;;;;;;;;;;x
king_rust_cultist;Tycoon;;;;;;;;;;;;;x
king_female_rust_cultist;Tycoon;;;;;;;;;;;;;x
kingdom_of_rust_cultist;Tycoonship of;;;;;;;;;;;;;x

city_baron_rust_cultist_reformed;Machinist;;;;;;;;;;;;;x
city_baron_female_rust_cultist_reformed;Machinist;;;;;;;;;;;;;x
city_barony_of_rust_cultist_reformed;Machinery of;;;;;;;;;;;;;x
city_count_rust_cultist_reformed;Foreman;;;;;;;;;;;;;x
city_count_female_rust_cultist_reformed;Foreman;;;;;;;;;;;;;x
city_county_of_rust_cultist_reformed;Shop of;;;;;;;;;;;;;x
city_duke_rust_cultist_reformed;Overseer;;;;;;;;;;;;;x
city_duke_female_rust_cultist_reformed;Overseer;;;;;;;;;;;;;x
city_duchy_of_rust_cultist_reformed;Factory of;;;;;;;;;;;;;x
city_king_rust_cultist_reformed;Organizer;;;;;;;;;;;;;x
city_king_female_rust_cultist_reformed;Organizer;;;;;;;;;;;;;x
city_kingdom_of_rust_cultist_reformed;Union of;;;;;;;;;;;;;x
city_emperor_rust_cultist_reformed;Union President;;;;;;;;;;;;;x
city_emperor_female_rust_cultist_reformed;Union President;;;;;;;;;;;;;x
city_empire_of_rust_cultist_reformed;Federated Unions of;;;;;;;;;;;;;x
temple_baron_rust_cultist_reformed;Stationmaster;;;;;;;;;;;;;x
temple_baron_rust_cultist_reformeds;Stationmasters;;;;;;;;;;;;;x
temple_baron_female_rust_cultist_reformed;Stationmaster;;;;;;;;;;;;;x
temple_barony_of_rust_cultist_reformed;Station of;;;;;;;;;;;;;x
temple_count_rust_cultist_reformed;Conductor;;;;;;;;;;;;;x
temple_count_female_rust_cultist_reformed;Conductor;;;;;;;;;;;;;x
temple_county_of_rust_cultist_reformed;Conductorship of;;;;;;;;;;;;;x
temple_duke_rust_cultist_reformed;Inspector;;;;;;;;;;;;;x
temple_duke_female_rust_cultist_reformed;Inspector;;;;;;;;;;;;;x
temple_duchy_of_rust_cultist_reformed;Inspectorate of;;;;;;;;;;;;;x
temple_king_rust_cultist_reformed;Engineer;;;;;;;;;;;;;x
temple_king_female_rust_cultist_reformed;Engineer;;;;;;;;;;;;;x
temple_kingdom_of_rust_cultist_reformed;Railroad of;;;;;;;;;;;;;x
temple_emperor_rust_cultist_reformed;High Engineer;;;;;;;;;;;;;x
temple_emperor_female_rust_cultist_reformed;High Engineer;;;;;;;;;;;;;x
temple_empire_of_rust_cultist_reformed;System of;;;;;;;;;;;;;x
count_rust_cultist_reformed;Magnate;;;;;;;;;;;;;x
count_female_rust_cultist_reformed;Magnate;;;;;;;;;;;;;x
county_of_rust_cultist_reformed;Enterprise of;;;;;;;;;;;;;x
duke_rust_cultist_reformed;Oligarch;;;;;;;;;;;;;x
duke_female_rust_cultist_reformed;Oligarch;;;;;;;;;;;;;x
duchy_of_rust_cultist_reformed;Oligarchy of;;;;;;;;;;;;;x
king_rust_cultist_reformed;Tycoon;;;;;;;;;;;;;x
king_female_rust_cultist_reformed;Tycoon;;;;;;;;;;;;;x
kingdom_of_rust_cultist_reformed;Tycoonship of;;;;;;;;;;;;;x

temple_baron_occultist;Adept;;;;;;;;;;;;;x
temple_baron_female_occultist;Adept;;;;;;;;;;;;;x
temple_baron_occultists;Adepts;;;;;;;;;;;;;x
temple_barony_of_occultist;Temple of;;;;;;;;;;;;;x
temple_count_occultist;Mystagogue;;;;;;;;;;;;;x
temple_count_female_occultist;Mystagogue;;;;;;;;;;;;;x
temple_county_of_occultist;Great Temple of;;;;;;;;;;;;;x
temple_duke_occultist;Theurge;;;;;;;;;;;;;x
temple_duke_female_occultist;Theurge;;;;;;;;;;;;;x
temple_duchy_of_occultist;Theurgy of;;;;;;;;;;;;;x
temple_king_occultist;Hierophant;;;;;;;;;;;;;x
temple_king_female_occultist;Hierophant;;;;;;;;;;;;;x
temple_kingdom_of_occultist;Hierophancy of;;;;;;;;;;;;;x

temple_baron_occultist_reformed;Adept;;;;;;;;;;;;;x
temple_baron_female_occultist_reformed;Adept;;;;;;;;;;;;;x
temple_baron_occultist_reformeds;Adepts;;;;;;;;;;;;;x
temple_barony_of_occultist_reformed;Temple of;;;;;;;;;;;;;x
temple_count_occultist_reformed;Mystagogue;;;;;;;;;;;;;x
temple_count_female_occultist_reformed;Mystagogue;;;;;;;;;;;;;x
temple_county_of_occultist_reformed;Great Temple of;;;;;;;;;;;;;x
temple_duke_occultist_reformed;Theurge;;;;;;;;;;;;;x
temple_duke_female_occultist_reformed;Theurge;;;;;;;;;;;;;x
temple_duchy_of_occultist_reformed;Theurgy of;;;;;;;;;;;;;x
temple_king_occultist_reformed;Hierophant;;;;;;;;;;;;;x
temple_king_female_occultist_reformed;Hierophant;;;;;;;;;;;;;x
temple_kingdom_of_occultist_reformed;Hierophancy of;;;;;;;;;;;;;x

county_of_cajun;Parish of;;;;;;;;;;;;;x

IPSISSIMUS;Ipsissimus;;;;;;;;;;;;;x
IPSISSIMUS_FEMALE;Ipsissima;;;;;;;;;;;;;x
IPSISSIMUS_FOA;Your Holiness;;;;;;;;;;;;;x

king_thelemic;Pharaoh;;;;;;;;;;;;;x
king_female_thelemic;Pharaoh;;;;;;;;;;;;;x
temple_baron_thelemic;Zelator;;;;;;;;;;;;;x
temple_baron_female_thelemic;Zelator;;;;;;;;;;;;;x
temple_count_thelemic;Philosophus;;;;;;;;;;;;;x
temple_count_female_thelemic;Philosophus;;;;;;;;;;;;;x
temple_duke_thelemic;Dominus Liminis;;;;;;;;;;;;;x
temple_duke_female_thelemic;Dominus Liminis;;;;;;;;;;;;;x
temple_king_thelemic;Magister Templi;;;;;;;;;;;;;x
temple_king_female_thelemic;Magister Templi;;;;;;;;;;;;;x
temple_emperor_thelemic;Magus;;;;;;;;;;;;;x
temple_emperor_female_thelemic;Magus;;;;;;;;;;;;;x
king_thelemic_reformed;Pharoah;;;;;;;;;;;;;x
king_female_thelemic_reformed;Pharoah;;;;;;;;;;;;;x
temple_baron_thelemic_reformed;Zelator;;;;;;;;;;;;;x
temple_baron_female_thelemic_reformed;Zelator;;;;;;;;;;;;;x
temple_count_thelemic_reformed;Philosophus;;;;;;;;;;;;;x
temple_count_female_thelemic_reformed;Philosophus;;;;;;;;;;;;;x
temple_duke_thelemic_reformed;Dominus Liminis;;;;;;;;;;;;;x
temple_duke_female_thelemic_reformed;Dominus Liminis;;;;;;;;;;;;;x
temple_king_thelemic_reformed;Magister Templi;;;;;;;;;;;;;x
temple_king_female_thelemic_reformed;Magister Templi;;;;;;;;;;;;;x
temple_emperor_reformed_thelemic;Magus;;;;;;;;;;;;;x
temple_emperor_female_reformed_thelemic;Magus;;;;;;;;;;;;;x

baron_maplean;Viscount;;;;;;;;;;;;;x
baron_female_maplean;Viscountess;;;;;;;;;;;;;x
barony_of_maplean;Viscountship of;;;;;;;;;;;;;x
count_maplean;Earl;;;;;;;;;;;;;x
county_of_maplean;Earldom of;;;;;;;;;;;;;x
duke_maplean;Marquis;;;;;;;;;;;;;x
duke_female_maplean;Marchioness;;;;;;;;;;;;;x
duchy_of_maplean;Marquisate of;;;;;;;;;;;;;x
baron_old_world;Viscount;;;;;;;;;;;;;x
baron_female_old_world;Viscountess;;;;;;;;;;;;;x
barony_of_old_world;Viscountship of;;;;;;;;;;;;;x
count_old_world;Earl;;;;;;;;;;;;;x
county_of_old_world;Earldom of;;;;;;;;;;;;;x
duke_old_world;Marquis;;;;;;;;;;;;;x
duke_female_old_world;Marchioness;;;;;;;;;;;;;x
duchy_of_old_world;Marquisate of;;;;;;;;;;;;;x
baron_caribbanglo;Viscount;;;;;;;;;;;;;x
baron_female_caribbanglo;Viscountess;;;;;;;;;;;;;x
barony_of_caribbanglo;Viscountship of;;;;;;;;;;;;;x
count_caribbanglo;Earl;;;;;;;;;;;;;x
county_of_caribbanglo;Earldom of;;;;;;;;;;;;;x
duke_caribbanglo;Marquis;;;;;;;;;;;;;x
duke_female_caribbanglo;Marchioness;;;;;;;;;;;;;x
duchy_of_caribbanglo;Marquisate of;;;;;;;;;;;;;x

baron_brethren;Lieutenant;;;;;;;;;;;;;x
baron_female_brethren;Lieutenant;;;;;;;;;;;;;x
barony_of_brethren;Lieutenancy of;;;;;;;;;;;;;x
count_brethren;Captain;;;;;;;;;;;;;x
count_female_brethren;Captain;;;;;;;;;;;;;x
county_of_brethren;Captaincy of;;;;;;;;;;;;;x
duke_brethren;Commodore;;;;;;;;;;;;;x
duke_female_brethren;Commodore;;;;;;;;;;;;;x
duchy_of_brethren;Flotilla of;;;;;;;;;;;;;x
king_brethren;Admiral;;;;;;;;;;;;;x
king_female_brethren;Admiral;;;;;;;;;;;;;x
kingdom_of_brethren;Admiralty of;;;;;;;;;;;;;x
emperor_brethren;Grand Admiral;;;;;;;;;;;;;x
emperor_female_brethren;Grand Admiral;;;;;;;;;;;;;x
empire_of_brethren;Grand Admiralty of;;;;;;;;;;;;;x

city_baron_brethren;Landsman;;;;;;;;;;;;;x
city_baron_female_brethren;Landswoman;;;;;;;;;;;;;x
city_barony_of_brethren;Anchorage of;;;;;;;;;;;;;x
city_count_brethren;Harbormaster;;;;;;;;;;;;;x
city_count_female_brethren;Harbormistress;;;;;;;;;;;;;x
city_county_of_brethren;Harbor of;;;;;;;;;;;;;x
city_duke_brethren;Portmaster;;;;;;;;;;;;;x
city_duke_female_brethren;Portmistress;;;;;;;;;;;;;x
city_duchy_of_brethren;Port of;;;;;;;;;;;;;x

temple_baron_brethren;Pilot;;;;;;;;;;;;;x
temple_baron_female_brethren;Pilot;;;;;;;;;;;;;x
temple_barony_of_brethren;Pilothouse of;;;;;;;;;;;;;x
temple_baron_brethrens;Pilots;;;;;;;;;;;;;x
job_spiritual_brethren;Navigator;;;;;;;;;;;;;x
job_treasurer_brethren;Purser;;;;;;;;;;;;;x
job_marshal_brethren;Captain of Marines;;;;;;;;;;;;;x
job_chancellor_brethren;First Mate;;;;;;;;;;;;;x
job_spymaster_brethren;Boatswain;;;;;;;;;;;;;x


title_prince_caribeno;Infante;;;;;;;;;;;;;x
title_prince_female_caribeno;Infanta;;;;;;;;;;;;;x
title_prince_mexicano;Infante;;;;;;;;;;;;;x
title_prince_female_mexicano;Infanta;;;;;;;;;;;;;x
title_prince_portuguese;Infante;;;;;;;;;;;;;x
title_prince_female_portuguese;Infanta;;;;;;;;;;;;;x

city_baron;Mayor;;;;;;;;;;;;;x
city_baron_gothamite;Alderman;;;;;;;;;;;;;x
city_count;Lord Mayor;Seigneur-Maire;Oberbürgermeister;;Gran Alcalde;;;;;;;;;x
city_count_female;Lady Mayor;;;;;;;;;;;;;x
city_duke;Lord Proprietor;;;;;;;;;;;;;x
city_duke_female;Lady Proprietor;;;;;;;;;;;;;x
city_king;Lord Director;;;;;;;;;;;;;x
city_king_female;Lady Director;;;;;;;;;;;;;x
city_emperor;Lord Executive;;;;;;;;;;;;;x
city_emperor_female;Lady Executive;;;;;;;;;;;;;x
city_barony_of;City of;;;;;;;;;;;;;x
city_county_of;Grand City of;Grande Cité de;Großstadt;;Ciudad de;;;;;;;;;x
city_duchy_of;Republic of;;;;;;;;;;;;;x
city_kingdom_of;State of;;;;;;;;;;;;;x
city_empire_of;United States of;;;;;;;;;;;;;x

city_king_maplean;Premier;;;;;;;;;;;;;x
city_emperor_maplean;Prime Minister;;;;;;;;;;;;;x
