#CODE;ENGLISH;FRENCH;GERMAN;;ESPAÑOL;;;;;;;;;x
EVTDESC6354;Since the incident some weeks ago I have felt uneasy. I took a walk along the coast to clear my mind and found a small village where the people claimed to worship the 'Old Ones', Gods older than even those of the [Root.Religion.GetName] faith. They invited me to join in their rituals and showed me a dusty old grimoire written by a mad Saracen.;Depuis l'incident survenu il y a quelques semaines, je ne me sens pas très à l'aise. J'ai marché le long de la côte pour me changer les idées et j'ai trouvé un petit village où les gens disent vénérer les 'Anciens', des dieux plus vieux encore que ceux qui pratiquent le [Root.Religion.GetName]. Ils m'ont invité à me joindre à leurs rituels et m'ont montré un vieux grimoire poussiéreux écrit par un sarrazin fou. ;Seit dem Vorfall vor einigen Wochen bin ich unruhig. Ich machte einen Spaziergang an der Küste entlang, um mich auf andere Gedanken zu bringen und fand ein kleines Dorf, in dem die Bewohner den 'Großen Alten' anstelle des [Root.Religion.GetName] Glaubens huldigten. Sie luden mich zu ihren Ritualen ein und zeigten mir ein staubiges, altes Buch, das von einem wahnsinnigen Sarazenen geschrieben worden ist.;;Desde el incidente de hace unas semanas me siento intranquilo. Dí un paseo a lo largo de la costa para aclarar mi mente y encontré un pequeño pueblo donde las personas afirmaban adorar a los ‘Ancianos’, dioses más viejos aún que los de la fe [Root.Religion.GetName]. Me invitaron a unirme a sus rituales y me enseñaron un grimorio viejo y empolvado, escrito por un sarraceno loco.;;;;;;;;;x
EVTOPTA6354;I must study this grimoire;Je dois étudier ce grimoire ;Ich sollte dieses Zauberbuch studieren;;Debo estudiar este grimorio;;;;;;;;;x
EVTTOOLTIP6355;[Root.GetBestName] learns the forbidden secrets;[Root.GetBestName] apprend les secrets interdits;[Root.GetBestName] lernt die verbotenen Geheimnisse;;[Root.GetBestName] aprende los secretos prohibidos;;;;;;;;;x
EVTDESC6355;Intense study of the grimoire has gained me much knowledge. I have devised a ritual to awaken the most powerful of the Old Ones where he sleeps, dead but dreaming, in his watery tomb beneath the ocean. The cult has prepared the ritual attire and is gathering the necessary sacrifices.;J'ai acquis de précieuses connaissances grâce à l'étude approfondie de ce grimoire. J'ai élaboré un rituel destiné à réveiller le plus puissant des Grands Anciens là où il sommeille, mort mais plongé dans un rêve, dans son tombeau sous l'océan. Les adeptes du culte ont préparé les tenues pour le rituel et ils effectuent les sactifices requis.;Durch intensive Studien des Zauberbuchs erlangte ich neues Wissen. Ich entwickelte ein Ritual, um den mächtigsten der Großen Alten aus seinem Schlummer, tot aber träumend, tief in seinem nassen Ozeangrab zu erwecken. Der Kult hat das Ritual vorbereitet und sammelt die notwendigen Opfergaben.;;He ganado mucho conocimiento con el intenso estudio del grimorio. He trazado un ritual para despertar al más poderoso de los Ancianos de donde duerme, muerto pero soñando, en su tumba acuosa bajo el océano. El culto ha preparado el atuendo para el ritual y están reuniendo los sacrificios necesarios.;;;;;;;;;x
EVTOPTA6355;Tonight, he will wake!;Ce soir, il se réveillera ! ;Heute Nacht wird er erwachen!;;Esta noche, ¡él despertará!;;;;;;;;;x
EVTTOOLTIP6356;[Root.GetBestName] puts on a black robe and wizened old hat;[Root.GetBestName] enfile une robe noire et se coiffe d'un chapeau rabougri;[Root.GetBestName] zieht eine schwarze Robe und einen schrumpeligen, alten Hut an;;[Root.GetBestName] se pone una toga negra y un viejo sombrero arrugado;;;;;;;;;x
EVTDESC6356;The cult has gathered for the ritual on the shore of a black and stormy sea. The chanting begins, Ph'nglui mglw'nafh..., and in the depths of the dark waters something stirs...;Les adeptes du culte sont rassemblés pour le rituel sur la rive d'une mer ténébreuse et orageuse. Le chant commence 'Ph'nglui mglw'nafh...' et quelque chose s'agite dans les profondeurs des eaux sombres. ;Der Kult hat sich für das Ritual an der Küste einer stürmischen, schwarzen See versammelt. Die Gesänge beginnen, Ph'nglui mglw'nafh..., und in den Tiefen des schwarzen Gewässers rührt sich etwas…;;El culto se ha reunido para el ritual a la orilla de un negro y tormentoso mar. Los cánticos empiezan, Ph'nglui mglw'nafh..., y en las profundidades de las oscuras aguas algo se mueve…;;;;;;;;;x
EVTOPTA6356;He comes! HE COMES!;Le voilà ! LE VOILÀ !;Er kommt! ER KOMMT!;;¡Él viene! ¡ÉL VIENE!;;;;;;;;;x
EVTOPTB6356;What have I done?! I must stop this!;Qu'ai-je fait ?! Je dois mettre fin à tout ça ! ;Was habe ich getan? Ich muss es aufhalten!;;¡¿Qué es lo que he hecho?! ¡Debo pararlo!;;;;;;;;;x
EVTTOOLTIP6357;[Root.GetBestName] commandeers a longboat;[Root.GetBestName] réquisitionne une chaloupe;[Root.GetBestName] kommandiert ein großes Beiboot;;[Root.GetBestName] incauta una galera;;;;;;;;;x
EVTDESC6357;I steered the longboat through the raging waters towards the monstrous creature. It stood as tall as a castle tower, with the body of a man and the head of a great tentacled beast. I knew that I had awoken it from where it slept beneath the waves and that it was here to end the age of man. There was only one thing I could do...;J'ai dirigé la chaloupe dans les eaux enragées vers la créature monstrueuse. Elle se tenait debout, aussi haute que la tour d'un château, avec un corps d'homme et une tête garnie de tentacules. Je savais que je l'avais sortie de son sommeil abyssal et qu'elle était venue pour mettre fin au règne de l'homme. Il ne me restait qu'une chose à faire...;Ich steuerte das große Beiboot durch die tosenden Gewässer in Richtung der monströsen Kreatur. Sie war so groß wie ein Schlossturm, mit dem Körper eines Mannes und dem Kopf eines gigantischen Biests mit Tentakeln. Ich wusste, dass ich es aus seinem Schlummer erweckt hatte und dass es das Ende des Menschenzeitalters bringen würde. Ich konnte nur noch eines tun…;;Dirigí la galera a través de las aguas embravecidas hacia la criatura monstruosa. Se alzó alta como la torre de un castillo, con el cuerpo de un hombre y la cabeza de una gran bestia con tentáculos. Supe que la había despertado de donde dormía bajo las olas, y que estaba aquí para acabar con la edad del hombre. Sólo había una cosa que yo pudiera hacer…;;;;;;;;;x
EVTOPTA6357;Ramming speed!;Vitesse maximale !;Rammgeschwindigkeit!;;¡Velocidad de ariete!;;;;;;;;;x
EVTTOOLTIP6358;A fateful collision...;Une collision fatidique...;Eine schicksalshafte Kollision…;;Una fatídica colisión…;;;;;;;;;x
EVTDESC6358;I awoke in my own bed weak and sweating. The servants told me that they had found me on the shore, naked and half-drowned. I asked them about the creature and the ship but they just looked at me with worried eyes and shook their heads. It seems I am the only living witness to these events.;Je me suis réveillé dans mon lit, faible et tout en sueur. Les serviteurs m'ont dit m'avoir trouvé sur le rivage, nu et à demi noyé. Je leur ai posé des questions au sujet de la créature et du vaisseau, mais ils m'ont fixé avec des yeux inquiets puis ils ont secoué la tête. Je serais donc le seul et dernier témoin vivant de ces événements.;Ich erwachte schwach und schweißgebadet in meinem eigenen Bett. Die Diener erzählten, dass sie mich nackt und halbertrunken am Strand gefunden hatten. Ich berichtete ihnen von der Kreatur und dem Schiff, doch sie schauten mich nur besorgt und kopfschüttelnd an. Scheinbar bin ich der einzig lebende Zeuge dieser Ereignisse.;;Me desperté en mi cama débil y sudando. Los sirvientes me dijeron que me habían encontrado en la orilla, desnudo y medio ahogado. Les pregunté por la criatura y el barco pero simplemente me miraron con ojos preocupados y sacudieron la cabeza. Parece ser que soy el único testigo viviente de esos acontecimientos.;;;;;;;;;x
EVTOPTA6358;I must put them to print;Je dois faire imprimer cela;Ich muss sie niederschreiben;;Debo ponerlos a imprimir;;;;;;;;;x
EVTOPTB6358;Fools! I saved you all!;Imbéciles ! Je vous ai tous sauvés !;Narren! Ich habe euch alle gerettet!;;¡Necios! ¡Os he salvado a todos!;;;;;;;;;x
LOWER_RELATIVE_POWER;Army is less than §Y$VAL$%§W of §Y$OTHER$§W.;L'armée est §Y$VAL$%§W plus petite que §Y$OTHER$§W.;Armee geringer als §Y$VAL$%§W von §Y$OTHER$§W.;;El ejército es menos que §Y$VAL$%§W de §Y$OTHER$§W.;;;;;;;;;x
HIGHER_RELATIVE_POWER;Army is at least §Y$VAL$%§W of §Y$OTHER$§W.;L'armée est au moins §Y$VAL$%§W de §Y$OTHER$§W.;Armee mindestens §Y$VAL$%§W von §Y$OTHER$§W.;;El ejército es al menos §Y$VAL$%§W de §Y$OTHER$§W.;;;;;;;;;x
TRIBAL_TITLE_DESTROYED_SETUP;Tribal Title Abandoned;Titre tribal abandonné;Stammes-Titel aufgegeben;;Título Tribal Abandonado;;;;;;;;;x
TRIBAL_TITLE_DESTROYED_LOG;The formal title '§Y$TITLE$§!' has been abandoned.;Le titre officiel '§Y$TITLE$§!' a été abandonné.;Der formale Titel '§Y$TITLE$§!' wurde aufgegeben.;;El título formal '§Y$TITLE$§!' ha sido abandonado.;;;;;;;;;x
TRIBAL_TITLE_DESTROYED_LETTER;There is no reason to formally use the title '§Y$TITLE$§!' anymore - it sounds primitive and shall henceforth be abandoned.;Il n'y a plus aucune raison d'utiliser le titre '§Y$TITLE$§!' qui paraît primitif. On devra désormais l'abandonner. ;Es gibt keinen Grund, den Titel '§Y$TITLE$§!' weiterhin formell zu verwenden – er klingt primitiv und soll in Zukunft nicht verwendet werden.;;Ya no hay razón para utilizar el título '§Y$TITLE$§!' formalmente; suena primitivo y debería ser abandonado a partir de ahora.;;;;;;;;x
killed_an_old_one;Godslayer;Déicide;Gottesvernichter;;Matadioses;;;;;;;;;x
alert_can_reform_religion_name;§YReligion can be Reformed§!;§YReligion peut être réformée§!;§YReligion kann reformiert werden§!;;§YLa Religión puede ser Reformada§!;;;;;;;;;x
alert_can_reform_religion_instant;§YReligion can be Reformed§!;§YReligion peut être réformée§!;§YReligion kann reformiert werden§!;;§YLa Religión puede ser Reformada§!;;;;;;;;;x
alert_can_reform_religion_delayed;The §Y$RELIGION$§! faith can be reformed into an organized religion;Le §Y$RELIGION$§! peut être réformé en une religion organisée;Der §Y$RELIGION$§!-Glauben kann in eine organisierte Religion reformiert werden;;La fe §Y$RELIGION$§! puede ser reformada a una religión organizada;;;;;;;;;x
HOLYSITE_CONTROL_OURS;The Holy Site of §Y$SITENAME$§! is completely under the control of §Y$RELIGION$§!;Le lieu saint de §Y$SITENAME$§! est sous contrôle complet du §Y$RELIGION$§!;Die Heilige Stätte von §Y$SITENAME$§! befindet sich vollständig unter Kontrolle von §Y$RELIGION$§!;;El Sitio Sagrado de §Y$SITENAME$§! está completamente bajo el control de §Y$RELIGION$§!;;;;;;;;;x
HOLYSITE_CONTROL_PARTIAL;The Holy Site of §Y$SITENAME$§! is held by a member of §Y$RELIGION$§!, but is a vassal of another religion;Le lieu saint de §Y$SITENAME$§! est occupé par un adepte du §Y$RELIGION$§!, mais est vassal d'une autre religion ;Die Heilige Stätte von §Y$SITENAME$§! wird von einem §Y$RELIGION$§!-Mitglied gehalten, ist aber ein Vasall von einer anderen Religion;;El Sitio Sagrado de §Y$SITENAME$§! está tomado por un miembro de §Y$RELIGION$§!, pero es un vasallo de otra religión;;;;;;;;;x
HOLYSITE_CONTROL_NOT;The Holy Site of §Y$SITENAME$§! is not held by a member of §Y$RELIGION$§!;Le lieu saint de §Y$SITENAME$§! n'est pas occupé par un adepte du §Y$RELIGION$§!;Die Heilige Stätte von §Y$SITENAME$§! wird nicht von einem §Y$RELIGION$§!-Mitglied gehalten;;El Sitio Sagrado de §Y$SITENAME$§! no está tomado por un miembro de §Y$RELIGION$§!;;;;;;;;;x
HOLYSITE_LOCATION;The Holy Site of §Y$SITENAME$§! is located in the county of §Y$COUNTY$§!;Le lieu saint de §Y$SITENAME$§! est situé dans le comté de §Y$COUNTY$§!;Die Heilige Stätte von §Y$SITENAME$§! befindet sich in der Grafschaft von §Y$COUNTY$§!;;El Sitio Sagrado de §Y$SITENAME$§! se encuentra en el condado de §Y$COUNTY$§!;;;;;;;;;x
INTERACTION_REQUIRES_NO_LOOTING_HOSTILITY;We cannot declare war on §Y$RECIPIENT$§! while we are raiding them;Nous ne pouvons pas déclarer la guerre à §Y$RECIPIENT$§! pendant que nous les attaquons;Wir können §Y$RECIPIENT$§! nicht den Krieg erklären, während wir sie überfallen;;No podemos declarar la guerra a §Y$RECIPIENT$§! mientras les estamos atacando;;;;;;;;;x
FROM_ATTRIBUTES;From Attributes: §G+$AMOUNT$§!;Grâce aux attributs : §G+$AMOUNT$§!;Durch Fähigkeiten: §G+$AMOUNT$§!;;De atributos: §G+$AMOUNT$§!;;;;;;;;;x
#OLD_GODS_SPLASH_SCREEN_TITLE;Welcome to The Old Gods!;Bienvenue dans The Old Gods !;Willkommen zu The Old Gods!;;¡Bienvenido a Los Antiguos Dioses!;;;;;;;;;x
#OLD_GODS_PAGAN_TEXT_0;Playing as a Pagan in 'The Old Gods' is quite different from playing as a Christian or Muslim ruler. This Hint screen will explain the fundamentals of pagan gameplay, which is useful to know even for Crusader Kings II veterans.;Incarner un païen dans 'The Old Gods' est assez différent d'incarner un souverain chrétien ou musulman. Cet écran Indice expliquera les bases du jeu en tant que païen, des informations utiles même pour les vétérans de Crusader Kings II.;Das Spielen eines Heidens in 'The Old Gods' unterscheidet sich gravierend von einem christlichen oder muslimischen Herrscher. Dieses Hinweisfenster wird die Eigenheiten des heidnischen Spielablaufs erklären, die auch für erfahrene Spieler von Crusader Kings II wissenswert sind.;;Jugar como Pagano en ‘Los Antiguos Dioses’ es bastante diferente que jugar como gobernante Cristiano o Musulmán. Esta pantalla de Consejo explica los fundamentos de modo de juego pagano, lo que es útil saber incluso para veteranos de Crusader Kings II.;;;;;;;;;x
#OLD_GODS_PAGAN_TEXT_1;Conquest is much easier for pagan rulers - you can subjugate all other pagans and conquer neigbouring counties at will. The seafaring Norse have the added option of taking any coastal county, and can declare 'Prepared Invasions' in which restless bands of adventurers may join the ranks in hopes of plunder and glory.\nTake care, however, for keeping your realm together is far more difficult for Pagans - vassals are more likely to join independence factions, and can win such wars easier. Pagan vassals are also more sceptical of new rulers, which can cause problems until you prove yourself worthy. Pagan realms are prone to grow quickly and then break apart as generations pass.;La conquête est beaucoup plus facile pour les souverains païens : vous pouvez assujettir tous les autres païens et conquérir avec aisance les comtés voisins. Les marins nordiques ont de plus la possibilité de prendre tout comté côtier et peuvent aussi lancer des 'invasions planifiées' dans lesquelles des groupes d'aventuriers agressifs peuvent s'associer dans l'espoir d'obtenir gloire et butin.\nPrenez garde, toutefois : l'unité dans votre royaume païen est beaucoup plus difficile à maintenir puisque les vassaux ont tendance à rallier des factions indépendantes et peuvent remporter de telles guerres plus facilement. Les vassaux de païens démontrent aussi du scepticisme envers les nouveaux souverains, ce qui représente une source de complications jusqu'à ce que vous prouviez votre valeur. Les royaumes païens sont enclins à s'étendre rapidement puis à se morceler à mesure que les générations passent.;Die Eroberung ist für heidnische Herrscher viel leichter – Ihr könnt andere Heiden unterwerfen und Nachbarländer beliebig erobern. Nordische Seefahrer besitzen die Option, beliebige Küstenregionen zu erobern, und 'Vorbereitete Invasionen' ausrufen, bei denen sich Euch abenteuerhungrige Banden auf der Jagd nach Beute und Ruhm anschließen können.\nSeid jedoch auf der Hut, Euer Land zusammenzuhalten, ist für Heiden deutlich schwieriger – Vasallen können leichter unabhängigen Faktionen beitreten und Kriege schneller für sich entscheiden. Heidnische Vasallen sind auch skeptischer bei neuen Herrschern, was zu Problemen führen kann, bis Ihr Euch als würdig erwiesen habt. Heidnische Reiche wachsen schnell und fallen bei Generationswechseln oft auseinander.;;La conquista es mucho más fácil para gobernantes paganos; puedes dominar a todos los demás paganos y conquistar condados vecinos a voluntad. El marinero Nórdico tiene la opción añadida de tomar cualquier condado costero, y puede declarar ‘Invasiones Preparadas’ en las que intrépidas bandas de aventureros pueden unirse a filas con la esperanza de saqueo y gloria.\nNo obstante, ten cuidado, mantener tu reino unido es mucho más difícil para los Paganos; es más probable que los vasallos se unan en divisiones independientes, y pueden ganar guerras fácilmente. Los vasallos de los Paganos también son más escépticos con los gobernantes nuevos, lo que puede causar problemas hasta que demuestres que eres digno. Los reinos Paganos tienden a crecer rápidamente y se rompen con el paso de las generaciones.;;;;;;;x
#OLD_GODS_PAGAN_TEXT_2;Pagans are not as centralized as Christian and Muslim rulers and are therefore limited to low Crown Authority and the Gavelkind succession law.\nHowever, a powerful and pious Pagan ruler who controls enough Holy Sites can Reform their religion so that it is better able to compete with the monotheistic faiths.\nThe reformer creates or becomes the new religious head of the reformed religion, and all faithful rulers gain the ability to wage Holy Wars. The restrictions on Crown Authority and Succession Laws are lifted and it becomes easier to manage large realms - independence factions will be less potent and vassals will be more accepting of the new ruler on succession.;Les païens ne sont pas aussi centralisés que les souverains chrétiens ou musulmans et sont par conséquent affectés par une faible autorité de la Couronne et par la loi de succession salique.\nCependant, un souverain païen puissant ou pieux qui contrôle suffisamment de lieux saints peut réformer sa religion de manière à la rendre apte à rivaliser avec les confessions monothéistes.\nLe réformateur devient le nouveau chef religieux de la religion réformée, ou il en nomme un, et tous les souverains fidèles sont habilités à mener des guerres saintes. Les restrictions sur l'autorité de la Couronne et sur les lois de succession sont levées et il devient plus facile de diriger de larges royaumes. Les factions indépendantes perdront alors de leur influence et les vassaux seront plus enclins à accepter le nouveau souverain par succession.;Heiden sind nicht so zentralisiert wie christliche oder muslimische Herrscher und darum auf geringe Autorität der Krone und Realteilung in der Erbfolge beschränkt.\nEin mächtiger und frommer, heidnischer Herrscher allerdings, der genügend heilige Stätten kontrolliert, kann seine Religion reformieren, damit sie im Wettbewerb mit den monotheistischen Religionen besser standhält.\nDer Reformierer wird das neue religiöse Oberhaupt der reformierten Religion und alle gläubigen Herrscher erhalten die Fähigkeit, Heilige Kriege auszuführen. Die Begrenzungen in der Autorität der Krone und Erbnachfolge werden aufgehoben und größere Reiche können leichter kontrolliert werden – unabhängige Faktionen haben weniger Einfluss und Vasallen werden den Erbnachfolger auf dem Thron leichter akzeptieren.;;Los gobernantes Paganos no son tan centralizados como los Cristianos y los Musulmanes. Por lo tanto, están limitados a baja Autoridad de Corona y la ley de sucesión en la que se divide la herencia entre todos los hijos del difunto.\nAún así, un poderoso y piadoso gobernante Pagano que controla suficientes Sitios Sagrados puede Reformar su religión para estar en mejores condiciones de competir con las creencias monoteístas.\nEl reformador crea o se convierte en el nuevo cabeza religioso de la religión reformada, y todos los gobernantes fieles obtienen la capacidad de librar Guerras Santas. Se levantan las restricciones de Autoridad de Corona y las Leyes de Sucesión y se hace más fácil manejar grandes reinos; las facciones independentistas serán menos potentes y los vasallos aceptarán más al nuevo gobernante en sucesión.;;;;;;;;x
#OLD_GODS_PAGAN_TEXT_3;As a Pagan male, you are able to take up to 3 Concubines in addition to your wife. However, these women will not add to your stats or provide alliances. You can gain Concubines through diplomacy or by simply taking any imprisoned woman as your Concubine.;En tant qu'homme païen, vous pouvez prendre jusqu'à trois concubines en plus de votre épouse. Cependant, ces femmes ne seront pas ajoutées à vos statistiques et ne pourront offrir d'alliances. Vous pouvez obtenir des concubines par diplomatie ou simplement en les choisissant parmi vos prisonnières. ;Als heidnischer Mann könnt Ihr bis zu 3 Konkubinen neben Eurer Gemahlin haben. Diese Frauen werden jedoch nicht auf Eure Werte angerechnet oder Bündnisse anbieten. Ihr erhaltet Konkubinen durch Diplomatie oder indem Ihr einfach eine beliebige, inhaftierte Frau zu Eurer Konkubine erklärt.;;Como hombre Pagano, puedes tomar a 3 Concubinas además de tu mujer. Sin embargo, estas mujeres no se sumarán a tus estadísticas ni proporcionarán alianzas. Puedes ganar Concubinas a través de la diplomacia o simplemente tomando una mujer encarcelada como tu Concubina.;;;;;;;;;x
#OLD_GODS_PAGAN_TEXT_4;The Christians and Muslims are a constant threat to Pagans - they are more stable and can wage Holy Wars on you. However, all Pagans except the Tengri have a great defensive advantage: non-pagans take significant attrition damage in pagan lands. Alas, this effect does not last forever though - if the Pagan religion is reformed or if the attacker has a high enough technological level, the advantage is lost.;Les chrétiens et les musulmans sont une constante menace pour les païens. Ils sont plus stables et peuvent mener des guerres saintes contre vous. Par contre, tous les païens, à l'exception des tengri, ont un avantage défensif considérable alors que les non-païens subissent des dommages d'attrition lorsqu'ils sont en sol païen. Hélas, cela ne perdure pas éternellement. En effet, si la religion païenne a été réformée ou si l'attaquant possède un niveau suffisamment élevé en technologie, cet avantage disparaît.;Christen und Muslime sind für Heiden eine konstante Bedrohung – ihre Herrschaft ist stabiler und sie können Heilige Kriege gegen Euch führen. Allerdings haben alle Heiden, außer den tengrischen, große Vorteile in der Verteidigung: Nicht-Heiden erleiden in heidnischen Ländern einen hohen Zermürbungsschaden. Dieser Effekt hält jedoch nicht ewig – wenn die heidnische Religion reformiert wird, oder der Angreifer einen ausreichend hohen Technologiegrad aufweist, verlieren sich die Vorteile.;;Los Cristianos y los Musulmanes son una amenaza constante para los Paganos; son más estables y pueden librar Guerras Santas contra ti. Sin embargo, todos los paganos excepto los Tengri tienen una gran ventaja defensiva: los no-paganos tienen un desgaste significativo en las tierras paganas. Por desgracia, este efecto no dura para siempre; si la religión Pagana se reforma o si el atacante tiene un nivel tecnológico suficientemente alto, se pierde la ventaja.;;;;;;;x
#OLD_GODS_PAGAN_TEXT_5;The Pagan religions can be roughly sorted into two groups: Offensive (Tengri, Norse) and Defensive (Suomenusko, West African, Romuva, Slavic).;On peut classer sommairement les religions païennes en deux groupes : offensif (Tengri, Nordique) et défensif (Suomenusko, Ouest africain, Romuva, Slaves). ;Die heidnischen Religionen können grob in zwei Gruppen eingeteilt werden: Offensiv (Tengrisch und Nordisch) und Defensiv (Suomenusko, West-Afrikanisch, Romuva und Slawisch).;;A grandes rasgos, las religiones Paganas se pueden clasificar en dos grupos: Ofensivas (Tengri, Nórdica) y Defensivas (Suomenusca, Africana Occidental, Romuvana, Eslava).;;;;;;;;;x
