EVTOPT_pilgrim_owncity_admire;Relax at the familiar holy sites of your city.;;;;;;;;;;;;;x
EVTOPT_pilgrim_owncity_donate;Donate to the order that maintains the holy sites.;;;;;;;;;;;;;x
EVTDESC_pilgrim_samerealm;The holy city is ruled by [From.GetTitledFirstName], and even though you are part of the same realm it is customary for a noble to request [From.GetPossPronoun] permission to enter the city.;;;;;;;;;;;;;x
EVTDESC_pilgrim_foreign;The holy city is ruled by [From.GetTitledFirstName], a foreign lord. Though [From.GetSubjectPronoun] shares your faith, it would be wise to be respectful as you request permission to visit [From.GetPossPronoun] city.;;;;;;;;;;;;;x
EVTDESC_pilgrim_foreigninfidel;The holy city is ruled by [From.GetTitledFirstName], an infidel of the [From.Religion.GetName] faith. It may be difficult to get [From.GetPossPronoun] permission to continue your pilgrimage.;;;;;;;;;;;;;x
EVTOPT_pilgrim_requestnormal;Make a formal request for access to the city.;;;;;;;;;;;;;x
EVTOPT_pilgrim_requestdiplomatic;Flatter the ruler of the city with honeyed words.;;;;;;;;;;;;;x
EVTOPT_pilgrim_requestlearning;Request entrance in the name of the Founders.;;;;;;;;;;;;;x
EVTOPT_pilgrim_requestinspire;Give an inspiring patriotic speech.;;;;;;;;;;;;;x
EVTOPT_pilgrim_requestgift;Present a gift of gold and jewels.;;;;;;;;;;;;;x
EVTOPT_pilgrim_requeststewardship;Slip a few coins into the right palms.;;;;;;;;;;;;;x
EVTOPT_pilgrim_requestmartial;Forcefully demand that you be allowed to enter.;;;;;;;;;;;;;x
EVTOPT_pilgrim_sneakpoorly;Enter the city in secret.;;;;;;;;;;;;;x
EVTOPT_pilgrim_sneakintrigue;Carefully enter the city in secret.;;;;;;;;;;;;;x
TXT_pilgrim_sneaksucceed_tooltip;You slip by the guards\n;;;;;;;;;;;;;x
TXT_pilgrim_sneakfail_tooltip;You are noticed by the guards\n;;;;;;;;;;;;;x
EVTDESC_pilgrim_haveaccess;The holy city is ruled by [From.GetTitledFirstName]. [From.GetSubjectPronounCap] has previously granted you permission to visit the holy cities in [From.GetPossPronoun] demesne.;;;;;;;;;;;;;x
EVTOPT_pilgrim_haveaccess;Inform the gatekeepers that I have arrived.;;;;;;;;;;;;;x
EVTDESC_pilgrim_requestnormal;[From.GetTitledFirstName] has requested your permission to travel through your demesne on [From.GetPossPronoun] [From.Religion.GetName] pilgrimage.;;;;;;;;;;;;;x
EVTDESC_pilgrim_requestdiplomacy;[From.GetTitledFirstName] has come to your demesne on [From.GetPossPronoun] [From.Religion.GetName] pilgrimage, praising your wisdom and requesting access to your city.;;;;;;;;;;;;;x
EVTDESC_pilgrim_requestlearning;[From.GetTitledFirstName] is requesting access to a holy city in your demesne as part of [From.GetPossPronoun] [From.Religion.GetName] pilgrimage. [From.GetSubjectPronounCap] gives compelling patriotic reasons for you to accept. ;;;;;;;;;;;;;x
EVTDESC_pilgrim_requestinspire;[From.GetTitledFirstName] has come to your demesne on [From.GetPossPronoun] [From.Religion.GetName] pilgrimage. As [From.GetSubjectPronoun] requests access to the city, [From.GetSubjectPronoun] speaks with such sincerity and passion it nearly brings a tear to your eye. It would surely be madness to turn away such an inspiring pilgrim!;;;;;;;;;;;;;x
EVTDESC_pilgrim_requestgift;[From.GetTitledFirstName] has given you a gift of gold and jewels in exchange for permission to proceed on [From.GetPossPronoun] [From.Religion.GetName] pilgrimage through your demesne.;;;;;;;;;;;;;x
EVTDESC_pilgrim_requestmartial;[From.GetTitledFirstName] seems to think the power of [From.GetPossPronoun] realm entitles [From.GetObjectPronoun] to make a pilgrimage to the [From.Religion.GetName] holy sites within your demesne.;;;;;;;;;;;;;x
EVTDESC_pilgrim_requestintrigue;Your agents have discovered [From.GetTitledFirstName] secretly visiting [From.Religion.GetName] holy sites in your demesne, without your permission! What should be done with [From.GetObjectPronoun]?;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondpolite;Personally act as host for [From.GetObjectPronoun].;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondneutral;Allow [From.GetObjectPronoun] entry.;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondrefuse;Deny [From.GetObjectPronoun] entry.;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondimprison;Throw [From.GetObjectPronoun] in the dungeon!;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondmurder;Kill that insolent fool!;;;;;;;;;;;;;x
allowed_pilgrim;Allowed Pilgrimage;;;;;;;;;;;;;x
denied_pilgrim;Denied Pilgrimage;;;;;;;;;;;;;x
EVTDESC_pilgrim_respondpolite;[From.GetTitledFirstName] graciously invites you into the city. [From.GetSubjectPronounCap] hosts you in [From.GetPossPronoun] own great hall, and provides an honor guard to accompany you to the holy sites. ;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondpolite_friends;I had a wonderful time with my new friend.;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondpolite_zeal;My faith has been strengthened, and I must spread it.;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondpolite_hedonist;Bring me the dice and wine, I'll tell war stories!;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondpolite_convert;Perhaps the faith of my host can be swayed.;;;;;;;;;;;;;x
EVTDESC_pilgrim_respondneutral;[From.GetTitledFirstName] has been informed of your presence in the city, and [From.GetSubjectPronoun] grants you permission to enter the city and visit any of the holy sites.;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondneutral_learn;There is always more to learn from the Founders.;;;;;;;;;;;;;x
EVTDESC_pilgrim_respondrefuse;A group of guardsmen stop you. Your presence seems to have offended [From.GetTitledFirstName], and [From.GetSubjectPronoun] has decided not to let you visit the holy sites of the city.;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondrefuse_failure;This isn't over.;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondrefuse_liege;I am [This.GetTitle], I go where I please.;;;;;;;;;;;;;x
EVTDESC_pilgrim_respondimprison;Several members of the local garrison attempt to drag you to the dungeons! Surely [From.GetTitledFirstName] is to blame.;;;;;;;;;;;;;x
TXT_pilgrim_respondimprison;Your vassals will view this as tyrannical.\n\n;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondimprison_surrender;I'll go quietly.;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondimprison_fight;You'll never take me alive!;;;;;;;;;;;;;x
TXT_pilgrim_respondimprison_regroup;You escape to plot revenge\n\n;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondimprison_escape;I always have a plan.;;;;;;;;;;;;;x
EVTDESC_pilgrim_respondmurder;Men-at-arms block your path with blades drawn.\n\n"In the name of [From.GetTitledFirstName], we'll take your head now...";;;;;;;;;;;;;x
EVTOPT_pilgrim_respondmurder;Not without a fight!;;;;;;;;;;;;;x
EVTOPT_pilgrim_respondmurder_bodyguards;Defend me, men!;;;;;;;;;;;;;x
EVTDESC_pilgrim_sneakexplore;You make your way secretly past the city walls, and visit the important holy sites. You see a few other fellow pilgrims, and try not to draw attention to yourself.;;;;;;;;;;;;;x
EVTOPT_pilgrim_privatepiety;Secret patriotism is the purest form.;;;;;;;;;;;;;x
EVTOPT_pilgrim_talkpilgrims;I should talk to my fellow pilgrims.;;;;;;;;;;;;;x
EVTOPT_pilgrim_stealrelic;I will acquire a sacred relic to take with me.;;;;;;;;;;;;;x
EVTDESC_pilgrim_claimboston;[FromFrom.GetTitledFirstName] of Boston has violated sacred law by refusing me entrance during my pilgrimage. By ancient rights, I may now claim the city if I choose.;;;;;;;;;;;;;x
EVTDESC_pilgrim_claimnewyork;[FromFrom.GetTitledFirstName] of New York has violated sacred law by refusing me entrance during my pilgrimage. By ancient rights, I may now claim the city if I choose.;;;;;;;;;;;;;x
EVTDESC_pilgrim_claimphiladelphia;[FromFrom.GetTitledFirstName] of Philadelphia has violated sacred law by refusing me entrance during my pilgrimage. By ancient rights, I may now claim the city if I choose.;;;;;;;;;;;;;x
EVTDESC_pilgrim_claimwashington;[FromFrom.GetTitledFirstName] of Washington has violated sacred law by refusing me entrance during my pilgrimage. By ancient rights, I may now claim the city if I choose.;;;;;;;;;;;;;x
EVTDESC_pilgrim_claimrichmond;[FromFrom.GetTitledFirstName] of Richmond has violated sacred law by refusing me entrance during my pilgrimage. By ancient rights, I may now claim the city if I choose.;;;;;;;;;;;;;x
EVTOPT_pilgrim_claimcity;The city will be mine!;;;;;;;;;;;;;x
EVTOPT_pilgrim_claimnothing;I must swallow my pride.;;;;;;;;;;;;;x
EVTNAME_pilgrim_newfriend;You had a great time with [From.GetTitledFirstName], and are proud to call [From.GetObjectPronoun] your friend.;;;;;;;;;;;;;x
EVTOPT_pilgrim_newfriend;Good.;;;;;;;;;;;;;x
TXT_pilgrim_newfriend;[From.GetTitledFirstName] becomes your friend\n\n;;;;;;;;;;;;;x
EVTNAME_pilgrim_newrival;You and [From.GetTitledFirstName] are at each others' throats, and [From.GetSubjectPronoun] is now your rival.;;;;;;;;;;;;;x
EVTOPT_pilgrim_newrival;I will crush [From.GetObjectPronoun].;;;;;;;;;;;;;x
TXT_pilgrim_newrival;[From.GetTitledFirstName] becomes your rival\n\n;;;;;;;;;;;;;x
EVTDESC_pilgrim_failure;You were unable to complete the difficult journey of the pilgrimage. Perhaps someday you can attempt the pilgrimage again, and wash away the stain of failure.;;;;;;;;;;;;;x
EVTNAME_pilgrim_failure;Failed Pilgrimage;;;;;;;;;;;;;x
EVTOPT_pilgrim_failure;I have shamed my dynasty.;;;;;;;;;;;;;x
EVTDESC_pilgrim_success;You return home from your pilgrimage, weary from the road but wiser for the journey. The friends you have made and the experience you have gained will surely aid you in the coming years.;;;;;;;;;;;;;x
EVTNAME_pilgrim_success;Successful Pilgrimage;;;;;;;;;;;;;x
EVTOPT_pilgrim_success;A still more glorious dawn awaits!;;;;;;;;;;;;;x
ruler_pilgrimage;Successful Pilgrimages;;;;;;;;;;;;;x
EVTNAME_hurricane_sighted_inform;Hurricane!;;;;;;;;;;;;;x
EVTDESC_hurricane_sighted_inform;Messengers report that a massive hurricane has made landfall several days ago near [From.County.GetName], devastating much of the nearby coastline! It will be months before everything is back to normal.;;;;;;;;;;;;;x
EVTOPT_hurricane_sighted_inform;My lands are unaffected.;;;;;;;;;;;;;x
EVTNAME_hurricane_landfall;Hurricane!;;;;;;;;;;;;;x
EVTDESC_hurricane_landfall;A hurricane has struck your county of [Root.GetName]!;;;;;;;;;;;;;x
TXT_hurricane_landfall_riskdeath;Characters in this county must fend for themselves\n\n;;;;;;;;;;;;x
TXT_hurricane_landfall_protected;Characters in this county are well protected\n\n;;;;;;;;;;;;x
hurricane_damage;Hurricane Damage;;;;;;;;;;;;;x
hurricane_damage_desc;High winds and flooding have damaged many buildings in this county.;;;;;;;;;;;;;x
hurricane_flooded_farmland;Flooded Farmland;;;;;;;;;;;;;x
hurricane_flooded_farmland_desc;Floods have wiped out much of the harvest for this year.;;;;;;;;;;;;;x
hurricane_ruined_roads;Ruined Roads;;;;;;;;;;;;;x
hurricane_ruined_roads_desc;Roads and bridges in this county have been badly damaged by a recent storm.;;;;;;;;;;;;;x
hurricane_damaged_trade_post;Damaged Trade Post;;;;;;;;;;;;;x
hurricane_damaged_trade_post_desc;The merchant docks and warehouses have been damaged and looted.;;;;;;;;;;;;;x
protector_in_the_storm;Protector in the Storm;;;;;;;;;;;;;x
protector_in_the_storm_desc;You responded well when a hurricane struck, and kept everyone safe.;;;;;;;;;;;;;x
discovered_opportunist;Opportunist;;;;;;;;;;;;;x
discovered_opportunist_desc;You were noticed taking advantage of a disaster.;;;;;;;;;;;;;x
EVTOPT_hurricane_landfall_defender;I think I can keep everybody safe.;;;;;;;;;;;;;x
EVTOPT_hurricane_landfall_savenobles;Keep the roads clear, protect those close to me.;;;;;;;;;;;;;x
EVTOPT_hurricane_landfall_savepeasants;Focus on aiding the common folk.;;;;;;;;;;;;;x
EVTOPT_hurricane_landfall_seizetradepost;Have your men plunder under cover of the storm.;;;;;;;;;;;;;x
EVTOPT_hurricane_landfall_slothful;No need to worry, let the storm come!;;;;;;;;;;;;;x
EVTDESC_hurricane_riskdeath;The sky grows black over the ocean as a massive storm approaches. The wind blows at gale force. Torrential rains flood the streets and fields.\n\n[This.Location.GetName] is a dangerous place to be!;;;;;;;;;;;;;;x
EVTNAME_hurricane_hitsyou;Hurricane strikes [This.Location.GetName];;;;;;;;;;;;;x
EVTOPT_hurricane_riskdeath_sick;I might not be up to the challenge.;;;;;;;;;;;;;x
EVTOPT_hurricane_riskdeath_healthy;I'll try to stay alive.;;;;;;;;;;;;;x
EVTOPT_hurricane_riskdeath_skilled;Fortunately I have the ability to protect myself.;;;;;;;;;;;;;x
EVTDESC_hurricane_protected;The sky grows black over the ocean as a massive storm approaches. The wind blows at gale force. Torrential rains flood the streets and fields.\n\nFortunately, you are well protected in [This.Location.GetName].;;;;;;;;;;;;;;x
EVTOPT_hurricane_protected_normal;I'll be fine.;;;;;;;;;;;;;x
EVTOPT_hurricane_protected_brave;Do my part to aid those in need.;;;;;;;;;;;;;x
EVTOPT_hurricane_protected_pious;May [This.Religion.GetRandomGodName] protect those out in the storm.;;;;;;;;;;;;;x
EVTOPT_hurricane_protected_greedy;Prey on the unprepared.;;;;;;;;;;;;;x
EVTDESC_hurricane_opportunists;After a disaster, there are often unscrupulous men who wish to take advantage of the chaos. With damage from the recent hurricane, bandits are beginning to appear in [Root.GetName].;;;;;;;;;;;;;x
EVTOPT_hurricane_opportunists_powerless;Nothing can be done.;;;;;;;;;;;;;x
EVTOPT_hurricane_opportunists_bounty;Put a bounty on them.;;;;;;;;;;;;;x
EVTOPT_hurricane_opportunists_intrigue;Kill the leaders, put their heads on pikes.;;;;;;;;;;;;;x
EVTDESC_atom_revival;Large groups of the common folk in [This.GetName] are worshipping within a ruin emblazoned with the trefoil icon of the Atomicist faith. Some claim that anyone who receives the Blessing of the Atom will be able to wield great power.;;;;;;;;;;;;;x
atomic_revival;Atomicist Revival;;;;;;;;;;;;;x
atomic_revival_desc;A surge of popularity of the Atomicist faith is underway in this province.;;;;;;;;;;;;;x
EVTOPT_atom_revival_assist;They should be encouraged.;;;;;;;;;;;;;x
EVTOPT_atom_revival_personal;Investigate this heresy personally. ;;;;;;;;;;;;;x
EVTOPT_atom_revival_advisor;Send [Root.Holder.job_spiritual.GetTitledFirstName] to investigate.;;;;;;;;;;;;;x
EVTOPT_atom_revival_allow;Let the peasants have their faith.;;;;;;;;;;;;;x
EVTDESC_atom_revival_spread;Your agents report that bands of Atomicists have been spotted in [Root.GetName], attempting to spread their faith. Their zealotry appears to spring from the Atomicist Revival in [From.GetName].;;;;;;;;;;;;;x
EVTOPT_atom_revival_spread_crush;Expel the infidels from my lands with military force.;;;;;;;;;;;;;x
EVTOPT_atom_revival_spread_heresy;Drive the infidels out, in the name of [Root.Holder.Religion.GetRandomGodName].;;;;;;;;;;;;;x
EVTOPT_atom_revival_spread_convert;They make some good points.;;;;;;;;;;;;;x
EVTDESC_atom_revival_witness;At the Atomicist Revival in [Root.GetName] you bear witness to the true power of the old world. You can sense it even now... the warm, thrumming energy of the Mighty Atom. You feel the seductive desire to harness its power and wield the sizzling, searing tools of the gods themselves. The spirits of this world seek to contain it for themselves, but with study and persistence you can defeat them.\n\nPerhaps with the right words, the right rituals, the right propitiations...;;;;;;;;;;;;;x
EVTNAME_atom_revival_witness;Atomicist Revival!;;;;;;;;;;;;;x
EVTOPT_atom_revival_witness_convert;I will claim the power!;;;;;;;;;;;;;x
TXT_atom_revival_convert;If you are a vassal, your liege will react\n\n;;;;;;;;;;;;;x
EVTOPT_atom_revival_witness_resist;I will not turn away from my faith!;;;;;;;;;;;;;x
EVTOPT_atom_revival_witness_heresy;I will nip this heresy in the bud!;;;;;;;;;;;;;x
EVTDESC_atom_revival_convertup;[From.GetTitledFirstName] comes to you with zealous Atomicist fervor in [From.GetPossPronoun] eyes. [From.GetSubjectPronounCap] attempts to convert you, claiming that [From.Religion.GetRandomGodName] is simply a manifestation of [This.Religion.GetRandomGodName]'s power.;;;;;;;;;;;;;x
EVTOPT_atom_revival_convertup_agree;[From.GetSubjectPronounCap] made some good points.;;;;;;;;;;;;;x
EVTOPT_atom_revival_convertup_refuse;I will not turn away from my faith!;;;;;;;;;;;;;x
EVTOPT_atom_revival_convertup_diplomacy;I will convince [From.GetObjectPronoun] to return to the fold..;;;;;;;;;;;;;x
EVTOPT_atom_revival_convertup_imprison;To the dungeons with you!;;;;;;;;;;;;;x
EVTNAME_atom_revival_converted;Glorious power awaits!;;;;;;;;;;;;;x
EVTDESC_atom_revival_converted;You have abandoned your old religious practices, and embraced the awesome potency of [Root.Religion.GetRandomGodName]. Will this lead you to power and glory, or see you fall into ruin at the hands of hostile infidels?;;;;;;;;;;;;;x
EVTOPT_atom_revival_converted;[Root.Religion.GetRandomGodName] be praised!;;;;;;;;;;;;;x
EVTDESC_atom_revival_liegeconverted;Your Atomicist zeal seems to have swayed the mind of your liege. [From.GetTitledFirstName] has decided it would be wise to abandon his old faith and join you in dedicating [From.GetPossPronoun] life to unshackling the atomic spirits of the old world.;;;;;;;;;;;;;x
EVTOPT_atom_revival_liegeconverted;Praise [This.Religion.GetRandomGod]!;;;;;;;;;;;;;x
EVTDESC_atom_revival_liegerefused;[From.GetTitledFirstName] has not taken kindly to your Atomicist conversion. [From.GetSubjectPronounCap] sees you as a misguided infidel, rather than as a prophet revealing the truth about [This.Religion.GetRandomGod].;;;;;;;;;;;;;x
EVTOPT_atom_revival_liegerefused;This is bad...;;;;;;;;;;;;;x
EVTDESC_atom_revival_advisorsuccess;[Root.Holder.job_spiritual.GetTitledFirstName] has returned from the Atomicist Revival in [From.From.GetName]. [From.GetPossPronounCap] theological skill has allowed him to resist the allure of the Atom, and swiftly put an end to the heresy.;;;;;;;;;;;;;x
EVTOPT_atom_revival_advisorsuccess;Good work.;;;;;;;;;;;;;x
EVTDESC_atom_revival_advisorneutral;[Root.Holder.job_spiritual.GetTitledFirstName] has returned from the Atomicist Revival in [From.From.GetName], having resisted the seductive power of the Atom. Unfortunately, the Atomicist agitation will take some time to die down.;;;;;;;;;;;;;x
EVTOPT_atom_revival_advisorneutral;We did what we could.;;;;;;;;;;;;;x
EVTDESC_atom_birth;You just had a [GetFromRelation], therefore it's up to you to decide whether to grant [From.GetObjectPronoun] the Blessing of the Atom.;;;;;;;;;;;;;x
OPTDESC_atom_birth_tradition;The sacred tradition must continue.;;;;;;;;;;;;;x
OPTDESC_atom_birth_grant;I grant [From.GetFirstName] the blessing I never had.;;;;;;;;;;;;;x
OPTDESC_atom_birth_deny;[From.GetFirstName] will not suffer that foul ritual.;;;;;;;;;;;;;x
EVTDESC_atom_birth_spousedecide;You just had a [GetFromRelation], therefore your spouse will decide whether to grant [From.GetObjectPronoun] the Blessing of the Atom.;;;;;;;;;;;;;x
EVTDESC_atom_birth_spousegrant;Your [GetFromRelation] has decided to grant the Blessing of the Atom to your newborn child.;;;;;;;;;;;;;x
EVTDESC_atom_birth_spousedeny;Your [GetFromRelation] has decided to deny your newborn child the Blessing of the Atom.;;;;;;;;;;;;;x
EVTNAME_atom_birth_ritual;Blessing of the Atom;;;;;;;;;;;;;x
EVTDESC_atom_birth_ritualgood;You are brought to the chamber of blessings. The priest removes the sacred totems of [Root.Religion.GetRandomGodName] from a heavy metal reliquary. She touches each relic to the associated part of your body: forehead, sternum, palm, groin, and heel. \n\nThe metal is warm against your skin, and you feel a pleasant tingling sensation.;;;;;;;;;;;;;x
EVTDESC_atom_birth_ritualbad;You are brought to the chamber of blessings. The priest removes the sacred totems of [Root.Religion.GetRandomGodName] from a heavy metal reliquary. She touches each relic to the associated part of your body: forehead, sternum, palm, groin, and heel. \n\nThe metal is warm against your skin... in fact, it's searing hot. You feel nauseous and an unpleasant burning sensation creeps through your body.;;;;;;;;;;;;;x
EVTDESC_atom_birth_ritualgoodparent;Your [GetFromRelation] is brought to the chamber of blessings. The priest removes the sacred totems of [From.Religion.GetRandomGodName] from a heavy metal reliquary. She touches each relic to the associated part of the infant's body: forehead, sternum, palm, groin, and heel. \n\n[From.GetFirstName] gurgles happily. The ritual has gone well.;;;;;;;;;;;;;x
EVTOPT_atom_birth_ritualgoodparent;[Root.Religion.GetRandomGodName] be praised!;;;;;;;;;;;;;x
EVTDESC_atom_birth_ritualbadparent;Your [GetFromRelation] is brought to the chamber of blessings. The priest removes the sacred totems of [From.Religion.GetRandomGodName] from a heavy metal reliquary. She touches each relic to the associated part of the infant's body: forehead, sternum, palm, groin, and heel. \n\n[From.GetFirstName] begins to cry, and is screaming before the ritual is over. You see a red mark on [From.GetPossPronoun] skin, and can only hope the injury is minor.;;;;;;;;;;;;;x
EVTOPT_atom_birth_ritualbadparent;[Root.Religion.GetRandomGodName] has not been kind.;;;;;;;;;;;;;x
atom_bless;Blessing of the Atom;;;;;;;;;;;;;x
atom_bless_desc;This character has received the Blessing of the Atom.;;;;;;;;;;;;;x
atom_curse;Cursed by the Atom;;;;;;;;;;;;;x
atom_curse_desc;This character exhibited a strong negative reaction when receiving the Blessing of the Atom as a child.;;;;;;;;;;;;;x
atom_deny;Denied the Atom;;;;;;;;;;;;;x
atom_deny_desc;This character was denied the Blessing of the Atom by their parents.;;;;;;;;;;;;;x
salvage_firearm;Firearmed;;;;;;;;;;;;;x
salvage_firearm_desc;In possession of a functioning pre-calamity firearm.;;;;;;;;;;;;;x
salvage_calculator;Calculator;;;;;;;;;;;;;x
salvage_calculator_desc;In possession of a functioning pre-calamity mechanical calculating device.;;;;;;;;;;;;;x
salvage_watch;Timekeeper;;;;;;;;;;;;;x
salvage_watch_desc;In possession of a functioning pre-calamity clockwork timekeeper.;;;;;;;;;;;;;x
salvage_typewriter;Typewriter;;;;;;;;;;;;;x
salvage_typewriter_desc;In possession of a functioning pre-calamity mechanical lettering device.;;;;;;;;;;;;;x
salvage_telescope;Far-Seer;;;;;;;;;;;;;x
salvage_telescope_desc;In possession of a functioning pre-calamity portable telescope.;;;;;;;;;;;;;x
salvage_textbooks;Bookman;;;;;;;;;;;;;x
salvage_textbooks_desc;In possession of several intact pre-calamity academic books.;;;;;;;;;;;;;x
rustcult_salvage;Salvage Expedition;;;;;;;;;;;;;x
rustcult_salvage_desc;The techpriests need a constant supply of salvaged Old World technology to continue their studies, and a lucky salvager might find himself wielding a powerful tech prize.;;;;;;;;;;;;;x
EVTNAME_salvage_describe;Salvage Expedition;;;;;;;;;;;;x
EVTDESC_salvage_describe;The people of the Old World left many amazing artifacts behind. Powerful weapons, tools that aid in all varieties of work, machinery our most brilliant Techpriests do not fully understand, and beautiful objects our finest artisans cannot replicate. Much of the Old World is gone, consumed by centuries of rust, but a few rare artifacts survive in workable condition...\n\nAcquiring such an artifact will not only bring me wealth and prestige, it is the sacred duty of all followers of [Root.Religion.GetRandomGodName].;;;;;;;;;;;;x
EVTOPT_salvage_describe;Hmmm, where will I find good salvage?;;;;;;;;;;;;x
EVTDESC_salvage_choosesite;You check the maps, and have located several potential expedition sites in the province of [From.GetName]. The people of [From.GetName] follow the [From.Religion.GetName] faith, and are culturally [From.Culture.GetName].\n\nProvinces populated by infidels are more likely to contain items of the Old World, since they do not have the traditions of salvage.;;;;;;;;;;;;x
EVTDESC_salvage_choosesite_accept;That will be my destination.;;;;;;;;;;;;x
EVTDESC_salvage_choosesite_reject;That province is unacceptable.;;;;;;;;;;;;x
EVTDESC_salvage_prepare;Before leaving on your Salvage Expedition to [From.GetName], it would be wise to make preparations.;;;;;;;;;;;;x
EVTOPT_salvage_prepare_start;Set out with your men.;;;;;;;;;;;;x
EVTOPT_salvage_prepare_research;Consult the Techpriests for good salvage locations.;;;;;;;;;;;;x
EVTOPT_salvage_prepare_warband;Assemble a battle-hardened warband to accompany you.;;;;;;;;;;;;x
EVTOPT_salvage_prepare_envoys;Send envoys ahead to smooth your travels.;;;;;;;;;;;;x
EVTNAME_salvage_unfriendly;Unfriendly Locals;;;;;;;;;;;;x
EVTDESC_salvage_unfriendly;You arrive in [From.GetName], and many of the local residents are distrustful or outright hostile towards you and your men. You notice them watching you surreptitiously and talking amongst themselves, and have a difficult time finding a place to rest.;;;;;;;;;;;;x
EVTOPT_salvage_unfriendly_ignore;Ignore them.;;;;;;;;;;;;x
EVTOPT_salvage_unfriendly_warband;We're well armed, they won't risk attacking us.;;;;;;;;;;;;x
EVTOPT_salvage_unfriendly_envoys;My envoys have arranged for safe passage.;;;;;;;;;;;;x
EVTOPT_salvage_unfriendly_intrigue;Try to keep a low profile.;;;;;;;;;;;;x
