#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
pres_candidate_2_desc;This character is a candidate for the Presidency.;;;;;;;;;;;;;x
pres_candidate_3;Presidential Candidate;;;;;;;;;;;;;x
pres_candidate_3_desc;This character is a candidate for the Presidency.;;;;;;;;;;;;;x
pres_candidate_4;Presidential Candidate;;;;;;;;;;;;;x
pres_candidate_4_desc;This character is a candidate for the Presidency.;;;;;;;;;;;;;x
CTT_LIBERATION_WARS_UNLOCKED;The Americanist Liberation War Era has Begun\n;;;;;;;;;;;;;x
EVTNAME39680;Wrath of the Old Gods;La colère des dieux anciens;Rache der alten Götter;;La ira de los antiguos dioses;;;;;;;;;x
EVTDESC39680;In response to the new era of Crusades, the Great [Root.GetTitledName] has informed all [Root.Religion.GetName] [Root.Religion.GetPriestTitle]s of [Root.GetPossPronoun] plans for a magnificent [Root.Religion.GetName] Pagan response. In fact, all pagan heads of religion may now declare Great Holy Wars. This could be the beginning of unprecedented Heathen aggression.;En réponse à la nouvelle ère des croisades et des jihads impliquant les monothéistes abrahamiques, le grand [Root.GetTitledName] a informé tous les [Root.Religion.GetPriestTitle]s de religion [Root.Religion.GetName] de son grandiose projet [Root.Religion.GetName]. De fait, tous les chefs des religions païennes peuvent désormais déclarer des guerres saintes. C'est peut-être le début d'une agression païenne sans précédent.;Als Antwort auf das neue Zeitalter der Kreuzzüge und des Dschihad unter den abrahamischen Monotheisten hat der Große [Root.GetTitledName] alle[Root.Religion.GetName] [Root.Religion.GetPriestTitle] von [Root.GetPossPronoun] über seine Pläne für eine großartige [Root.Religion.GetName] heidnische Antwort unterrichtet. So können jetzt alle heidnischen Religionsführer ihren eigenen großen Heiligen Krieg erklären. Dies könnte der Anfang einer nie dagewesenen heidnischen Aggression sein. ;;En respuesta a la nueva era de Cruzadas y Yihads entre los monoteístas abrahámicos, el Gran [Root.GetTitledName] ha informado a todos los [Root.Religion.GetPriestTitle]s de [Root.Religion.GetName] de sus planes para desplegar una magnífica respuesta pagana de [Root.Religion.GetName]. De hecho, todas las cabezas religiosas paganas pueden ahora declarar Grandes Guerras Santas. Este hecho podría ser el comienzo de una agresión pagana sin precedentes.;;;;;;;;;x
EVTOPTA39680;Great [Root.Religion.GetRandomGodName] is with us!;[Root.Religion.GetRandomGodName] est avec nous !;Der große [Root.Religion.GetRandomGodName] ist  mit uns!;;¡El Gran [Root.Religion.GetRandomGodName] está con nosotros!;;;;;;;;;x
EVTOPTB39680;The Old Gods are Mighty!;Les dieux anciens sont puissants !;Die alten Götter sind mächtig!;;¡Los antiguos dioses son poderosos!;;;;;;;;;x
EVTOPTC39680;Lock up your son and daughter!;Protégez vos fils et vos filles !;Sperren Eure Söhne und Töchter weg!;;¡Encierra a tu hijo e hija bajo llave!;;;;;;;;;x
obj_become_president_title;Become President;;;;;;;;;;;;;x
obj_become_president_desc;[This.GetTitledFirstName] wants to become President of the United States.;;;;;;;;;;;;;x
EVTNAME39690;The Liberation Wars;;;;;;;;;;;;;x
EVTDESC39690;For too long, Americans have lived under the rule of tyrants who reject the wisdom of the Founders and worship monstrosities, rust, or men with oversized hats. President [Root.GetFullName] cannot simply stand by and watch as the oppressors take away the rights of Americans and refuse to honor the Flag, and [Root.GetSheHe] has issued an Executive Order requiring all able-bodied citizens to fight for the restoration of America.;;;;;;;;;;;;;x
EVTOPTA39690;E Pluribus Unum!;;;;;;;;;;;;;x
EVTOPTB39690;America will not rise again!;;;;;;;;;;;;;x
EVTDESC39692;The great city of Washington has fallen into the hands of un-American tyrants. The oppressors are burning the temples of the Founders, defiling their graves, destroying the holy documents, and fluoridating the Potomac River. In response, President [Root.GetFullName] has issued an Executive Order requiring all able-bodied citizens to fight for the restoration of America.;;;;;;;;;;;;;x
EVTDESC39693;The great cities of America have fallen into the hands of un-American tyrants. The oppressors will not stop until they have destroyed every remaining bastion of freedom. President [Root.GetFullName] cannot allow that to happen, and [Root.GetSheHe] has issued an Executive Order requiring all able-bodied citizens to fight for the restoration of America.;;;;;;;;;;;;;x
unify_canadian_church;Unify the Canadian Churches;;;;;;;;;;;;;x
unify_canadian_church_desc;The Christian population of Canada is divided between the High Church and the Ursuline See. If we control enough of the great cities of Canada, we can unify them into a single Confederated Church under our control. Our current [GetJobSpiritual] will become the first Prime Minister of the Church.;;;;;;;;;;;;;x
EVTNAMEcanada.1;Confederation of the Churches;;;;;;;;;;;;;x
EVTDESCcanada.1;The Christians of Canada are no longer divided between the High Church and the Ursuline See. Thanks to the efforts of [From.GetTitledFirstName], the churches have been unified into the Confederated Church of Canada, headed by the Prime Minister in Ottawa, who will also serve as a secular advisor to the [From.GetTitle].;;;;;;;;;;;;;x
EVTOPTAcanada.1;Praise [Root.Religion.GetRandomGodName]!;;;;;;;;;;;;;x
EVTOPTAcanada.2;If that's the way the wind is blowing...;Si c'est ainsi que le vent souffle...;Daher also weht der Wind ...;;Si esto es la dirección que el viento está soplando ...;;;;;;;;;x
EVTOPTBcanada.2;I will never give up my faith!;Jamais je ne renierai ma foi !;Ich werde meinen Glauben niemals aufgeben!;;¡Nunca abandonaré mi fe!;;;;;;;;;x
ca_sports_hippodrome_1;Small Hippodrome;;;;;;;;;;;;;x
ca_sports_hippodrome_1_desc;A small arena for chariot racing.;;;;;;;;;;;;;x
ca_sports_hippodrome_2;Medium Hippodrome;;;;;;;;;;;;;x
ca_sports_hippodrome_2_desc;A medium-sized arena for chariot racing.;;;;;;;;;;;;;x
ca_sports_hippodrome_3;Large Hippodrome;;;;;;;;;;;;;x
ca_sports_hippodrome_3_desc;A great arena for chariot racing.;;;;;;;;;;;;;x
ca_sports_hippodrome_4;Grand Hippodrome;;;;;;;;;;;;;x
ca_sports_hippodrome_4_desc;One of the largest chariot racetracks in all of the Americas.;;;;;;;;;;;;;x
student;Student;;;;;;;;;;;;;x
student_desc;This character is studying at a university.;;;;;;;;;;;;;x
graduate;Graduate;;;;;;;;;;;;;x
graduate_desc;This character has received a university education.;;;;;;;;;;;;;x
attend_university;Enroll at a University;;;;;;;;;;;;;x
send_kid_to_university;Send [This.GetBestName] to University;;;;;;;;;;;;;x
univ.1.desc;Which university should I attend?;;;;;;;;;;;;;x
